Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 8.349 8.349 8.349 8.038 7.818 7.611 7.399 7.176 6.941 6.690 6.423 6.135 5.827 5.495 5.134 4.739 4.297 3.801 3.226 2.514 1.506 0.000 0.000 0.000 0.000
    1 8.353 8.353 8.353 8.038 7.822 7.616 7.406 7.183 6.950 6.702 6.436 6.150 5.844 5.515 5.156 4.764 4.329 3.841 3.273 2.582 1.611 0.000 0.000 0.000 0.000
    2 8.357 8.357 8.357 8.040 7.827 7.624 7.414 7.194 6.961 6.713 6.448 6.165 5.860 5.528 5.172 4.780 4.345 3.856 3.289 2.601 1.644 0.000 0.000 0.000 0.000
    3 8.361 8.361 8.361 8.045 7.835 7.632 7.424 7.204 6.972 6.726 6.460 6.174 5.869 5.539 5.181 4.786 4.344 3.852 3.281 2.581 1.598 0.000 0.000 0.000 0.000
    4 8.365 8.365 8.365 8.051 7.844 7.644 7.435 7.216 6.985 6.737 6.470 6.184 5.874 5.542 5.177 4.776 4.334 3.831 3.245 2.525 1.478 0.000 0.000 0.000 0.000
    5 8.369 8.369 8.369 8.057 7.853 7.654 7.447 7.228 6.997 6.747 6.481 6.193 5.880 5.542 5.172 4.765 4.309 3.792 3.187 2.423 1.313 0.000 0.000 0.000 0.000
    6 8.372 8.372 8.372 8.065 7.862 7.664 7.459 7.242 7.009 6.759 6.488 6.198 5.880 5.537 5.161 4.741 4.275 3.740 3.105 2.289 0.983 0.000 0.000 0.000 0.000
    7 8.374 8.374 8.374 8.073 7.871 7.675 7.472 7.253 7.020 6.768 6.497 6.203 5.880 5.531 5.146 4.717 4.235 3.675 3.006 2.125 0.294 0.000 0.000 0.000 0.000
    8 8.376 8.376 8.376 8.079 7.879 7.684 7.481 7.263 7.030 6.779 6.504 6.205 5.882 5.525 5.129 4.687 4.188 3.607 2.899 1.943 0.000 0.000 0.000 0.000 0.000
    9 8.377 8.377 8.377 8.086 7.886 7.691 7.488 7.271 7.038 6.783 6.508 6.206 5.878 5.516 5.111 4.660 4.144 3.541 2.796 1.743 0.000 0.000 0.000 0.000 0.000
   10 8.377 8.377 8.377 8.089 7.891 7.695 7.493 7.276 7.041 6.786 6.511 6.207 5.874 5.507 5.099 4.638 4.109 3.485 2.709 1.572 0.000 0.000 0.000 0.000 0.000
   11 8.377 8.377 8.377 8.090 7.891 7.696 7.493 7.278 7.043 6.786 6.509 6.205 5.870 5.500 5.088 4.622 4.086 3.455 2.656 1.455 0.000 0.000 0.000 0.000 0.000
   12 8.375 8.375 8.375 8.091 7.890 7.694 7.490 7.273 7.036 6.783 6.504 6.198 5.865 5.495 5.081 4.614 4.075 3.440 2.634 1.424 0.000 0.000 0.000 0.000 0.000
