Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 9.389 9.389 9.389 9.389 9.343 8.793 8.481 8.190 7.902 7.605 7.293 6.966 6.616 6.246 5.844 5.399 4.913 4.368 3.732 2.964 1.897 0.000 0.000 0.000 0.000
    1 9.390 9.390 9.390 9.390 9.270 8.787 8.478 8.191 7.905 7.610 7.300 6.976 6.631 6.261 5.858 5.423 4.937 4.399 3.775 3.015 1.990 0.000 0.000 0.000 0.000
    2 9.391 9.391 9.391 9.391 9.243 8.785 8.480 8.194 7.909 7.616 7.310 6.984 6.639 6.271 5.872 5.434 4.951 4.413 3.789 3.033 2.004 0.000 0.000 0.000 0.000
    3 9.392 9.392 9.392 9.392 9.232 8.788 8.486 8.203 7.919 7.627 7.319 6.993 6.648 6.278 5.875 5.434 4.951 4.406 3.771 3.007 1.952 0.000 0.000 0.000 0.000
    4 9.394 9.394 9.394 9.394 9.235 8.796 8.494 8.212 7.931 7.636 7.328 7.003 6.656 6.280 5.872 5.430 4.935 4.382 3.732 2.936 1.813 0.000 0.000 0.000 0.000
    5 9.395 9.395 9.395 9.395 9.248 8.805 8.507 8.225 7.944 7.650 7.341 7.012 6.662 6.284 5.867 5.416 4.910 4.339 3.666 2.826 1.598 0.000 0.000 0.000 0.000
    6 9.396 9.396 9.396 9.396 9.269 8.817 8.521 8.240 7.957 7.664 7.352 7.023 6.668 6.284 5.862 5.398 4.876 4.280 3.577 2.685 1.296 0.000 0.000 0.000 0.000
    7 9.397 9.397 9.397 9.397 9.301 8.831 8.534 8.255 7.974 7.678 7.367 7.033 6.673 6.282 5.850 5.374 4.835 4.218 3.473 2.505 0.724 0.000 0.000 0.000 0.000
    8 9.398 9.398 9.398 9.398 9.357 8.845 8.549 8.268 7.987 7.691 7.380 7.042 6.677 6.280 5.839 5.350 4.791 4.149 3.358 2.298 0.000 0.000 0.000 0.000 0.000
    9 9.399 9.399 9.399 9.399 9.399 8.856 8.560 8.281 7.999 7.702 7.388 7.048 6.680 6.278 5.831 5.327 4.754 4.080 3.252 2.091 0.000 0.000 0.000 0.000 0.000
   10 9.399 9.399 9.399 9.399 9.399 8.866 8.568 8.289 8.007 7.710 7.394 7.054 6.684 6.276 5.821 5.310 4.724 4.029 3.162 1.901 0.000 0.000 0.000 0.000 0.000
   11 9.399 9.399 9.399 9.399 9.399 8.872 8.574 8.294 8.010 7.713 7.397 7.054 6.682 6.271 5.813 5.300 4.703 3.994 3.101 1.779 0.000 0.000 0.000 0.000 0.000
   12 9.398 9.398 9.398 9.398 9.398 8.874 8.574 8.293 8.009 7.711 7.395 7.053 6.678 6.267 5.807 5.290 4.693 3.984 3.091 1.753 0.000 0.000 0.000 0.000 0.000
   13 9.397 9.397 9.397 9.397 9.397 8.871 8.570 8.289 8.002 7.703 7.387 7.045 6.670 6.259 5.804 5.290 4.697 3.998 3.116 1.831 0.000 0.000 0.000 0.000 0.000
   14 9.396 9.396 9.396 9.396 9.396 8.866 8.562 8.279 7.991 7.694 7.374 7.034 6.661 6.253 5.801 5.294 4.714 4.033 3.185 1.984 0.000 0.000 0.000 0.000 0.000
   15 9.395 9.395 9.395 9.395 9.395 8.857 8.549 8.264 7.975 7.678 7.358 7.018 6.648 6.245 5.802 5.307 4.741 4.082 3.276 2.167 0.000 0.000 0.000 0.000 0.000
   16 9.393 9.393 9.393 9.393 9.393 8.846 8.537 8.248 7.960 7.659 7.343 7.003 6.638 6.241 5.801 5.315 4.769 4.138 3.374 2.358 0.000 0.000 0.000 0.000 0.000
   17 9.392 9.392 9.392 9.392 9.392 8.837 8.522 8.233 7.941 7.642 7.324 6.989 6.624 6.232 5.803 5.330 4.798 4.192 3.465 2.525 0.864 0.000 0.000 0.000 0.000
   18 9.390 9.390 9.390 9.390 9.390 8.826 8.508 8.218 7.925 7.624 7.306 6.973 6.615 6.227 5.807 5.343 4.824 4.236 3.540 2.660 1.274 0.000 0.000 0.000 0.000
   19 9.388 9.388 9.388 9.388 9.388 8.817 8.497 8.202 7.908 7.609 7.291 6.958 6.603 6.219 5.805 5.348 4.845 4.268 3.598 2.762 1.521 0.000 0.000 0.000 0.000
   20 9.387 9.387 9.387 9.387 9.387 8.813 8.487 8.190 7.896 7.593 7.277 6.946 6.591 6.211 5.799 5.348 4.853 4.289 3.635 2.827 1.662 0.000 0.000 0.000 0.000
   21 9.385 9.385 9.385 9.385 9.385 8.813 8.482 8.181 7.885 7.580 7.264 6.933 6.581 6.200 5.789 5.344 4.851 4.295 3.649 2.853 1.722 0.000 0.000 0.000 0.000
   22 9.384 9.384 9.384 9.384 9.384 8.816 8.479 8.177 7.878 7.571 7.255 6.922 6.567 6.186 5.778 5.330 4.838 4.278 3.631 2.835 1.708 0.000 0.000 0.000 0.000
   23 9.383 9.383 9.383 9.383 9.383 8.826 8.483 8.177 7.874 7.566 7.246 6.911 6.555 6.172 5.761 5.307 4.811 4.248 3.590 2.786 1.608 0.000 0.000 0.000 0.000
   24 9.383 9.383 9.383 9.383 9.383 8.840 8.489 8.180 7.876 7.564 7.242 6.902 6.539 6.156 5.736 5.279 4.773 4.203 3.526 2.689 1.419 0.000 0.000 0.000 0.000
   25 9.382 9.382 9.382 9.382 9.382 8.859 8.501 8.185 7.880 7.566 7.240 6.895 6.530 6.136 5.710 5.247 4.724 4.136 3.440 2.556 1.150 0.000 0.000 0.000 0.000
   26 9.382 9.382 9.382 9.382 9.382 8.882 8.515 8.197 7.887 7.569 7.239 6.890 6.520 6.120 5.686 5.207 4.674 4.061 3.331 2.379 0.554 0.000 0.000 0.000 0.000
   27 9.382 9.382 9.382 9.382 9.382 8.908 8.533 8.209 7.895 7.576 7.244 6.890 6.513 6.102 5.659 5.167 4.614 3.976 3.204 2.164 0.000 0.000 0.000 0.000 0.000
   28 9.382 9.382 9.382 9.382 9.382 8.933 8.549 8.224 7.907 7.586 7.249 6.891 6.506 6.093 5.638 5.131 4.555 3.888 3.067 1.910 0.000 0.000 0.000 0.000 0.000
   29 9.382 9.382 9.382 9.382 9.382 8.956 8.565 8.238 7.921 7.596 7.258 6.895 6.505 6.084 5.618 5.097 4.501 3.802 2.928 1.618 0.000 0.000 0.000 0.000 0.000
   30 9.382 9.382 9.382 9.382 9.382 8.972 8.578 8.251 7.933 7.608 7.265 6.902 6.507 6.078 5.602 5.070 4.460 3.733 2.802 1.347 0.000 0.000 0.000 0.000 0.000
   31 9.383 9.383 9.383 9.383 9.383 8.983 8.587 8.261 7.944 7.619 7.277 6.909 6.514 6.082 5.598 5.056 4.430 3.677 2.701 1.044 0.000 0.000 0.000 0.000 0.000
   32 9.384 9.384 9.384 9.384 9.384 8.986 8.594 8.269 7.954 7.629 7.287 6.919 6.524 6.084 5.603 5.052 4.415 3.648 2.645 0.807 0.000 0.000 0.000 0.000 0.000
   33 9.384 9.384 9.384 9.384 9.384 8.979 8.595 8.273 7.959 7.636 7.296 6.929 6.531 6.096 5.612 5.061 4.424 3.650 2.636 0.749 0.000 0.000 0.000 0.000 0.000
   34 9.385 9.385 9.385 9.385 9.385 8.967 8.591 8.272 7.959 7.640 7.302 6.937 6.541 6.109 5.628 5.080 4.447 3.683 2.688 0.915 0.000 0.000 0.000 0.000 0.000
   35 9.386 9.386 9.386 9.386 9.386 8.948 8.582 8.268 7.959 7.642 7.308 6.947 6.555 6.125 5.650 5.108 4.488 3.739 2.774 1.158 0.000 0.000 0.000 0.000 0.000
   36 9.387 9.387 9.387 9.387 9.387 8.925 8.572 8.262 7.957 7.643 7.311 6.955 6.567 6.143 5.673 5.147 4.541 3.817 2.901 1.467 0.000 0.000 0.000 0.000 0.000
   37 9.388 9.388 9.388 9.388 9.388 8.902 8.560 8.256 7.954 7.642 7.313 6.962 6.579 6.166 5.705 5.192 4.599 3.907 3.037 1.763 0.000 0.000 0.000 0.000 0.000
   38 9.389 9.389 9.389 9.389 9.389 8.879 8.547 8.247 7.949 7.643 7.317 6.970 6.595 6.187 5.738 5.234 4.664 4.001 3.180 2.039 0.000 0.000 0.000 0.000 0.000
