Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 9.244 9.244 9.244 9.244 8.972 8.600 8.312 8.034 7.756 7.466 7.164 6.843 6.500 6.135 5.739 5.303 4.828 4.286 3.662 2.898 1.847 0.000 0.000 0.000 0.000
    1 9.246 9.246 9.246 9.246 8.956 8.596 8.311 8.036 7.760 7.472 7.170 6.855 6.515 6.150 5.757 5.324 4.852 4.317 3.701 2.953 1.940 0.000 0.000 0.000 0.000
    2 9.247 9.247 9.247 9.247 8.948 8.597 8.313 8.041 7.766 7.482 7.181 6.863 6.523 6.161 5.768 5.338 4.866 4.328 3.715 2.967 1.959 0.000 0.000 0.000 0.000
    3 9.249 9.249 9.249 9.249 8.945 8.600 8.321 8.051 7.776 7.490 7.190 6.873 6.532 6.168 5.774 5.339 4.863 4.325 3.705 2.945 1.903 0.000 0.000 0.000 0.000
    4 9.250 9.250 9.250 9.250 8.950 8.609 8.331 8.060 7.788 7.502 7.201 6.881 6.541 6.171 5.771 5.333 4.847 4.298 3.659 2.875 1.773 0.000 0.000 0.000 0.000
    5 9.252 9.252 9.252 9.252 8.958 8.618 8.342 8.073 7.800 7.513 7.214 6.892 6.547 6.172 5.766 5.318 4.819 4.256 3.598 2.770 1.558 0.000 0.000 0.000 0.000
    6 9.254 9.254 9.254 9.254 8.971 8.630 8.354 8.088 7.815 7.527 7.225 6.898 6.551 6.170 5.756 5.298 4.786 4.201 3.509 2.629 1.260 0.000 0.000 0.000 0.000
    7 9.255 9.255 9.255 9.255 8.985 8.642 8.369 8.103 7.828 7.541 7.236 6.907 6.554 6.168 5.748 5.278 4.749 4.136 3.406 2.449 0.693 0.000 0.000 0.000 0.000
    8 9.256 9.256 9.256 9.256 8.999 8.655 8.382 8.116 7.842 7.554 7.246 6.915 6.557 6.166 5.734 5.251 4.706 4.067 3.295 2.251 0.000 0.000 0.000 0.000 0.000
    9 9.256 9.256 9.256 9.256 9.014 8.666 8.392 8.126 7.853 7.565 7.257 6.924 6.561 6.164 5.723 5.228 4.666 4.006 3.185 2.044 0.000 0.000 0.000 0.000 0.000
