Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 10.484 9.012 7.360 0.673 0.000 0.000 0.000 0.000 0.000 0.000
    1 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 10.439 8.987 7.360 0.000 0.000 0.000 0.000 0.000 0.000 0.000
    2 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 10.440 8.981 7.332 1.444 0.000 0.000 0.000 0.000 0.000 0.000
    3 13.011 13.011 13.011 13.011 13.011 13.011 13.011 13.011 13.011 13.011 13.011 13.011 13.011 13.011 13.011 10.489 9.000 7.269 1.786 0.000 0.000 0.000 0.000 0.000 0.000
    4 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 10.587 9.041 7.166 1.867 0.000 0.000 0.000 0.000 0.000 0.000
    5 13.003 13.003 13.003 13.003 13.003 13.003 13.003 13.003 13.003 13.003 13.003 13.003 13.003 13.003 13.003 10.740 9.117 7.001 1.789 0.000 0.000 0.000 0.000 0.000 0.000
    6 13.000 13.000 13.000 13.000 13.000 13.000 13.000 13.000 13.000 13.000 13.000 13.000 13.000 13.000 13.000 10.956 9.233 6.634 1.571 0.000 0.000 0.000 0.000 0.000 0.000
    7 12.997 12.997 12.997 12.997 12.997 12.997 12.997 12.997 12.997 12.997 12.997 12.997 12.997 12.997 12.997 11.226 9.403 4.252 1.160 0.000 0.000 0.000 0.000 0.000 0.000
    8 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 11.554 9.602 3.819 0.000 0.000 0.000 0.000 0.000 0.000 0.000
    9 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 12.995 11.915 9.815 3.432 0.000 0.000 0.000 0.000 0.000 0.000 0.000
