Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 5.440 5.425 5.393 5.352 5.306 5.254 5.189 5.113 5.024 4.920 4.805 4.671 4.524 4.359 4.173 3.963 3.731 3.468 3.161 2.810 2.384 1.834 0.992 0.000 0.000
    1 5.468 5.452 5.421 5.379 5.334 5.283 5.219 5.142 5.054 4.951 4.836 4.707 4.558 4.393 4.213 4.006 3.775 3.511 3.216 2.868 2.455 1.928 1.156 0.000 0.000
    2 5.495 5.479 5.448 5.408 5.362 5.310 5.246 5.171 5.081 4.980 4.865 4.736 4.590 4.425 4.244 4.034 3.806 3.546 3.255 2.907 2.499 1.980 1.236 0.000 0.000
    3 5.520 5.505 5.474 5.433 5.388 5.335 5.272 5.196 5.109 5.008 4.893 4.762 4.615 4.448 4.267 4.060 3.829 3.569 3.270 2.926 2.513 1.994 1.241 0.000 0.000
    4 5.544 5.529 5.498 5.458 5.412 5.359 5.296 5.220 5.131 5.030 4.913 4.784 4.632 4.467 4.284 4.074 3.843 3.575 3.276 2.925 2.503 1.967 1.223 0.000 0.000
    5 5.565 5.550 5.519 5.479 5.434 5.381 5.317 5.241 5.152 5.049 4.930 4.799 4.647 4.479 4.293 4.083 3.842 3.574 3.264 2.904 2.466 1.907 1.093 0.000 0.000
    6 5.584 5.568 5.538 5.497 5.451 5.399 5.334 5.258 5.168 5.065 4.946 4.810 4.661 4.488 4.296 4.082 3.835 3.560 3.238 2.862 2.407 1.813 0.867 0.000 0.000
    7 5.598 5.583 5.552 5.511 5.465 5.413 5.349 5.271 5.181 5.074 4.955 4.819 4.665 4.492 4.294 4.075 3.824 3.539 3.210 2.818 2.337 1.690 0.476 0.000 0.000
    8 5.607 5.592 5.562 5.521 5.475 5.422 5.357 5.280 5.189 5.081 4.962 4.821 4.665 4.486 4.288 4.062 3.805 3.512 3.168 2.760 2.254 1.558 0.000 0.000 0.000
    9 5.613 5.598 5.567 5.526 5.480 5.428 5.362 5.284 5.191 5.083 4.962 4.821 4.662 4.484 4.280 4.048 3.783 3.484 3.128 2.704 2.165 1.438 0.000 0.000 0.000
   10 5.613 5.598 5.567 5.526 5.481 5.427 5.362 5.282 5.191 5.081 4.958 4.817 4.656 4.472 4.268 4.033 3.765 3.455 3.092 2.652 2.095 1.297 0.000 0.000 0.000
   11 5.608 5.593 5.562 5.521 5.475 5.422 5.357 5.278 5.184 5.076 4.950 4.810 4.648 4.462 4.255 4.017 3.749 3.432 3.065 2.617 2.039 1.192 0.000 0.000 0.000
   12 5.598 5.583 5.552 5.510 5.465 5.412 5.347 5.267 5.173 5.064 4.939 4.796 4.635 4.451 4.241 4.003 3.732 3.418 3.043 2.591 2.010 1.145 0.000 0.000 0.000
   13 5.583 5.568 5.537 5.495 5.450 5.397 5.331 5.252 5.158 5.048 4.925 4.782 4.621 4.437 4.227 3.992 3.721 3.407 3.036 2.588 2.011 1.119 0.000 0.000 0.000
   14 5.563 5.548 5.517 5.476 5.430 5.376 5.311 5.232 5.138 5.030 4.907 4.764 4.603 4.422 4.215 3.980 3.712 3.401 3.042 2.602 2.037 1.185 0.000 0.000 0.000
   15 5.539 5.524 5.493 5.452 5.405 5.353 5.286 5.206 5.115 5.007 4.884 4.743 4.584 4.404 4.199 3.968 3.706 3.400 3.048 2.620 2.080 1.291 0.000 0.000 0.000
   16 5.512 5.497 5.465 5.424 5.378 5.323 5.259 5.179 5.087 4.980 4.859 4.719 4.562 4.384 4.183 3.954 3.699 3.404 3.056 2.648 2.129 1.393 0.000 0.000 0.000
   17 5.481 5.465 5.434 5.392 5.346 5.293 5.227 5.149 5.056 4.950 4.829 4.693 4.536 4.361 4.162 3.940 3.688 3.400 3.067 2.667 2.170 1.482 0.000 0.000 0.000
   18 5.447 5.432 5.400 5.359 5.312 5.260 5.193 5.114 5.023 4.917 4.798 4.661 4.507 4.335 4.142 3.923 3.675 3.393 3.068 2.676 2.204 1.557 0.000 0.000 0.000
   19 5.412 5.397 5.365 5.323 5.277 5.224 5.158 5.079 4.990 4.884 4.767 4.628 4.479 4.307 4.114 3.898 3.657 3.375 3.058 2.678 2.214 1.593 0.381 0.000 0.000
   20 5.377 5.361 5.329 5.287 5.241 5.188 5.122 5.043 4.953 4.848 4.729 4.595 4.443 4.276 4.083 3.867 3.626 3.351 3.034 2.662 2.207 1.595 0.457 0.000 0.000
   21 5.341 5.326 5.294 5.252 5.205 5.152 5.086 5.008 4.918 4.813 4.694 4.558 4.406 4.239 4.049 3.833 3.592 3.321 3.000 2.632 2.172 1.561 0.362 0.000 0.000
   22 5.307 5.292 5.260 5.217 5.170 5.117 5.051 4.973 4.880 4.777 4.656 4.520 4.368 4.201 4.009 3.792 3.551 3.277 2.955 2.580 2.116 1.482 0.000 0.000 0.000
   23 5.276 5.260 5.228 5.185 5.137 5.084 5.017 4.939 4.846 4.741 4.620 4.484 4.330 4.160 3.965 3.749 3.501 3.223 2.897 2.509 2.033 1.364 0.000 0.000 0.000
   24 5.247 5.232 5.199 5.156 5.108 5.054 4.987 4.907 4.815 4.709 4.585 4.447 4.293 4.117 3.919 3.700 3.449 3.160 2.827 2.427 1.921 1.185 0.000 0.000 0.000
   25 5.223 5.207 5.174 5.131 5.083 5.028 4.960 4.880 4.786 4.678 4.555 4.414 4.253 4.077 3.873 3.650 3.389 3.097 2.745 2.329 1.785 0.978 0.000 0.000 0.000
   26 5.204 5.188 5.155 5.111 5.062 5.007 4.939 4.858 4.762 4.652 4.527 4.384 4.222 4.039 3.832 3.597 3.332 3.025 2.662 2.214 1.624 0.583 0.000 0.000 0.000
   27 5.190 5.174 5.141 5.097 5.048 4.992 4.923 4.841 4.744 4.632 4.505 4.357 4.191 4.007 3.794 3.556 3.278 2.958 2.572 2.100 1.442 0.000 0.000 0.000 0.000
   28 5.182 5.166 5.133 5.089 5.039 4.984 4.914 4.829 4.732 4.618 4.487 4.340 4.171 3.979 3.763 3.512 3.228 2.896 2.492 1.984 1.280 0.000 0.000 0.000 0.000
   29 5.181 5.164 5.131 5.087 5.038 4.981 4.911 4.827 4.727 4.613 4.480 4.328 4.156 3.962 3.740 3.484 3.189 2.839 2.420 1.876 1.069 0.000 0.000 0.000 0.000
   30 5.185 5.169 5.136 5.091 5.042 4.985 4.915 4.830 4.729 4.614 4.478 4.326 4.152 3.952 3.725 3.465 3.164 2.803 2.365 1.785 0.868 0.000 0.000 0.000 0.000
   31 5.196 5.180 5.147 5.103 5.053 4.997 4.925 4.840 4.741 4.622 4.488 4.334 4.158 3.955 3.727 3.461 3.150 2.786 2.336 1.732 0.709 0.000 0.000 0.000 0.000
   32 5.213 5.197 5.164 5.120 5.070 5.013 4.943 4.857 4.758 4.641 4.505 4.349 4.173 3.970 3.737 3.473 3.159 2.791 2.330 1.721 0.651 0.000 0.000 0.000 0.000
   33 5.235 5.219 5.186 5.142 5.094 5.036 4.966 4.882 4.780 4.664 4.529 4.374 4.195 3.995 3.765 3.499 3.187 2.820 2.362 1.758 0.739 0.000 0.000 0.000 0.000
   34 5.262 5.247 5.213 5.170 5.121 5.064 4.995 4.910 4.810 4.694 4.559 4.407 4.233 4.033 3.803 3.540 3.231 2.868 2.425 1.841 0.916 0.000 0.000 0.000 0.000
   35 5.293 5.278 5.245 5.202 5.153 5.098 5.028 4.943 4.845 4.731 4.597 4.445 4.271 4.074 3.849 3.592 3.294 2.942 2.507 1.954 1.097 0.000 0.000 0.000 0.000
   36 5.327 5.312 5.279 5.236 5.188 5.133 5.064 4.981 4.884 4.770 4.638 4.489 4.320 4.125 3.906 3.653 3.364 3.022 2.610 2.086 1.335 0.000 0.000 0.000 0.000
   37 5.364 5.348 5.316 5.273 5.225 5.170 5.103 5.021 4.924 4.812 4.683 4.537 4.371 4.182 3.969 3.721 3.440 3.112 2.723 2.231 1.564 0.000 0.000 0.000 0.000
   38 5.401 5.386 5.354 5.312 5.264 5.209 5.143 5.061 4.966 4.857 4.732 4.587 4.423 4.239 4.029 3.794 3.520 3.206 2.835 2.379 1.780 0.800 0.000 0.000 0.000
   39 5.439 5.423 5.392 5.350 5.303 5.249 5.183 5.102 5.010 4.902 4.777 4.638 4.477 4.296 4.094 3.866 3.601 3.298 2.946 2.518 1.974 1.158 0.000 0.000 0.000
   40 5.475 5.460 5.428 5.387 5.341 5.288 5.222 5.143 5.051 4.946 4.825 4.687 4.530 4.355 4.156 3.931 3.679 3.391 3.054 2.650 2.149 1.452 0.000 0.000 0.000
   41 5.510 5.495 5.464 5.423 5.377 5.324 5.260 5.182 5.092 4.988 4.867 4.733 4.582 4.406 4.216 3.997 3.753 3.471 3.150 2.770 2.302 1.681 0.572 0.000 0.000
   42 5.543 5.528 5.497 5.456 5.410 5.358 5.294 5.218 5.129 5.025 4.908 4.776 4.625 4.457 4.268 4.054 3.816 3.545 3.235 2.871 2.433 1.870 0.981 0.000 0.000
   43 5.572 5.557 5.526 5.486 5.441 5.389 5.325 5.249 5.162 5.059 4.944 4.814 4.665 4.501 4.317 4.110 3.876 3.612 3.309 2.962 2.544 2.013 1.249 0.000 0.000
   44 5.598 5.583 5.552 5.512 5.467 5.415 5.353 5.278 5.190 5.089 4.974 4.845 4.700 4.538 4.355 4.154 3.923 3.666 3.375 3.031 2.631 2.135 1.437 0.000 0.000
   45 5.619 5.604 5.573 5.533 5.488 5.438 5.376 5.302 5.214 5.115 5.000 4.873 4.729 4.567 4.389 4.189 3.964 3.711 3.420 3.088 2.700 2.217 1.566 0.000 0.000
   46 5.635 5.620 5.590 5.550 5.505 5.454 5.393 5.317 5.231 5.132 5.021 4.892 4.750 4.591 4.413 4.213 3.988 3.742 3.455 3.131 2.748 2.278 1.655 0.528 0.000
   47 5.646 5.632 5.601 5.561 5.516 5.467 5.405 5.331 5.245 5.146 5.033 4.906 4.764 4.605 4.430 4.229 4.008 3.759 3.475 3.155 2.772 2.311 1.697 0.659 0.000
   48 5.652 5.638 5.607 5.567 5.523 5.473 5.411 5.337 5.251 5.151 5.038 4.914 4.772 4.610 4.432 4.235 4.017 3.764 3.484 3.161 2.777 2.312 1.703 0.674 0.000
   49 5.654 5.639 5.608 5.569 5.524 5.474 5.411 5.338 5.251 5.154 5.039 4.912 4.767 4.611 4.433 4.233 4.008 3.759 3.475 3.151 2.764 2.298 1.671 0.568 0.000
   50 5.649 5.635 5.604 5.564 5.519 5.469 5.407 5.333 5.245 5.146 5.031 4.904 4.760 4.598 4.420 4.219 3.995 3.738 3.451 3.119 2.727 2.244 1.597 0.209 0.000
