Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 12.181 12.181 12.181 12.181 12.181 12.181 12.181 12.181 12.181 12.181 12.181 12.181 10.640 9.796 9.001 8.152 7.173 5.917 3.870 0.000 0.000 0.000 0.000 0.000 0.000
    1 12.177 12.177 12.177 12.177 12.177 12.177 12.177 12.177 12.177 12.177 12.177 12.177 10.627 9.789 8.999 8.156 7.182 5.922 3.856 0.000 0.000 0.000 0.000 0.000 0.000
    2 12.173 12.173 12.173 12.173 12.173 12.173 12.173 12.173 12.173 12.173 12.173 11.952 10.584 9.762 8.978 8.141 7.177 5.931 3.952 0.000 0.000 0.000 0.000 0.000 0.000
    3 12.169 12.169 12.169 12.169 12.169 12.169 12.169 12.169 12.169 12.169 12.169 11.697 10.515 9.712 8.936 8.112 7.161 5.958 4.128 0.000 0.000 0.000 0.000 0.000 0.000
    4 12.165 12.165 12.165 12.165 12.165 12.165 12.165 12.165 12.165 12.165 12.165 11.481 10.428 9.643 8.885 8.077 7.153 6.004 4.349 0.000 0.000 0.000 0.000 0.000 0.000
    5 12.162 12.162 12.162 12.162 12.162 12.162 12.162 12.162 12.162 12.162 12.162 11.295 10.335 9.572 8.829 8.039 7.145 6.057 4.569 1.671 0.000 0.000 0.000 0.000 0.000
    6 12.160 12.160 12.160 12.160 12.160 12.160 12.160 12.160 12.160 12.160 12.160 11.134 10.240 9.501 8.775 8.007 7.147 6.119 4.772 2.527 0.000 0.000 0.000 0.000 0.000
    7 12.158 12.158 12.158 12.158 12.158 12.158 12.158 12.158 12.158 12.158 12.158 11.001 10.156 9.438 8.730 7.984 7.154 6.187 4.946 3.056 0.000 0.000 0.000 0.000 0.000
    8 12.157 12.157 12.157 12.157 12.157 12.157 12.157 12.157 12.157 12.157 12.157 10.892 10.089 9.385 8.694 7.970 7.170 6.239 5.089 3.415 0.000 0.000 0.000 0.000 0.000
    9 12.156 12.156 12.156 12.156 12.156 12.156 12.156 12.156 12.156 12.156 12.156 10.815 10.037 9.349 8.670 7.959 7.182 6.287 5.190 3.656 0.000 0.000 0.000 0.000 0.000
   10 12.156 12.156 12.156 12.156 12.156 12.156 12.156 12.156 12.156 12.156 12.156 10.766 10.003 9.326 8.653 7.954 7.191 6.321 5.257 3.804 0.000 0.000 0.000 0.000 0.000
   11 12.157 12.157 12.157 12.157 12.157 12.157 12.157 12.157 12.157 12.157 12.157 10.745 9.989 9.315 8.647 7.955 7.195 6.332 5.291 3.879 0.605 0.000 0.000 0.000 0.000
   12 12.159 12.159 12.159 12.159 12.159 12.159 12.159 12.159 12.159 12.159 12.159 10.752 9.991 9.317 8.649 7.951 7.194 6.334 5.290 3.870 0.562 0.000 0.000 0.000 0.000
   13 12.161 12.161 12.161 12.161 12.161 12.161 12.161 12.161 12.161 12.161 12.161 10.791 10.017 9.332 8.659 7.954 7.187 6.314 5.247 3.786 0.000 0.000 0.000 0.000 0.000
   14 12.164 12.164 12.164 12.164 12.164 12.164 12.164 12.164 12.164 12.164 12.164 10.859 10.061 9.365 8.677 7.960 7.173 6.274 5.170 3.620 0.000 0.000 0.000 0.000 0.000
   15 12.167 12.167 12.167 12.167 12.167 12.167 12.167 12.167 12.167 12.167 12.167 10.963 10.125 9.408 8.705 7.969 7.159 6.221 5.052 3.358 0.000 0.000 0.000 0.000 0.000
