Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 11.905 11.905 11.905 11.905 11.905 11.905 11.905 11.905 11.905 11.905 10.999 10.163 9.506 8.883 8.247 7.580 6.847 6.012 5.010 3.677 1.062 0.000 0.000 0.000 0.000
    1 11.901 11.901 11.901 11.901 11.901 11.901 11.901 11.901 11.901 11.901 10.952 10.143 9.491 8.870 8.246 7.582 6.852 6.032 5.037 3.729 1.271 0.000 0.000 0.000 0.000
    2 11.898 11.898 11.898 11.898 11.898 11.898 11.898 11.898 11.898 11.898 10.939 10.137 9.489 8.871 8.245 7.580 6.857 6.026 5.035 3.715 1.249 0.000 0.000 0.000 0.000
    3 11.894 11.894 11.894 11.894 11.894 11.894 11.894 11.894 11.894 11.894 10.953 10.149 9.499 8.881 8.251 7.584 6.847 6.013 4.995 3.639 0.853 0.000 0.000 0.000 0.000
    4 11.891 11.891 11.891 11.891 11.891 11.891 11.891 11.891 11.891 11.891 11.000 10.180 9.526 8.902 8.264 7.587 6.837 5.977 4.922 3.481 0.000 0.000 0.000 0.000 0.000
    5 11.889 11.889 11.889 11.889 11.889 11.889 11.889 11.889 11.889 11.889 11.072 10.223 9.560 8.931 8.284 7.595 6.825 5.933 4.821 3.248 0.000 0.000 0.000 0.000 0.000
    6 11.887 11.887 11.887 11.887 11.887 11.887 11.887 11.887 11.887 11.887 11.169 10.282 9.607 8.968 8.312 7.604 6.810 5.879 4.691 2.917 0.000 0.000 0.000 0.000 0.000
    7 11.885 11.885 11.885 11.885 11.885 11.885 11.885 11.885 11.885 11.885 11.297 10.346 9.659 9.011 8.343 7.623 6.802 5.821 4.534 2.443 0.000 0.000 0.000 0.000 0.000
    8 11.884 11.884 11.884 11.884 11.884 11.884 11.884 11.884 11.884 11.884 11.455 10.413 9.714 9.058 8.382 7.642 6.795 5.764 4.359 1.772 0.000 0.000 0.000 0.000 0.000
    9 11.884 11.884 11.884 11.884 11.884 11.884 11.884 11.884 11.884 11.884 11.681 10.474 9.765 9.101 8.419 7.667 6.799 5.715 4.185 0.000 0.000 0.000 0.000 0.000 0.000
   10 11.884 11.884 11.884 11.884 11.884 11.884 11.884 11.884 11.884 11.884 11.884 10.525 9.803 9.136 8.448 7.690 6.802 5.682 4.030 0.000 0.000 0.000 0.000 0.000 0.000
   11 11.885 11.885 11.885 11.885 11.885 11.885 11.885 11.885 11.885 11.885 11.885 10.556 9.829 9.157 8.466 7.702 6.807 5.666 3.942 0.000 0.000 0.000 0.000 0.000 0.000
   12 11.886 11.886 11.886 11.886 11.886 11.886 11.886 11.886 11.886 11.886 11.886 10.563 9.834 9.159 8.468 7.700 6.803 5.657 3.929 0.000 0.000 0.000 0.000 0.000 0.000
   13 11.888 11.888 11.888 11.888 11.888 11.888 11.888 11.888 11.888 11.888 11.888 10.548 9.819 9.144 8.450 7.689 6.795 5.667 4.004 0.000 0.000 0.000 0.000 0.000 0.000
   14 11.891 11.891 11.891 11.891 11.891 11.891 11.891 11.891 11.891 11.891 11.891 10.514 9.785 9.113 8.422 7.663 6.786 5.690 4.141 0.000 0.000 0.000 0.000 0.000 0.000
   15 11.894 11.894 11.894 11.894 11.894 11.894 11.894 11.894 11.894 11.894 11.700 10.462 9.742 9.073 8.385 7.636 6.779 5.730 4.306 1.605 0.000 0.000 0.000 0.000 0.000
   16 11.897 11.897 11.897 11.897 11.897 11.897 11.897 11.897 11.897 11.897 11.489 10.403 9.694 9.027 8.351 7.614 6.780 5.782 4.476 2.335 0.000 0.000 0.000 0.000 0.000
   17 11.901 11.901 11.901 11.901 11.901 11.901 11.901 11.901 11.901 11.901 11.348 10.345 9.643 8.988 8.317 7.597 6.790 5.838 4.631 2.820 0.000 0.000 0.000 0.000 0.000
   18 11.906 11.906 11.906 11.906 11.906 11.906 11.906 11.906 11.906 11.906 11.244 10.293 9.601 8.950 8.289 7.581 6.800 5.891 4.764 3.154 0.000 0.000 0.000 0.000 0.000
   19 11.910 11.910 11.910 11.910 11.910 11.910 11.910 11.910 11.910 11.910 11.171 10.250 9.566 8.921 8.268 7.575 6.812 5.935 4.864 3.395 0.000 0.000 0.000 0.000 0.000
   20 11.915 11.915 11.915 11.915 11.915 11.915 11.915 11.915 11.915 11.915 11.127 10.226 9.542 8.902 8.255 7.572 6.822 5.970 4.937 3.553 0.415 0.000 0.000 0.000 0.000
   21 11.920 11.920 11.920 11.920 11.920 11.920 11.920 11.920 11.920 11.920 11.115 10.214 9.532 8.890 8.249 7.569 6.829 5.988 4.974 3.638 1.009 0.000 0.000 0.000 0.000
   22 11.925 11.925 11.925 11.925 11.925 11.925 11.925 11.925 11.925 11.925 11.136 10.219 9.532 8.890 8.246 7.566 6.826 5.988 4.986 3.661 1.118 0.000 0.000 0.000 0.000
   23 11.929 11.929 11.929 11.929 11.929 11.929 11.929 11.929 11.929 11.929 11.193 10.243 9.546 8.899 8.249 7.563 6.819 5.974 4.964 3.620 0.979 0.000 0.000 0.000 0.000
   24 11.933 11.933 11.933 11.933 11.933 11.933 11.933 11.933 11.933 11.933 11.294 10.287 9.572 8.917 8.255 7.563 6.806 5.943 4.910 3.517 0.069 0.000 0.000 0.000 0.000
   25 11.937 11.937 11.937 11.937 11.937 11.937 11.937 11.937 11.937 11.937 11.457 10.345 9.614 8.942 8.271 7.563 6.790 5.902 4.824 3.347 0.000 0.000 0.000 0.000 0.000
   26 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.804 10.420 9.664 8.979 8.291 7.564 6.771 5.847 4.716 3.103 0.000 0.000 0.000 0.000 0.000
   27 11.943 11.943 11.943 11.943 11.943 11.943 11.943 11.943 11.943 11.943 11.943 10.504 9.723 9.019 8.316 7.574 6.747 5.784 4.573 2.770 0.000 0.000 0.000 0.000 0.000
   28 11.944 11.944 11.944 11.944 11.944 11.944 11.944 11.944 11.944 11.944 11.944 10.597 9.784 9.066 8.349 7.582 6.731 5.718 4.416 2.324 0.000 0.000 0.000 0.000 0.000
   29 11.945 11.945 11.945 11.945 11.945 11.945 11.945 11.945 11.945 11.945 11.945 10.689 9.850 9.116 8.384 7.601 6.717 5.654 4.245 1.722 0.000 0.000 0.000 0.000 0.000
   30 11.944 11.944 11.944 11.944 11.944 11.944 11.944 11.944 11.944 11.944 11.944 10.770 9.905 9.160 8.420 7.621 6.713 5.604 4.070 0.398 0.000 0.000 0.000 0.000 0.000
   31 11.943 11.943 11.943 11.943 11.943 11.943 11.943 11.943 11.943 11.943 11.943 10.831 9.949 9.199 8.450 7.642 6.714 5.561 3.921 0.000 0.000 0.000 0.000 0.000 0.000
   32 11.941 11.941 11.941 11.941 11.941 11.941 11.941 11.941 11.941 11.941 11.941 10.866 9.974 9.222 8.472 7.661 6.723 5.542 3.807 0.000 0.000 0.000 0.000 0.000 0.000
   33 11.937 11.937 11.937 11.937 11.937 11.937 11.937 11.937 11.937 11.937 11.937 10.863 9.976 9.229 8.479 7.671 6.730 5.538 3.761 0.000 0.000 0.000 0.000 0.000 0.000
   34 11.933 11.933 11.933 11.933 11.933 11.933 11.933 11.933 11.933 11.933 11.933 10.829 9.960 9.220 8.477 7.672 6.737 5.556 3.795 0.000 0.000 0.000 0.000 0.000 0.000
   35 11.929 11.929 11.929 11.929 11.929 11.929 11.929 11.929 11.929 11.929 11.929 10.769 9.927 9.196 8.461 7.665 6.741 5.588 3.891 0.000 0.000 0.000 0.000 0.000 0.000
   36 11.924 11.924 11.924 11.924 11.924 11.924 11.924 11.924 11.924 11.924 11.924 10.691 9.880 9.163 8.440 7.653 6.749 5.629 4.027 0.000 0.000 0.000 0.000 0.000 0.000
   37 11.918 11.918 11.918 11.918 11.918 11.918 11.918 11.918 11.918 11.918 11.918 10.607 9.824 9.123 8.411 7.637 6.756 5.679 4.183 0.785 0.000 0.000 0.000 0.000 0.000
   38 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 10.519 9.765 9.077 8.380 7.625 6.771 5.733 4.340 1.764 0.000 0.000 0.000 0.000 0.000
   39 11.907 11.907 11.907 11.907 11.907 11.907 11.907 11.907 11.907 11.907 11.637 10.432 9.708 9.036 8.353 7.614 6.783 5.792 4.486 2.322 0.000 0.000 0.000 0.000 0.000
   40 11.901 11.901 11.901 11.901 11.901 11.901 11.901 11.901 11.901 11.901 11.367 10.355 9.651 8.995 8.327 7.607 6.799 5.843 4.621 2.722 0.000 0.000 0.000 0.000 0.000
   41 11.895 11.895 11.895 11.895 11.895 11.895 11.895 11.895 11.895 11.895 11.199 10.283 9.606 8.961 8.305 7.604 6.817 5.897 4.735 3.021 0.000 0.000 0.000 0.000 0.000
   42 11.890 11.890 11.890 11.890 11.890 11.890 11.890 11.890 11.890 11.890 11.077 10.226 9.563 8.932 8.288 7.602 6.835 5.943 4.835 3.254 0.000 0.000 0.000 0.000 0.000
   43 11.886 11.886 11.886 11.886 11.886 11.886 11.886 11.886 11.886 11.886 10.985 10.176 9.529 8.908 8.273 7.596 6.846 5.983 4.916 3.427 0.000 0.000 0.000 0.000 0.000
   44 11.882 11.882 11.882 11.882 11.882 11.882 11.882 11.882 11.882 11.882 10.915 10.137 9.500 8.890 8.266 7.599 6.862 6.014 4.981 3.560 0.000 0.000 0.000 0.000 0.000
   45 11.879 11.879 11.879 11.879 11.879 11.879 11.879 11.879 11.879 11.879 10.863 10.108 9.480 8.873 8.258 7.597 6.874 6.036 5.026 3.653 0.644 0.000 0.000 0.000 0.000
   46 11.876 11.876 11.876 11.876 11.876 11.876 11.876 11.876 11.876 11.876 10.830 10.089 9.468 8.869 8.251 7.600 6.880 6.053 5.050 3.709 0.979 0.000 0.000 0.000 0.000
   47 11.874 11.874 11.874 11.874 11.874 11.874 11.874 11.874 11.874 11.874 10.818 10.081 9.460 8.864 8.252 7.600 6.880 6.056 5.065 3.729 1.079 0.000 0.000 0.000 0.000
   48 11.874 11.874 11.874 11.874 11.874 11.874 11.874 11.874 11.874 11.874 10.819 10.082 9.464 8.865 8.253 7.598 6.881 6.058 5.059 3.715 1.053 0.000 0.000 0.000 0.000
   49 11.874 11.874 11.874 11.874 11.874 11.874 11.874 11.874 11.874 11.874 10.836 10.095 9.472 8.870 8.255 7.600 6.877 6.046 5.032 3.671 0.770 0.000 0.000 0.000 0.000
   50 11.875 11.875 11.875 11.875 11.875 11.875 11.875 11.875 11.875 11.875 10.871 10.116 9.489 8.884 8.263 7.599 6.866 6.020 4.991 3.579 0.000 0.000 0.000 0.000 0.000
   51 11.876 11.876 11.876 11.876 11.876 11.876 11.876 11.876 11.876 11.876 10.925 10.148 9.513 8.903 8.273 7.600 6.859 5.993 4.926 3.445 0.000 0.000 0.000 0.000 0.000
   52 11.879 11.879 11.879 11.879 11.879 11.879 11.879 11.879 11.879 11.879 11.000 10.192 9.547 8.926 8.287 7.604 6.841 5.956 4.848 3.262 0.000 0.000 0.000 0.000 0.000
   53 11.882 11.882 11.882 11.882 11.882 11.882 11.882 11.882 11.882 11.882 11.099 10.248 9.586 8.954 8.307 7.612 6.831 5.908 4.742 3.008 0.000 0.000 0.000 0.000 0.000
   54 11.886 11.886 11.886 11.886 11.886 11.886 11.886 11.886 11.886 11.886 11.229 10.311 9.634 8.992 8.330 7.619 6.815 5.856 4.622 2.675 0.000 0.000 0.000 0.000 0.000
   55 11.890 11.890 11.890 11.890 11.890 11.890 11.890 11.890 11.890 11.890 11.406 10.384 9.687 9.031 8.358 7.631 6.800 5.802 4.477 2.215 0.000 0.000 0.000 0.000 0.000
   56 11.895 11.895 11.895 11.895 11.895 11.895 11.895 11.895 11.895 11.895 11.703 10.463 9.743 9.074 8.389 7.646 6.792 5.744 4.320 1.559 0.000 0.000 0.000 0.000 0.000
   57 11.900 11.900 11.900 11.900 11.900 11.900 11.900 11.900 11.900 11.900 11.900 10.541 9.799 9.119 8.422 7.658 6.780 5.692 4.154 0.000 0.000 0.000 0.000 0.000 0.000
   58 11.904 11.904 11.904 11.904 11.904 11.904 11.904 11.904 11.904 11.904 11.904 10.616 9.853 9.157 8.451 7.677 6.776 5.645 3.994 0.000 0.000 0.000 0.000 0.000 0.000
   59 11.909 11.909 11.909 11.909 11.909 11.909 11.909 11.909 11.909 11.909 11.909 10.683 9.892 9.191 8.471 7.685 6.770 5.607 3.856 0.000 0.000 0.000 0.000 0.000 0.000
   60 11.914 11.914 11.914 11.914 11.914 11.914 11.914 11.914 11.914 11.914 11.914 10.729 9.919 9.207 8.481 7.688 6.763 5.582 3.782 0.000 0.000 0.000 0.000 0.000 0.000
   61 11.919 11.919 11.919 11.919 11.919 11.919 11.919 11.919 11.919 11.919 11.919 10.750 9.930 9.207 8.478 7.682 6.751 5.570 3.789 0.000 0.000 0.000 0.000 0.000 0.000
   62 11.923 11.923 11.923 11.923 11.923 11.923 11.923 11.923 11.923 11.923 11.923 10.743 9.918 9.192 8.461 7.665 6.737 5.577 3.877 0.000 0.000 0.000 0.000 0.000 0.000
   63 11.927 11.927 11.927 11.927 11.927 11.927 11.927 11.927 11.927 11.927 11.927 10.711 9.886 9.163 8.428 7.638 6.727 5.603 4.017 0.000 0.000 0.000 0.000 0.000 0.000
   64 11.931 11.931 11.931 11.931 11.931 11.931 11.931 11.931 11.931 11.931 11.931 10.650 9.837 9.120 8.394 7.614 6.723 5.646 4.192 1.418 0.000 0.000 0.000 0.000 0.000
   65 11.934 11.934 11.934 11.934 11.934 11.934 11.934 11.934 11.934 11.934 11.934 10.578 9.783 9.071 8.356 7.589 6.725 5.705 4.372 2.196 0.000 0.000 0.000 0.000 0.000
   66 11.936 11.936 11.936 11.936 11.936 11.936 11.936 11.936 11.936 11.936 11.936 10.499 9.720 9.022 8.319 7.570 6.740 5.766 4.544 2.714 0.000 0.000 0.000 0.000 0.000
   67 11.938 11.938 11.938 11.938 11.938 11.938 11.938 11.938 11.938 11.938 11.795 10.418 9.664 8.976 8.285 7.562 6.758 5.831 4.696 3.090 0.000 0.000 0.000 0.000 0.000
   68 11.939 11.939 11.939 11.939 11.939 11.939 11.939 11.939 11.939 11.939 11.478 10.348 9.612 8.940 8.261 7.553 6.780 5.895 4.825 3.376 0.000 0.000 0.000 0.000 0.000
   69 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.323 10.289 9.572 8.906 8.247 7.552 6.795 5.943 4.925 3.577 0.927 0.000 0.000 0.000 0.000
   70 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.224 10.247 9.541 8.888 8.235 7.552 6.812 5.978 4.994 3.714 1.469 0.000 0.000 0.000 0.000
   71 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.940 11.173 10.223 9.524 8.876 8.229 7.553 6.823 6.003 5.035 3.790 1.703 0.000 0.000 0.000 0.000
   72 11.939 11.939 11.939 11.939 11.939 11.939 11.939 11.939 11.939 11.939 11.160 10.217 9.520 8.872 8.225 7.552 6.822 6.005 5.041 3.801 1.739 0.000 0.000 0.000 0.000
   73 11.938 11.938 11.938 11.938 11.938 11.938 11.938 11.938 11.938 11.938 11.185 10.231 9.529 8.882 8.232 7.549 6.812 5.985 5.013 3.749 1.602 0.000 0.000 0.000 0.000
   74 11.937 11.937 11.937 11.937 11.937 11.937 11.937 11.937 11.937 11.937 11.256 10.264 9.554 8.899 8.237 7.551 6.801 5.953 4.947 3.630 1.254 0.000 0.000 0.000 0.000
   75 11.935 11.935 11.935 11.935 11.935 11.935 11.935 11.935 11.935 11.935 11.381 10.318 9.594 8.927 8.257 7.549 6.775 5.902 4.843 3.430 0.000 0.000 0.000 0.000 0.000
   76 11.933 11.933 11.933 11.933 11.933 11.933 11.933 11.933 11.933 11.933 11.612 10.392 9.651 8.968 8.277 7.550 6.753 5.830 4.699 3.133 0.000 0.000 0.000 0.000 0.000
   77 11.930 11.930 11.930 11.930 11.930 11.930 11.930 11.930 11.930 11.930 11.930 10.486 9.717 9.021 8.316 7.564 6.727 5.746 4.512 2.703 0.000 0.000 0.000 0.000 0.000
