Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 8.082 8.082 8.001 7.768 7.585 7.399 7.200 6.987 6.755 6.502 6.227 5.923 5.593 5.226 4.815 4.351 3.812 3.170 2.341 0.925 0.000 0.000 0.000 0.000 0.000
    1 8.088 8.088 7.995 7.773 7.592 7.407 7.210 6.998 6.767 6.515 6.242 5.941 5.608 5.243 4.832 4.372 3.832 3.197 2.376 1.009 0.000 0.000 0.000 0.000 0.000
    2 8.093 8.093 7.990 7.776 7.596 7.414 7.217 7.006 6.777 6.528 6.255 5.955 5.627 5.263 4.860 4.403 3.877 3.252 2.462 1.203 0.000 0.000 0.000 0.000 0.000
    3 8.097 8.097 7.985 7.777 7.601 7.419 7.225 7.014 6.784 6.538 6.268 5.971 5.648 5.291 4.894 4.446 3.937 3.331 2.582 1.464 0.000 0.000 0.000 0.000 0.000
    4 8.102 8.102 7.979 7.778 7.602 7.421 7.227 7.018 6.793 6.547 6.280 5.988 5.672 5.319 4.931 4.498 4.006 3.432 2.724 1.735 0.000 0.000 0.000 0.000 0.000
    5 8.106 8.106 7.974 7.778 7.603 7.421 7.229 7.022 6.797 6.552 6.290 6.004 5.691 5.351 4.972 4.555 4.079 3.534 2.876 1.995 0.000 0.000 0.000 0.000 0.000
    6 8.109 8.109 7.968 7.776 7.602 7.421 7.229 7.023 6.801 6.561 6.300 6.019 5.711 5.376 5.012 4.607 4.152 3.631 3.015 2.222 0.882 0.000 0.000 0.000 0.000
    7 8.112 8.112 7.964 7.774 7.601 7.421 7.229 7.024 6.802 6.564 6.309 6.033 5.730 5.408 5.050 4.658 4.219 3.724 3.138 2.413 1.337 0.000 0.000 0.000 0.000
    8 8.114 8.114 7.960 7.772 7.598 7.418 7.227 7.023 6.803 6.568 6.314 6.044 5.748 5.430 5.080 4.701 4.276 3.802 3.246 2.566 1.625 0.000 0.000 0.000 0.000
    9 8.115 8.115 7.956 7.769 7.596 7.416 7.224 7.022 6.805 6.571 6.320 6.051 5.760 5.444 5.103 4.733 4.318 3.854 3.321 2.677 1.817 0.000 0.000 0.000 0.000
