Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 8.837 8.837 8.837 8.837 8.440 8.181 7.938 7.690 7.429 7.150 6.851 6.522 6.164 5.767 5.330 4.828 4.259 3.571 2.696 1.290 0.000 0.000 0.000 0.000 0.000
    1 8.839 8.839 8.839 8.839 8.439 8.184 7.944 7.697 7.438 7.161 6.862 6.535 6.177 5.783 5.345 4.847 4.275 3.593 2.723 1.345 0.000 0.000 0.000 0.000 0.000
    2 8.842 8.842 8.842 8.842 8.435 8.185 7.945 7.702 7.443 7.167 6.870 6.545 6.193 5.801 5.366 4.878 4.312 3.641 2.797 1.515 0.000 0.000 0.000 0.000 0.000
    3 8.845 8.845 8.845 8.845 8.428 8.181 7.945 7.701 7.447 7.172 6.879 6.557 6.207 5.820 5.394 4.915 4.366 3.720 2.918 1.753 0.000 0.000 0.000 0.000 0.000
    4 8.847 8.847 8.847 8.832 8.419 8.177 7.941 7.700 7.446 7.174 6.881 6.565 6.220 5.845 5.425 4.961 4.428 3.815 3.055 2.018 0.000 0.000 0.000 0.000 0.000
    5 8.849 8.849 8.849 8.756 8.410 8.169 7.936 7.696 7.443 7.173 6.884 6.573 6.236 5.866 5.460 5.006 4.500 3.908 3.205 2.272 0.125 0.000 0.000 0.000 0.000
    6 8.851 8.851 8.851 8.721 8.400 8.162 7.929 7.691 7.440 7.172 6.889 6.581 6.250 5.886 5.492 5.056 4.567 4.008 3.346 2.502 1.133 0.000 0.000 0.000 0.000
    7 8.853 8.853 8.853 8.696 8.391 8.153 7.923 7.685 7.436 7.173 6.890 6.589 6.263 5.907 5.525 5.102 4.633 4.095 3.471 2.695 1.564 0.000 0.000 0.000 0.000
    8 8.854 8.854 8.854 8.681 8.382 8.147 7.916 7.681 7.433 7.171 6.892 6.595 6.275 5.926 5.550 5.140 4.684 4.171 3.573 2.850 1.854 0.000 0.000 0.000 0.000
    9 8.854 8.854 8.854 8.671 8.375 8.141 7.911 7.677 7.429 7.169 6.894 6.599 6.284 5.941 5.574 5.169 4.724 4.225 3.650 2.962 2.043 0.000 0.000 0.000 0.000
