Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 8.537 8.537 8.537 8.329 8.072 7.853 7.632 7.400 7.150 6.884 6.595 6.277 5.930 5.544 5.118 4.632 4.073 3.406 2.550 1.151 0.000 0.000 0.000 0.000 0.000
    1 8.541 8.541 8.541 8.326 8.075 7.859 7.639 7.408 7.160 6.896 6.607 6.291 5.944 5.563 5.134 4.652 4.096 3.432 2.581 1.210 0.000 0.000 0.000 0.000 0.000
    2 8.544 8.544 8.544 8.319 8.075 7.861 7.642 7.415 7.169 6.905 6.618 6.302 5.959 5.581 5.158 4.682 4.136 3.484 2.659 1.389 0.000 0.000 0.000 0.000 0.000
    3 8.548 8.548 8.548 8.313 8.075 7.862 7.645 7.418 7.175 6.911 6.625 6.317 5.979 5.604 5.187 4.723 4.190 3.563 2.780 1.634 0.000 0.000 0.000 0.000 0.000
    4 8.551 8.551 8.551 8.304 8.071 7.859 7.645 7.417 7.176 6.916 6.635 6.328 5.996 5.631 5.223 4.768 4.256 3.653 2.919 1.902 0.000 0.000 0.000 0.000 0.000
    5 8.554 8.554 8.554 8.295 8.067 7.856 7.642 7.417 7.177 6.918 6.641 6.339 6.014 5.655 5.258 4.820 4.327 3.757 3.068 2.160 0.000 0.000 0.000 0.000 0.000
    6 8.556 8.556 8.556 8.286 8.061 7.852 7.640 7.416 7.177 6.921 6.647 6.349 6.029 5.678 5.296 4.873 4.397 3.855 3.208 2.388 1.036 0.000 0.000 0.000 0.000
    7 8.558 8.558 8.558 8.278 8.056 7.847 7.636 7.413 7.177 6.923 6.653 6.360 6.045 5.705 5.331 4.921 4.462 3.945 3.337 2.581 1.475 0.000 0.000 0.000 0.000
    8 8.559 8.559 8.559 8.272 8.050 7.843 7.631 7.409 7.173 6.923 6.655 6.369 6.058 5.724 5.359 4.958 4.516 4.017 3.438 2.734 1.760 0.000 0.000 0.000 0.000
    9 8.560 8.560 8.560 8.266 8.046 7.838 7.626 7.406 7.173 6.923 6.659 6.373 6.068 5.741 5.382 4.991 4.556 4.074 3.518 2.847 1.957 0.000 0.000 0.000 0.000
   10 8.560 8.560 8.560 8.261 8.042 7.835 7.624 7.403 7.169 6.923 6.659 6.375 6.072 5.746 5.393 5.007 4.585 4.111 3.567 2.915 2.071 0.218 0.000 0.000 0.000
   11 8.559 8.559 8.559 8.260 8.039 7.832 7.620 7.400 7.167 6.919 6.658 6.375 6.074 5.747 5.397 5.015 4.597 4.123 3.586 2.942 2.115 0.523 0.000 0.000 0.000
   12 8.558 8.558 8.558 8.260 8.037 7.830 7.617 7.397 7.164 6.916 6.651 6.370 6.070 5.743 5.390 5.008 4.586 4.112 3.575 2.931 2.096 0.432 0.000 0.000 0.000
   13 8.556 8.556 8.556 8.262 8.038 7.829 7.616 7.394 7.159 6.912 6.645 6.362 6.059 5.729 5.377 4.985 4.560 4.082 3.534 2.874 2.005 0.000 0.000 0.000 0.000
   14 8.554 8.554 8.554 8.266 8.039 7.828 7.614 7.391 7.154 6.905 6.636 6.350 6.040 5.708 5.349 4.954 4.519 4.027 3.460 2.772 1.844 0.000 0.000 0.000 0.000
   15 8.550 8.550 8.550 8.273 8.042 7.830 7.613 7.389 7.151 6.898 6.627 6.335 6.022 5.682 5.314 4.907 4.458 3.949 3.355 2.623 1.585 0.000 0.000 0.000 0.000
   16 8.547 8.547 8.547 8.283 8.046 7.833 7.615 7.387 7.146 6.889 6.615 6.317 5.997 5.651 5.269 4.853 4.384 3.853 3.225 2.433 1.183 0.000 0.000 0.000 0.000
   17 8.543 8.543 8.543 8.294 8.052 7.834 7.615 7.386 7.142 6.881 6.602 6.301 5.973 5.614 5.223 4.787 4.302 3.742 3.065 2.185 0.333 0.000 0.000 0.000 0.000
   18 8.538 8.538 8.538 8.308 8.057 7.837 7.615 7.384 7.138 6.874 6.589 6.280 5.948 5.578 5.172 4.724 4.208 3.616 2.886 1.882 0.000 0.000 0.000 0.000 0.000
   19 8.534 8.534 8.534 8.323 8.062 7.840 7.616 7.382 7.132 6.866 6.575 6.264 5.919 5.541 5.124 4.657 4.121 3.486 2.695 1.518 0.000 0.000 0.000 0.000 0.000
   20 8.529 8.529 8.529 8.340 8.067 7.840 7.615 7.379 7.128 6.857 6.565 6.246 5.895 5.509 5.078 4.592 4.033 3.366 2.503 1.075 0.000 0.000 0.000 0.000 0.000
   21 8.525 8.525 8.525 8.357 8.070 7.840 7.612 7.375 7.120 6.847 6.549 6.227 5.872 5.478 5.037 4.536 3.960 3.261 2.337 0.469 0.000 0.000 0.000 0.000 0.000
   22 8.521 8.521 8.521 8.373 8.072 7.839 7.608 7.366 7.110 6.837 6.538 6.209 5.851 5.454 5.005 4.497 3.901 3.180 2.211 0.000 0.000 0.000 0.000 0.000 0.000
   23 8.517 8.517 8.517 8.388 8.071 7.833 7.601 7.358 7.101 6.824 6.522 6.193 5.830 5.430 4.981 4.470 3.871 3.143 2.155 0.000 0.000 0.000 0.000 0.000 0.000
   24 8.513 8.513 8.513 8.392 8.068 7.827 7.592 7.347 7.088 6.811 6.509 6.178 5.818 5.418 4.969 4.458 3.862 3.141 2.165 0.000 0.000 0.000 0.000 0.000 0.000
   25 8.510 8.510 8.510 8.397 8.062 7.819 7.581 7.336 7.075 6.798 6.497 6.168 5.808 5.411 4.967 4.463 3.880 3.174 2.239 0.000 0.000 0.000 0.000 0.000 0.000
   26 8.508 8.508 8.508 8.395 8.054 7.810 7.570 7.324 7.063 6.784 6.485 6.158 5.800 5.409 4.971 4.479 3.913 3.232 2.346 0.704 0.000 0.000 0.000 0.000 0.000
   27 8.506 8.506 8.506 8.386 8.046 7.799 7.560 7.311 7.052 6.774 6.476 6.152 5.799 5.413 4.987 4.508 3.958 3.306 2.477 1.122 0.000 0.000 0.000 0.000 0.000
   28 8.505 8.505 8.505 8.372 8.037 7.790 7.549 7.302 7.042 6.767 6.469 6.149 5.804 5.426 5.006 4.543 4.007 3.383 2.603 1.437 0.000 0.000 0.000 0.000 0.000
   29 8.505 8.505 8.505 8.357 8.030 7.782 7.542 7.295 7.037 6.761 6.468 6.153 5.810 5.438 5.029 4.578 4.059 3.460 2.726 1.681 0.000 0.000 0.000 0.000 0.000
   30 8.505 8.505 8.505 8.341 8.022 7.775 7.536 7.291 7.032 6.760 6.469 6.156 5.818 5.453 5.054 4.612 4.110 3.532 2.828 1.876 0.000 0.000 0.000 0.000 0.000
   31 8.506 8.506 8.506 8.332 8.017 7.772 7.533 7.289 7.034 6.762 6.473 6.165 5.832 5.473 5.079 4.643 4.154 3.595 2.921 2.025 0.000 0.000 0.000 0.000 0.000
   32 8.508 8.508 8.508 8.320 8.013 7.771 7.534 7.290 7.036 6.768 6.481 6.175 5.844 5.491 5.103 4.674 4.195 3.646 2.991 2.135 0.424 0.000 0.000 0.000 0.000
   33 8.511 8.511 8.511 8.310 8.012 7.771 7.537 7.296 7.041 6.775 6.492 6.186 5.861 5.507 5.122 4.699 4.224 3.685 3.046 2.218 0.742 0.000 0.000 0.000 0.000
   34 8.514 8.514 8.514 8.302 8.013 7.776 7.542 7.303 7.052 6.786 6.503 6.201 5.876 5.525 5.143 4.720 4.251 3.713 3.077 2.269 0.887 0.000 0.000 0.000 0.000
   35 8.518 8.518 8.518 8.297 8.017 7.782 7.551 7.313 7.064 6.797 6.516 6.215 5.892 5.541 5.159 4.739 4.270 3.732 3.104 2.292 0.939 0.000 0.000 0.000 0.000
   36 8.522 8.522 8.522 8.294 8.021 7.790 7.561 7.326 7.077 6.813 6.531 6.230 5.907 5.556 5.174 4.751 4.282 3.747 3.108 2.296 0.935 0.000 0.000 0.000 0.000
   37 8.527 8.527 8.527 8.292 8.027 7.800 7.573 7.338 7.092 6.829 6.548 6.247 5.921 5.573 5.185 4.765 4.290 3.748 3.105 2.285 0.864 0.000 0.000 0.000 0.000
   38 8.532 8.532 8.532 8.292 8.034 7.810 7.586 7.353 7.107 6.845 6.564 6.264 5.939 5.585 5.197 4.771 4.295 3.746 3.096 2.256 0.742 0.000 0.000 0.000 0.000
   39 8.536 8.536 8.536 8.292 8.043 7.821 7.601 7.368 7.123 6.863 6.584 6.280 5.955 5.598 5.210 4.781 4.299 3.739 3.077 2.209 0.541 0.000 0.000 0.000 0.000
   40 8.541 8.541 8.541 8.294 8.050 7.833 7.612 7.383 7.141 6.880 6.601 6.297 5.969 5.613 5.219 4.787 4.298 3.731 3.050 2.162 0.000 0.000 0.000 0.000 0.000
   41 8.546 8.546 8.546 8.295 8.058 7.844 7.626 7.400 7.156 6.897 6.616 6.314 5.986 5.627 5.231 4.792 4.297 3.719 3.027 2.110 0.000 0.000 0.000 0.000 0.000
   42 8.550 8.550 8.550 8.298 8.066 7.854 7.639 7.412 7.171 6.912 6.633 6.329 6.001 5.639 5.243 4.798 4.292 3.711 3.004 2.055 0.000 0.000 0.000 0.000 0.000
   43 8.554 8.554 8.554 8.300 8.071 7.863 7.650 7.425 7.186 6.927 6.648 6.347 6.014 5.649 5.250 4.802 4.293 3.704 2.985 2.001 0.000 0.000 0.000 0.000 0.000
   44 8.558 8.558 8.558 8.301 8.077 7.871 7.660 7.436 7.198 6.941 6.662 6.358 6.025 5.661 5.258 4.807 4.294 3.695 2.965 1.964 0.000 0.000 0.000 0.000 0.000
   45 8.560 8.560 8.560 8.303 8.082 7.878 7.666 7.446 7.206 6.949 6.670 6.368 6.036 5.671 5.265 4.814 4.299 3.696 2.958 1.941 0.000 0.000 0.000 0.000 0.000
   46 8.563 8.563 8.563 8.303 8.085 7.883 7.673 7.451 7.213 6.958 6.677 6.375 6.045 5.680 5.275 4.821 4.305 3.703 2.957 1.937 0.000 0.000 0.000 0.000 0.000
   47 8.564 8.564 8.564 8.303 8.087 7.884 7.677 7.455 7.217 6.962 6.683 6.381 6.048 5.687 5.281 4.827 4.311 3.708 2.967 1.950 0.000 0.000 0.000 0.000 0.000
   48 8.565 8.565 8.565 8.302 8.087 7.884 7.677 7.456 7.218 6.965 6.686 6.385 6.054 5.690 5.287 4.836 4.320 3.721 2.990 1.986 0.000 0.000 0.000 0.000 0.000
   49 8.565 8.565 8.565 8.300 8.085 7.883 7.675 7.453 7.217 6.963 6.686 6.385 6.054 5.692 5.293 4.848 4.335 3.743 3.021 2.044 0.000 0.000 0.000 0.000 0.000
   50 8.565 8.565 8.565 8.298 8.082 7.880 7.671 7.450 7.215 6.960 6.683 6.384 6.054 5.694 5.301 4.856 4.350 3.769 3.065 2.117 0.000 0.000 0.000 0.000 0.000
   51 8.563 8.563 8.563 8.295 8.078 7.875 7.665 7.445 7.207 6.954 6.677 6.377 6.054 5.695 5.302 4.863 4.371 3.800 3.108 2.200 0.000 0.000 0.000 0.000 0.000
   52 8.561 8.561 8.561 8.291 8.073 7.868 7.657 7.435 7.197 6.944 6.669 6.369 6.049 5.695 5.304 4.875 4.386 3.830 3.160 2.288 0.689 0.000 0.000 0.000 0.000
   53 8.559 8.559 8.559 8.287 8.065 7.859 7.648 7.425 7.187 6.934 6.659 6.364 6.044 5.690 5.308 4.885 4.406 3.861 3.210 2.382 0.992 0.000 0.000 0.000 0.000
   54 8.556 8.556 8.556 8.282 8.058 7.850 7.637 7.414 7.174 6.921 6.648 6.354 6.033 5.690 5.308 4.891 4.423 3.888 3.256 2.464 1.214 0.000 0.000 0.000 0.000
   55 8.552 8.552 8.552 8.278 8.049 7.839 7.625 7.400 7.162 6.909 6.636 6.344 6.029 5.683 5.307 4.893 4.438 3.914 3.301 2.533 1.389 0.000 0.000 0.000 0.000
   56 8.549 8.549 8.549 8.274 8.041 7.829 7.613 7.388 7.148 6.893 6.622 6.332 6.017 5.676 5.303 4.899 4.443 3.930 3.332 2.592 1.516 0.000 0.000 0.000 0.000
   57 8.545 8.545 8.545 8.271 8.034 7.818 7.600 7.374 7.135 6.880 6.609 6.316 6.006 5.666 5.298 4.894 4.445 3.943 3.353 2.629 1.603 0.000 0.000 0.000 0.000
   58 8.541 8.541 8.541 8.269 8.028 7.809 7.590 7.361 7.120 6.867 6.594 6.304 5.991 5.653 5.289 4.888 4.442 3.943 3.361 2.645 1.645 0.000 0.000 0.000 0.000
   59 8.536 8.536 8.536 8.269 8.023 7.801 7.579 7.351 7.108 6.853 6.580 6.288 5.975 5.637 5.273 4.875 4.430 3.927 3.348 2.640 1.641 0.000 0.000 0.000 0.000
   60 8.532 8.532 8.532 8.271 8.019 7.795 7.571 7.340 7.096 6.839 6.566 6.274 5.958 5.621 5.253 4.849 4.407 3.904 3.318 2.598 1.585 0.000 0.000 0.000 0.000
   61 8.528 8.528 8.528 8.277 8.017 7.789 7.564 7.330 7.086 6.827 6.550 6.258 5.940 5.597 5.226 4.822 4.370 3.860 3.270 2.534 1.462 0.000 0.000 0.000 0.000
   62 8.524 8.524 8.524 8.286 8.017 7.788 7.560 7.324 7.076 6.814 6.537 6.238 5.917 5.571 5.195 4.781 4.326 3.805 3.193 2.429 1.255 0.000 0.000 0.000 0.000
   63 8.521 8.521 8.521 8.297 8.021 7.788 7.558 7.320 7.070 6.806 6.523 6.222 5.899 5.545 5.160 4.740 4.268 3.733 3.094 2.282 0.904 0.000 0.000 0.000 0.000
   64 8.518 8.518 8.518 8.313 8.025 7.790 7.557 7.319 7.065 6.797 6.511 6.205 5.875 5.513 5.122 4.687 4.201 3.641 2.972 2.083 0.000 0.000 0.000 0.000 0.000
   65 8.515 8.515 8.515 8.333 8.034 7.795 7.561 7.319 7.062 6.792 6.501 6.190 5.852 5.482 5.080 4.632 4.123 3.538 2.819 1.830 0.000 0.000 0.000 0.000 0.000
   66 8.513 8.513 8.513 8.357 8.043 7.803 7.566 7.322 7.064 6.789 6.496 6.176 5.831 5.452 5.035 4.572 4.039 3.418 2.643 1.493 0.000 0.000 0.000 0.000 0.000
   67 8.511 8.511 8.511 8.384 8.053 7.810 7.572 7.327 7.068 6.789 6.491 6.167 5.814 5.426 4.997 4.511 3.952 3.292 2.440 1.017 0.000 0.000 0.000 0.000 0.000
   68 8.509 8.509 8.509 8.407 8.063 7.817 7.580 7.334 7.073 6.792 6.491 6.160 5.799 5.400 4.959 4.455 3.872 3.166 2.227 0.000 0.000 0.000 0.000 0.000 0.000
   69 8.509 8.509 8.509 8.440 8.072 7.825 7.587 7.339 7.078 6.797 6.492 6.158 5.791 5.383 4.928 4.408 3.798 3.049 2.019 0.000 0.000 0.000 0.000 0.000 0.000
   70 8.509 8.509 8.509 8.476 8.079 7.833 7.593 7.345 7.084 6.800 6.494 6.156 5.786 5.373 4.906 4.370 3.744 2.959 1.838 0.000 0.000 0.000 0.000 0.000 0.000
   71 8.509 8.509 8.509 8.509 8.081 7.837 7.599 7.351 7.087 6.804 6.496 6.158 5.786 5.367 4.897 4.355 3.715 2.912 1.741 0.000 0.000 0.000 0.000 0.000 0.000
   72 8.510 8.510 8.510 8.478 8.081 7.837 7.598 7.352 7.091 6.807 6.499 6.161 5.788 5.372 4.903 4.360 3.720 2.925 1.758 0.000 0.000 0.000 0.000 0.000 0.000
   73 8.511 8.511 8.511 8.442 8.078 7.834 7.597 7.351 7.091 6.808 6.503 6.165 5.794 5.384 4.920 4.390 3.764 2.986 1.892 0.000 0.000 0.000 0.000 0.000 0.000
   74 8.513 8.513 8.513 8.409 8.071 7.829 7.595 7.348 7.089 6.806 6.505 6.171 5.809 5.403 4.951 4.434 3.835 3.103 2.100 0.000 0.000 0.000 0.000 0.000 0.000
   75 8.515 8.515 8.515 8.377 8.062 7.823 7.588 7.344 7.086 6.807 6.506 6.181 5.824 5.429 4.992 4.500 3.927 3.242 2.345 0.663 0.000 0.000 0.000 0.000 0.000
   76 8.518 8.518 8.518 8.355 8.052 7.814 7.580 7.339 7.083 6.808 6.512 6.192 5.845 5.464 5.044 4.571 4.032 3.393 2.595 1.377 0.000 0.000 0.000 0.000 0.000
   77 8.521 8.521 8.521 8.329 8.041 7.805 7.574 7.334 7.080 6.809 6.519 6.206 5.871 5.501 5.096 4.648 4.139 3.547 2.828 1.839 0.000 0.000 0.000 0.000 0.000
   78 8.525 8.525 8.525 8.306 8.031 7.797 7.569 7.330 7.081 6.815 6.530 6.224 5.896 5.539 5.152 4.722 4.240 3.695 3.040 2.188 0.567 0.000 0.000 0.000 0.000
