Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 7.183 7.113 7.005 6.885 6.750 6.599 6.430 6.242 6.037 5.809 5.561 5.284 4.981 4.646 4.270 3.844 3.352 2.763 2.002 0.593 0.000 0.000 0.000 0.000 0.000
    1 7.192 7.122 7.015 6.897 6.764 6.613 6.445 6.258 6.053 5.827 5.578 5.304 5.001 4.669 4.292 3.869 3.380 2.799 2.046 0.722 0.000 0.000 0.000 0.000 0.000
    2 7.201 7.130 7.025 6.908 6.775 6.626 6.459 6.273 6.069 5.844 5.597 5.325 5.024 4.695 4.324 3.908 3.432 2.862 2.135 0.961 0.000 0.000 0.000 0.000 0.000
    3 7.209 7.138 7.035 6.918 6.785 6.636 6.470 6.286 6.085 5.861 5.617 5.349 5.051 4.727 4.365 3.958 3.496 2.943 2.258 1.233 0.000 0.000 0.000 0.000 0.000
    4 7.217 7.146 7.042 6.926 6.794 6.646 6.481 6.297 6.098 5.878 5.636 5.370 5.082 4.763 4.410 4.016 3.570 3.042 2.399 1.506 0.000 0.000 0.000 0.000 0.000
    5 7.224 7.152 7.049 6.933 6.801 6.653 6.488 6.307 6.108 5.891 5.655 5.395 5.112 4.801 4.460 4.078 3.646 3.150 2.553 1.756 0.000 0.000 0.000 0.000 0.000
    6 7.230 7.157 7.055 6.939 6.807 6.659 6.496 6.316 6.118 5.906 5.670 5.418 5.140 4.834 4.502 4.135 3.723 3.249 2.689 1.977 0.747 0.000 0.000 0.000 0.000
    7 7.235 7.161 7.059 6.942 6.811 6.663 6.501 6.323 6.128 5.916 5.686 5.436 5.163 4.869 4.545 4.191 3.793 3.343 2.814 2.158 1.179 0.000 0.000 0.000 0.000
    8 7.238 7.164 7.061 6.944 6.813 6.666 6.505 6.327 6.132 5.925 5.697 5.452 5.187 4.898 4.580 4.236 3.847 3.416 2.916 2.305 1.453 0.000 0.000 0.000 0.000
    9 7.240 7.164 7.061 6.945 6.814 6.666 6.505 6.330 6.137 5.930 5.706 5.461 5.200 4.917 4.605 4.270 3.891 3.474 2.990 2.410 1.630 0.000 0.000 0.000 0.000
   10 7.240 7.164 7.061 6.943 6.812 6.665 6.504 6.328 6.139 5.932 5.708 5.468 5.207 4.926 4.623 4.287 3.919 3.509 3.033 2.469 1.735 0.000 0.000 0.000 0.000
   11 7.238 7.162 7.058 6.941 6.809 6.662 6.502 6.327 6.136 5.930 5.706 5.466 5.210 4.929 4.626 4.294 3.929 3.519 3.050 2.499 1.773 0.281 0.000 0.000 0.000
   12 7.235 7.158 7.054 6.937 6.804 6.657 6.496 6.320 6.129 5.922 5.700 5.460 5.199 4.921 4.618 4.283 3.917 3.508 3.039 2.479 1.749 0.000 0.000 0.000 0.000
   13 7.230 7.153 7.049 6.931 6.798 6.651 6.487 6.312 6.121 5.914 5.690 5.448 5.184 4.901 4.597 4.259 3.887 3.470 2.994 2.418 1.659 0.000 0.000 0.000 0.000
   14 7.223 7.147 7.042 6.923 6.789 6.642 6.479 6.301 6.109 5.898 5.670 5.427 5.161 4.875 4.560 4.219 3.837 3.412 2.917 2.317 1.490 0.000 0.000 0.000 0.000
   15 7.215 7.140 7.033 6.915 6.780 6.632 6.467 6.288 6.092 5.881 5.652 5.402 5.132 4.837 4.519 4.165 3.774 3.328 2.810 2.170 1.224 0.000 0.000 0.000 0.000
   16 7.206 7.132 7.024 6.905 6.771 6.620 6.456 6.273 6.076 5.859 5.627 5.373 5.095 4.798 4.466 4.099 3.694 3.227 2.674 1.970 0.787 0.000 0.000 0.000 0.000
   17 7.196 7.123 7.014 6.894 6.759 6.608 6.441 6.257 6.057 5.838 5.598 5.339 5.056 4.745 4.407 4.025 3.600 3.108 2.510 1.717 0.000 0.000 0.000 0.000 0.000
   18 7.185 7.113 7.003 6.882 6.747 6.595 6.426 6.240 6.038 5.814 5.572 5.307 5.016 4.695 4.345 3.947 3.498 2.974 2.327 1.398 0.000 0.000 0.000 0.000 0.000
   19 7.174 7.103 6.991 6.870 6.734 6.581 6.411 6.224 6.017 5.791 5.543 5.273 4.975 4.646 4.278 3.868 3.396 2.836 2.124 0.982 0.000 0.000 0.000 0.000 0.000
   20 7.162 7.094 6.980 6.857 6.720 6.566 6.394 6.205 5.998 5.768 5.516 5.239 4.934 4.596 4.220 3.788 3.295 2.700 1.920 0.242 0.000 0.000 0.000 0.000 0.000
   21 7.151 7.085 6.968 6.844 6.706 6.551 6.378 6.187 5.977 5.744 5.489 5.208 4.895 4.552 4.164 3.722 3.209 2.582 1.734 0.000 0.000 0.000 0.000 0.000 0.000
   22 7.140 7.076 6.956 6.831 6.691 6.535 6.362 6.170 5.958 5.725 5.464 5.181 4.865 4.514 4.117 3.669 3.143 2.491 1.582 0.000 0.000 0.000 0.000 0.000 0.000
   23 7.130 7.068 6.944 6.818 6.678 6.520 6.345 6.152 5.938 5.701 5.444 5.156 4.838 4.485 4.091 3.630 3.097 2.437 1.494 0.000 0.000 0.000 0.000 0.000 0.000
   24 7.121 7.060 6.934 6.806 6.663 6.504 6.328 6.135 5.921 5.684 5.426 5.138 4.820 4.466 4.072 3.618 3.085 2.425 1.482 0.000 0.000 0.000 0.000 0.000 0.000
   25 7.113 7.054 6.924 6.794 6.651 6.491 6.314 6.119 5.903 5.668 5.410 5.124 4.808 4.460 4.066 3.618 3.092 2.450 1.545 0.000 0.000 0.000 0.000 0.000 0.000
   26 7.107 7.048 6.915 6.784 6.639 6.478 6.301 6.105 5.893 5.656 5.399 5.118 4.805 4.460 4.072 3.636 3.124 2.503 1.651 0.000 0.000 0.000 0.000 0.000 0.000
   27 7.103 7.044 6.908 6.776 6.630 6.468 6.291 6.096 5.883 5.648 5.395 5.116 4.806 4.468 4.092 3.663 3.170 2.575 1.776 0.000 0.000 0.000 0.000 0.000 0.000
   28 7.100 7.041 6.904 6.770 6.623 6.461 6.284 6.089 5.877 5.646 5.393 5.116 4.816 4.484 4.113 3.696 3.224 2.650 1.912 0.510 0.000 0.000 0.000 0.000 0.000
   29 7.100 7.038 6.901 6.766 6.619 6.458 6.280 6.086 5.877 5.648 5.396 5.123 4.830 4.504 4.142 3.738 3.276 2.730 2.037 0.915 0.000 0.000 0.000 0.000 0.000
   30 7.101 7.038 6.901 6.766 6.618 6.458 6.282 6.088 5.879 5.652 5.403 5.136 4.845 4.526 4.174 3.779 3.330 2.806 2.151 1.170 0.000 0.000 0.000 0.000 0.000
   31 7.104 7.039 6.903 6.769 6.621 6.460 6.286 6.094 5.885 5.661 5.415 5.152 4.864 4.550 4.204 3.818 3.380 2.870 2.249 1.356 0.000 0.000 0.000 0.000 0.000
   32 7.109 7.042 6.908 6.774 6.627 6.467 6.292 6.102 5.895 5.673 5.431 5.166 4.882 4.572 4.234 3.851 3.423 2.931 2.329 1.493 0.000 0.000 0.000 0.000 0.000
   33 7.116 7.047 6.916 6.783 6.637 6.477 6.304 6.114 5.908 5.687 5.447 5.187 4.904 4.596 4.257 3.884 3.466 2.977 2.387 1.591 0.000 0.000 0.000 0.000 0.000
   34 7.125 7.054 6.925 6.793 6.649 6.491 6.318 6.130 5.924 5.704 5.466 5.207 4.927 4.622 4.283 3.914 3.495 3.017 2.435 1.666 0.000 0.000 0.000 0.000 0.000
   35 7.134 7.062 6.937 6.807 6.664 6.506 6.336 6.148 5.944 5.724 5.486 5.227 4.946 4.644 4.309 3.939 3.520 3.046 2.468 1.711 0.000 0.000 0.000 0.000 0.000
   36 7.145 7.072 6.950 6.822 6.680 6.525 6.354 6.166 5.964 5.746 5.508 5.249 4.968 4.663 4.331 3.958 3.543 3.065 2.494 1.734 0.000 0.000 0.000 0.000 0.000
   37 7.157 7.083 6.965 6.838 6.698 6.543 6.374 6.188 5.986 5.768 5.530 5.271 4.991 4.685 4.350 3.977 3.559 3.081 2.502 1.742 0.000 0.000 0.000 0.000 0.000
   38 7.169 7.095 6.980 6.855 6.718 6.564 6.395 6.211 6.009 5.790 5.552 5.294 5.013 4.706 4.367 3.994 3.573 3.091 2.505 1.737 0.000 0.000 0.000 0.000 0.000
   39 7.181 7.108 6.995 6.873 6.736 6.584 6.417 6.233 6.032 5.812 5.574 5.315 5.032 4.724 4.386 4.007 3.581 3.096 2.502 1.718 0.000 0.000 0.000 0.000 0.000
   40 7.194 7.120 7.011 6.891 6.756 6.605 6.438 6.254 6.053 5.836 5.596 5.338 5.052 4.744 4.403 4.021 3.593 3.097 2.499 1.695 0.000 0.000 0.000 0.000 0.000
   41 7.205 7.132 7.026 6.908 6.774 6.625 6.460 6.277 6.077 5.857 5.618 5.358 5.075 4.759 4.417 4.032 3.600 3.097 2.488 1.667 0.000 0.000 0.000 0.000 0.000
   42 7.217 7.144 7.041 6.923 6.792 6.643 6.478 6.297 6.097 5.878 5.638 5.377 5.092 4.776 4.431 4.043 3.607 3.098 2.481 1.644 0.000 0.000 0.000 0.000 0.000
   43 7.227 7.155 7.053 6.938 6.807 6.660 6.495 6.314 6.116 5.898 5.658 5.397 5.109 4.796 4.446 4.054 3.616 3.099 2.478 1.622 0.000 0.000 0.000 0.000 0.000
   44 7.236 7.164 7.065 6.951 6.821 6.674 6.512 6.329 6.131 5.913 5.673 5.412 5.124 4.808 4.458 4.067 3.621 3.104 2.472 1.608 0.000 0.000 0.000 0.000 0.000
   45 7.243 7.172 7.074 6.961 6.832 6.686 6.524 6.343 6.145 5.927 5.689 5.426 5.137 4.819 4.469 4.074 3.628 3.108 2.476 1.603 0.000 0.000 0.000 0.000 0.000
   46 7.249 7.179 7.081 6.968 6.840 6.695 6.533 6.354 6.155 5.938 5.698 5.435 5.149 4.833 4.481 4.086 3.640 3.120 2.484 1.612 0.000 0.000 0.000 0.000 0.000
   47 7.253 7.183 7.086 6.974 6.846 6.701 6.539 6.360 6.162 5.946 5.708 5.445 5.157 4.841 4.488 4.093 3.651 3.130 2.498 1.634 0.000 0.000 0.000 0.000 0.000
   48 7.255 7.185 7.088 6.977 6.848 6.704 6.543 6.364 6.166 5.948 5.710 5.451 5.163 4.847 4.497 4.105 3.660 3.150 2.518 1.665 0.000 0.000 0.000 0.000 0.000
   49 7.255 7.185 7.089 6.976 6.848 6.703 6.542 6.364 6.166 5.948 5.712 5.451 5.165 4.852 4.505 4.117 3.674 3.168 2.547 1.719 0.000 0.000 0.000 0.000 0.000
   50 7.253 7.183 7.086 6.973 6.845 6.701 6.538 6.359 6.163 5.946 5.708 5.449 5.166 4.855 4.511 4.126 3.694 3.191 2.586 1.778 0.000 0.000 0.000 0.000 0.000
   51 7.250 7.179 7.081 6.968 6.839 6.694 6.532 6.353 6.157 5.940 5.704 5.448 5.165 4.857 4.516 4.137 3.708 3.213 2.622 1.846 0.000 0.000 0.000 0.000 0.000
