Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 9.278 9.278 9.278 9.278 9.239 8.733 8.436 8.153 7.868 7.571 7.251 6.906 6.529 6.116 5.655 5.135 4.538 3.822 2.909 1.483 0.000 0.000 0.000 0.000 0.000
    1 9.279 9.279 9.279 9.279 9.180 8.729 8.436 8.159 7.876 7.577 7.259 6.916 6.541 6.131 5.670 5.150 4.553 3.840 2.936 1.521 0.000 0.000 0.000 0.000 0.000
    2 9.281 9.281 9.281 9.281 9.137 8.723 8.434 8.158 7.877 7.579 7.263 6.923 6.553 6.142 5.690 5.176 4.587 3.891 3.006 1.684 0.000 0.000 0.000 0.000 0.000
    3 9.282 9.282 9.282 9.282 9.103 8.712 8.427 8.154 7.874 7.582 7.269 6.931 6.561 6.158 5.712 5.211 4.638 3.964 3.124 1.919 0.000 0.000 0.000 0.000 0.000
    4 9.284 9.284 9.284 9.284 9.071 8.699 8.419 8.146 7.869 7.577 7.267 6.934 6.574 6.177 5.739 5.254 4.698 4.052 3.262 2.181 0.000 0.000 0.000 0.000 0.000
    5 9.285 9.285 9.285 9.285 9.039 8.685 8.407 8.138 7.863 7.573 7.267 6.936 6.583 6.195 5.769 5.296 4.763 4.146 3.409 2.436 0.445 0.000 0.000 0.000 0.000
    6 9.286 9.286 9.286 9.286 9.011 8.671 8.395 8.129 7.854 7.568 7.264 6.940 6.593 6.212 5.798 5.337 4.828 4.240 3.547 2.667 1.265 0.000 0.000 0.000 0.000
    7 9.287 9.287 9.287 9.287 8.986 8.657 8.385 8.118 7.847 7.562 7.263 6.943 6.600 6.230 5.825 5.384 4.891 4.328 3.674 2.862 1.693 0.000 0.000 0.000 0.000
    8 9.288 9.288 9.288 9.288 8.967 8.645 8.373 8.109 7.839 7.559 7.261 6.944 6.606 6.244 5.848 5.418 4.940 4.401 3.777 3.022 1.984 0.000 0.000 0.000 0.000
    9 9.288 9.288 9.288 9.288 8.952 8.635 8.365 8.103 7.833 7.554 7.258 6.948 6.613 6.253 5.869 5.442 4.977 4.456 3.855 3.135 2.182 0.000 0.000 0.000 0.000
   10 9.288 9.288 9.288 9.288 8.943 8.628 8.359 8.095 7.828 7.549 7.256 6.948 6.615 6.261 5.876 5.463 5.004 4.491 3.905 3.209 2.298 0.523 0.000 0.000 0.000
   11 9.288 9.288 9.288 9.288 8.940 8.625 8.356 8.093 7.826 7.547 7.253 6.945 6.615 6.261 5.882 5.468 5.013 4.507 3.925 3.237 2.351 0.737 0.000 0.000 0.000
   12 9.287 9.287 9.287 9.287 8.944 8.624 8.354 8.091 7.824 7.545 7.252 6.941 6.611 6.257 5.875 5.461 5.006 4.496 3.914 3.222 2.332 0.682 0.000 0.000 0.000
