Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 5.776 5.749 5.695 5.621 5.533 5.430 5.315 5.186 5.045 4.893 4.729 4.554 4.368 4.176 3.981 3.765 3.517 3.235 2.906 2.522 2.037 1.368 0.000 0.000 0.000
    1 5.800 5.773 5.719 5.647 5.559 5.456 5.341 5.215 5.074 4.924 4.760 4.585 4.401 4.212 4.020 3.804 3.563 3.285 2.963 2.588 2.115 1.481 0.000 0.000 0.000
    2 5.824 5.797 5.743 5.671 5.584 5.481 5.367 5.239 5.100 4.950 4.786 4.616 4.429 4.240 4.051 3.838 3.593 3.319 3.001 2.621 2.162 1.541 0.233 0.000 0.000
    3 5.846 5.820 5.767 5.695 5.607 5.506 5.390 5.264 5.125 4.972 4.812 4.636 4.454 4.268 4.076 3.856 3.615 3.341 3.015 2.639 2.176 1.551 0.233 0.000 0.000
    4 5.867 5.841 5.788 5.717 5.630 5.528 5.413 5.287 5.146 4.993 4.829 4.655 4.471 4.284 4.089 3.873 3.625 3.347 3.018 2.638 2.162 1.510 0.000 0.000 0.000
    5 5.886 5.861 5.808 5.736 5.649 5.548 5.432 5.305 5.164 5.010 4.848 4.671 4.485 4.296 4.098 3.875 3.624 3.339 3.006 2.606 2.113 1.426 0.000 0.000 0.000
    6 5.902 5.877 5.824 5.753 5.666 5.564 5.449 5.319 5.179 5.025 4.856 4.679 4.491 4.299 4.101 3.875 3.614 3.321 2.973 2.566 2.043 1.329 0.000 0.000 0.000
    7 5.915 5.889 5.837 5.766 5.680 5.577 5.461 5.331 5.187 5.033 4.865 4.686 4.495 4.303 4.096 3.861 3.600 3.293 2.938 2.502 1.945 1.142 0.000 0.000 0.000
    8 5.923 5.898 5.846 5.776 5.689 5.586 5.469 5.337 5.195 5.037 4.869 4.685 4.492 4.297 4.090 3.852 3.578 3.264 2.890 2.434 1.843 0.897 0.000 0.000 0.000
    9 5.928 5.903 5.851 5.781 5.693 5.590 5.474 5.342 5.196 5.039 4.866 4.683 4.486 4.292 4.076 3.835 3.554 3.233 2.843 2.367 1.730 0.574 0.000 0.000 0.000
   10 5.928 5.903 5.852 5.781 5.693 5.591 5.474 5.342 5.196 5.035 4.862 4.677 4.480 4.281 4.065 3.817 3.533 3.197 2.804 2.308 1.633 0.000 0.000 0.000 0.000
   11 5.924 5.899 5.848 5.777 5.690 5.586 5.468 5.336 5.189 5.029 4.855 4.669 4.470 4.268 4.052 3.801 3.513 3.175 2.774 2.266 1.562 0.000 0.000 0.000 0.000
   12 5.915 5.890 5.839 5.768 5.680 5.577 5.459 5.326 5.180 5.018 4.844 4.656 4.457 4.257 4.039 3.788 3.497 3.158 2.753 2.237 1.524 0.000 0.000 0.000 0.000
   13 5.902 5.877 5.825 5.754 5.665 5.563 5.444 5.312 5.164 5.003 4.830 4.642 4.443 4.244 4.025 3.774 3.486 3.151 2.742 2.238 1.534 0.000 0.000 0.000 0.000
   14 5.884 5.859 5.807 5.736 5.647 5.544 5.426 5.293 5.147 4.987 4.813 4.625 4.431 4.229 4.013 3.769 3.481 3.149 2.752 2.260 1.577 0.000 0.000 0.000 0.000
   15 5.863 5.838 5.785 5.714 5.625 5.522 5.403 5.271 5.125 4.966 4.793 4.607 4.414 4.211 4.001 3.757 3.475 3.155 2.765 2.289 1.640 0.304 0.000 0.000 0.000
   16 5.839 5.813 5.760 5.688 5.600 5.496 5.378 5.246 5.100 4.942 4.772 4.586 4.392 4.195 3.985 3.744 3.472 3.158 2.780 2.320 1.713 0.647 0.000 0.000 0.000
   17 5.811 5.785 5.732 5.659 5.570 5.466 5.349 5.217 5.073 4.915 4.747 4.563 4.372 4.175 3.965 3.733 3.468 3.155 2.795 2.351 1.774 0.810 0.000 0.000 0.000
   18 5.782 5.756 5.702 5.629 5.540 5.435 5.318 5.187 5.043 4.885 4.717 4.538 4.347 4.152 3.948 3.716 3.455 3.156 2.800 2.368 1.820 0.946 0.000 0.000 0.000
   19 5.751 5.724 5.671 5.597 5.507 5.404 5.286 5.156 5.012 4.856 4.690 4.511 4.320 4.125 3.924 3.696 3.438 3.142 2.794 2.378 1.842 1.021 0.000 0.000 0.000
   20 5.720 5.693 5.638 5.564 5.474 5.371 5.252 5.122 4.979 4.823 4.655 4.478 4.290 4.093 3.891 3.669 3.411 3.119 2.778 2.366 1.839 1.041 0.000 0.000 0.000
   21 5.689 5.662 5.607 5.533 5.441 5.338 5.219 5.088 4.946 4.790 4.622 4.442 4.256 4.059 3.858 3.636 3.381 3.085 2.745 2.333 1.802 0.998 0.000 0.000 0.000
   22 5.660 5.632 5.576 5.501 5.411 5.306 5.188 5.056 4.912 4.755 4.587 4.408 4.217 4.020 3.818 3.593 3.335 3.042 2.698 2.282 1.738 0.886 0.000 0.000 0.000
   23 5.632 5.604 5.548 5.473 5.382 5.276 5.156 5.024 4.880 4.723 4.552 4.373 4.180 3.980 3.779 3.547 3.289 2.990 2.638 2.210 1.645 0.726 0.000 0.000 0.000
   24 5.608 5.580 5.523 5.448 5.356 5.249 5.129 4.996 4.850 4.691 4.518 4.335 4.141 3.938 3.731 3.496 3.235 2.925 2.562 2.114 1.510 0.268 0.000 0.000 0.000
   25 5.587 5.559 5.501 5.426 5.333 5.225 5.104 4.968 4.821 4.661 4.486 4.300 4.104 3.897 3.687 3.448 3.177 2.856 2.474 2.002 1.340 0.000 0.000 0.000 0.000
   26 5.570 5.542 5.485 5.408 5.315 5.207 5.085 4.947 4.798 4.635 4.459 4.268 4.067 3.859 3.640 3.396 3.111 2.779 2.382 1.874 1.157 0.000 0.000 0.000 0.000
   27 5.558 5.530 5.473 5.396 5.302 5.193 5.069 4.931 4.779 4.613 4.433 4.240 4.036 3.826 3.601 3.347 3.052 2.710 2.287 1.735 0.873 0.000 0.000 0.000 0.000
   28 5.551 5.523 5.466 5.390 5.295 5.185 5.061 4.922 4.769 4.600 4.415 4.220 4.011 3.798 3.568 3.305 3.000 2.636 2.190 1.589 0.446 0.000 0.000 0.000 0.000
   29 5.550 5.522 5.466 5.389 5.295 5.184 5.057 4.917 4.761 4.592 4.408 4.208 3.995 3.776 3.543 3.273 2.955 2.577 2.104 1.448 0.000 0.000 0.000 0.000 0.000
   30 5.554 5.526 5.470 5.393 5.298 5.188 5.061 4.920 4.763 4.592 4.406 4.204 3.988 3.767 3.528 3.249 2.927 2.535 2.039 1.343 0.000 0.000 0.000 0.000 0.000
   31 5.564 5.536 5.480 5.403 5.309 5.198 5.071 4.931 4.772 4.600 4.411 4.209 3.991 3.769 3.527 3.242 2.914 2.511 2.000 1.288 0.000 0.000 0.000 0.000 0.000
   32 5.578 5.551 5.495 5.418 5.324 5.214 5.087 4.944 4.788 4.614 4.425 4.221 4.005 3.781 3.539 3.254 2.922 2.516 1.994 1.249 0.000 0.000 0.000 0.000 0.000
   33 5.597 5.570 5.515 5.439 5.345 5.235 5.108 4.966 4.809 4.638 4.448 4.246 4.027 3.806 3.564 3.282 2.947 2.543 2.029 1.272 0.000 0.000 0.000 0.000 0.000
   34 5.621 5.594 5.539 5.463 5.370 5.261 5.135 4.994 4.838 4.666 4.479 4.277 4.061 3.845 3.600 3.321 2.993 2.594 2.094 1.373 0.000 0.000 0.000 0.000 0.000
   35 5.648 5.621 5.566 5.491 5.399 5.289 5.166 5.025 4.870 4.701 4.514 4.315 4.104 3.888 3.652 3.376 3.054 2.669 2.189 1.520 0.000 0.000 0.000 0.000 0.000
   36 5.677 5.651 5.596 5.521 5.430 5.322 5.198 5.060 4.906 4.737 4.557 4.359 4.151 3.938 3.707 3.441 3.129 2.759 2.301 1.685 0.573 0.000 0.000 0.000 0.000
   37 5.709 5.682 5.628 5.554 5.463 5.356 5.234 5.096 4.946 4.780 4.602 4.407 4.203 3.993 3.768 3.508 3.210 2.853 2.422 1.858 0.958 0.000 0.000 0.000 0.000
   38 5.742 5.715 5.662 5.588 5.498 5.391 5.270 5.135 4.986 4.823 4.648 4.458 4.259 4.051 3.833 3.582 3.294 2.955 2.543 2.027 1.271 0.000 0.000 0.000 0.000
   39 5.775 5.748 5.695 5.622 5.532 5.427 5.307 5.175 5.028 4.866 4.696 4.508 4.311 4.109 3.896 3.655 3.377 3.052 2.666 2.186 1.528 0.000 0.000 0.000 0.000
   40 5.807 5.781 5.727 5.655 5.566 5.462 5.343 5.211 5.069 4.909 4.739 4.557 4.366 4.166 3.959 3.724 3.456 3.146 2.779 2.335 1.745 0.759 0.000 0.000 0.000
   41 5.837 5.812 5.758 5.686 5.598 5.495 5.379 5.249 5.106 4.950 4.784 4.605 4.416 4.222 4.021 3.792 3.531 3.235 2.883 2.463 1.928 1.116 0.000 0.000 0.000
   42 5.866 5.840 5.787 5.715 5.629 5.526 5.412 5.283 5.142 4.988 4.824 4.649 4.461 4.272 4.073 3.851 3.600 3.311 2.978 2.578 2.077 1.376 0.000 0.000 0.000
