Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 5.721 5.697 5.647 5.579 5.495 5.396 5.281 5.156 5.015 4.864 4.702 4.535 4.363 4.169 3.944 3.687 3.389 3.039 2.612 2.064 1.249 0.000 0.000 0.000 0.000
    1 5.746 5.722 5.673 5.605 5.521 5.423 5.310 5.184 5.045 4.892 4.732 4.569 4.398 4.200 3.979 3.722 3.427 3.081 2.657 2.125 1.336 0.000 0.000 0.000 0.000
    2 5.771 5.747 5.698 5.630 5.547 5.448 5.336 5.211 5.073 4.924 4.766 4.601 4.430 4.238 4.019 3.765 3.477 3.138 2.730 2.210 1.480 0.000 0.000 0.000 0.000
    3 5.794 5.771 5.722 5.654 5.571 5.474 5.363 5.238 5.101 4.954 4.796 4.635 4.466 4.280 4.064 3.816 3.535 3.207 2.814 2.322 1.655 0.000 0.000 0.000 0.000
    4 5.816 5.792 5.743 5.676 5.594 5.497 5.388 5.264 5.128 4.983 4.828 4.669 4.505 4.321 4.111 3.870 3.596 3.282 2.907 2.451 1.844 0.818 0.000 0.000 0.000
    5 5.835 5.811 5.763 5.695 5.614 5.517 5.409 5.287 5.154 5.011 4.857 4.701 4.539 4.361 4.157 3.925 3.664 3.357 3.005 2.577 2.029 1.209 0.000 0.000 0.000
    6 5.851 5.827 5.779 5.713 5.630 5.535 5.427 5.308 5.175 5.036 4.886 4.730 4.573 4.398 4.200 3.977 3.723 3.434 3.093 2.693 2.196 1.504 0.000 0.000 0.000
    7 5.863 5.840 5.791 5.725 5.644 5.549 5.442 5.323 5.195 5.058 4.908 4.756 4.600 4.432 4.240 4.021 3.776 3.498 3.180 2.800 2.337 1.725 0.606 0.000 0.000
    8 5.872 5.848 5.800 5.734 5.653 5.559 5.453 5.337 5.208 5.070 4.926 4.777 4.623 4.458 4.268 4.059 3.824 3.553 3.243 2.887 2.453 1.895 1.024 0.000 0.000
    9 5.876 5.853 5.804 5.738 5.658 5.565 5.460 5.344 5.218 5.080 4.937 4.789 4.638 4.473 4.292 4.085 3.854 3.594 3.292 2.948 2.535 2.012 1.253 0.000 0.000
   10 5.877 5.853 5.805 5.739 5.658 5.565 5.460 5.345 5.219 5.085 4.942 4.794 4.645 4.483 4.302 4.099 3.871 3.618 3.323 2.983 2.583 2.082 1.375 0.000 0.000
   11 5.872 5.848 5.800 5.734 5.654 5.560 5.457 5.342 5.217 5.082 4.940 4.791 4.641 4.482 4.301 4.101 3.877 3.620 3.329 2.997 2.601 2.105 1.416 0.000 0.000
   12 5.863 5.839 5.791 5.725 5.644 5.552 5.446 5.331 5.206 5.071 4.929 4.780 4.633 4.471 4.288 4.087 3.863 3.606 3.315 2.979 2.579 2.078 1.380 0.000 0.000
   13 5.850 5.826 5.777 5.711 5.630 5.537 5.431 5.315 5.189 5.055 4.909 4.759 4.610 4.448 4.265 4.058 3.830 3.570 3.275 2.931 2.522 2.008 1.259 0.000 0.000
   14 5.832 5.808 5.759 5.693 5.612 5.517 5.412 5.294 5.166 5.030 4.883 4.733 4.582 4.414 4.230 4.021 3.786 3.519 3.216 2.861 2.431 1.877 1.025 0.000 0.000
   15 5.810 5.786 5.737 5.670 5.589 5.493 5.387 5.267 5.139 4.999 4.852 4.697 4.543 4.376 4.180 3.967 3.723 3.448 3.130 2.758 2.299 1.696 0.577 0.000 0.000
   16 5.785 5.761 5.712 5.645 5.563 5.466 5.358 5.237 5.106 4.963 4.813 4.659 4.500 4.325 4.126 3.907 3.652 3.367 3.031 2.635 2.133 1.437 0.000 0.000 0.000
   17 5.757 5.733 5.683 5.615 5.533 5.436 5.325 5.202 5.069 4.926 4.772 4.613 4.452 4.271 4.067 3.835 3.571 3.268 2.912 2.480 1.923 1.067 0.000 0.000 0.000
   18 5.727 5.703 5.653 5.584 5.500 5.403 5.291 5.167 5.031 4.885 4.727 4.566 4.397 4.211 4.001 3.756 3.481 3.164 2.778 2.314 1.677 0.404 0.000 0.000 0.000
   19 5.695 5.671 5.621 5.552 5.467 5.368 5.254 5.130 4.991 4.840 4.680 4.515 4.343 4.151 3.933 3.682 3.394 3.052 2.643 2.131 1.389 0.000 0.000 0.000 0.000
   20 5.662 5.638 5.588 5.519 5.433 5.333 5.218 5.090 4.949 4.797 4.635 4.465 4.291 4.094 3.866 3.606 3.301 2.948 2.510 1.942 1.051 0.000 0.000 0.000 0.000
