Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 11.376 4.518 0.000 0.000 0.000 0.000 0.000 0.000 0.000
    1 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 11.388 4.530 0.000 0.000 0.000 0.000 0.000 0.000 0.000
    2 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 11.236 4.204 0.000 0.000 0.000 0.000 0.000 0.000 0.000
    3 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 10.961 3.201 0.000 0.000 0.000 0.000 0.000 0.000 0.000
    4 13.071 13.071 13.071 13.071 13.071 13.071 13.071 13.071 13.071 13.071 13.071 13.071 13.071 13.071 13.071 13.071 10.621 3.465 0.000 0.000 0.000 0.000 0.000 0.000 0.000
    5 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 13.067 10.282 3.680 0.642 0.000 0.000 0.000 0.000 0.000 0.000
    6 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 9.983 3.868 1.113 0.000 0.000 0.000 0.000 0.000 0.000
    7 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 12.040 9.754 4.053 1.255 0.000 0.000 0.000 0.000 0.000 0.000
    8 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 11.604 9.596 5.612 1.191 0.000 0.000 0.000 0.000 0.000 0.000
    9 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 11.341 9.496 7.453 0.834 0.000 0.000 0.000 0.000 0.000 0.000
   10 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 13.058 11.189 9.437 7.563 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   11 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 11.124 9.412 7.606 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   12 13.062 13.062 13.062 13.062 13.062 13.062 13.062 13.062 13.062 13.062 13.062 13.062 13.062 13.062 13.062 11.135 9.416 7.607 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   13 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 11.225 9.450 7.555 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   14 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 11.409 9.518 7.439 0.971 0.000 0.000 0.000 0.000 0.000 0.000
   15 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 11.722 9.631 5.639 1.305 0.000 0.000 0.000 0.000 0.000 0.000
   16 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 12.253 9.808 4.159 1.369 0.000 0.000 0.000 0.000 0.000 0.000
   17 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 10.063 3.975 1.239 0.000 0.000 0.000 0.000 0.000 0.000
