Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 12.163 12.163 12.163 12.163 12.163 12.163 12.163 12.163 12.163 12.163 12.163 10.909 10.067 9.350 8.650 7.923 7.133 6.227 5.119 3.558 0.000 0.000 0.000 0.000 0.000
    1 12.159 12.159 12.159 12.159 12.159 12.159 12.159 12.159 12.159 12.159 12.159 10.868 10.042 9.336 8.642 7.922 7.138 6.239 5.146 3.613 0.000 0.000 0.000 0.000 0.000
    2 12.155 12.155 12.155 12.155 12.155 12.155 12.155 12.155 12.155 12.155 12.155 10.860 10.040 9.336 8.642 7.922 7.138 6.236 5.135 3.590 0.000 0.000 0.000 0.000 0.000
    3 12.151 12.151 12.151 12.151 12.151 12.151 12.151 12.151 12.151 12.151 12.151 10.877 10.055 9.345 8.655 7.925 7.131 6.218 5.091 3.481 0.000 0.000 0.000 0.000 0.000
    4 12.148 12.148 12.148 12.148 12.148 12.148 12.148 12.148 12.148 12.148 12.148 10.923 10.088 9.373 8.670 7.934 7.124 6.182 5.005 3.284 0.000 0.000 0.000 0.000 0.000
    5 12.145 12.145 12.145 12.145 12.145 12.145 12.145 12.145 12.145 12.145 12.145 10.999 10.137 9.414 8.700 7.945 7.114 6.137 4.885 2.970 0.000 0.000 0.000 0.000 0.000
    6 12.143 12.143 12.143 12.143 12.143 12.143 12.143 12.143 12.143 12.143 12.143 11.096 10.202 9.463 8.737 7.970 7.106 6.082 4.735 2.498 0.000 0.000 0.000 0.000 0.000
    7 12.141 12.141 12.141 12.141 12.141 12.141 12.141 12.141 12.141 12.141 12.141 11.213 10.275 9.522 8.782 7.999 7.108 6.027 4.546 1.742 0.000 0.000 0.000 0.000 0.000
    8 12.140 12.140 12.140 12.140 12.140 12.140 12.140 12.140 12.140 12.140 12.140 11.346 10.352 9.586 8.837 8.035 7.117 5.976 4.336 0.000 0.000 0.000 0.000 0.000 0.000
    9 12.139 12.139 12.139 12.139 12.139 12.139 12.139 12.139 12.139 12.139 12.139 11.484 10.422 9.642 8.884 8.073 7.132 5.940 4.117 0.000 0.000 0.000 0.000 0.000 0.000
   10 12.139 12.139 12.139 12.139 12.139 12.139 12.139 12.139 12.139 12.139 12.139 11.614 10.481 9.688 8.924 8.107 7.152 5.917 3.923 0.000 0.000 0.000 0.000 0.000 0.000
   11 12.140 12.140 12.140 12.140 12.140 12.140 12.140 12.140 12.140 12.140 12.140 11.712 10.514 9.716 8.949 8.122 7.160 5.908 3.799 0.000 0.000 0.000 0.000 0.000 0.000
   12 12.142 12.142 12.142 12.142 12.142 12.142 12.142 12.142 12.142 12.142 12.142 11.744 10.522 9.721 8.951 8.124 7.156 5.903 3.791 0.000 0.000 0.000 0.000 0.000 0.000
   13 12.144 12.144 12.144 12.144 12.144 12.144 12.144 12.144 12.144 12.144 12.144 11.695 10.504 9.703 8.931 8.107 7.145 5.903 3.890 0.000 0.000 0.000 0.000 0.000 0.000
   14 12.147 12.147 12.147 12.147 12.147 12.147 12.147 12.147 12.147 12.147 12.147 11.593 10.458 9.662 8.898 8.075 7.123 5.917 4.075 0.000 0.000 0.000 0.000 0.000 0.000
   15 12.150 12.150 12.150 12.150 12.150 12.150 12.150 12.150 12.150 12.150 12.150 11.468 10.400 9.610 8.846 8.038 7.107 5.947 4.288 0.000 0.000 0.000 0.000 0.000 0.000
   16 12.154 12.154 12.154 12.154 12.154 12.154 12.154 12.154 12.154 12.154 12.154 11.342 10.331 9.554 8.799 7.997 7.096 5.997 4.494 1.592 0.000 0.000 0.000 0.000 0.000
   17 12.159 12.159 12.159 12.159 12.159 12.159 12.159 12.159 12.159 12.159 12.159 11.230 10.263 9.497 8.753 7.967 7.093 6.051 4.677 2.396 0.000 0.000 0.000 0.000 0.000
   18 12.164 12.164 12.164 12.164 12.164 12.164 12.164 12.164 12.164 12.164 12.164 11.133 10.202 9.447 8.715 7.948 7.097 6.102 4.834 2.884 0.000 0.000 0.000 0.000 0.000
   19 12.169 12.169 12.169 12.169 12.169 12.169 12.169 12.169 12.169 12.169 12.169 11.062 10.155 9.408 8.688 7.930 7.106 6.151 4.955 3.209 0.000 0.000 0.000 0.000 0.000
   20 12.174 12.174 12.174 12.174 12.174 12.174 12.174 12.174 12.174 12.174 12.174 11.017 10.126 9.387 8.670 7.925 7.114 6.187 5.041 3.415 0.000 0.000 0.000 0.000 0.000
