Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 11.995 11.995 11.995 11.995 11.995 11.995 11.995 11.995 11.995 11.995 11.403 10.389 9.685 9.032 8.379 7.693 6.943 6.084 5.051 3.650 0.406 0.000 0.000 0.000 0.000
    1 11.991 11.991 11.991 11.991 11.991 11.991 11.991 11.991 11.991 11.991 11.331 10.361 9.667 9.022 8.375 7.692 6.949 6.100 5.079 3.706 0.835 0.000 0.000 0.000 0.000
    2 11.987 11.987 11.987 11.987 11.987 11.987 11.987 11.987 11.987 11.987 11.309 10.357 9.665 9.023 8.376 7.696 6.950 6.098 5.068 3.688 0.722 0.000 0.000 0.000 0.000
    3 11.983 11.983 11.983 11.983 11.983 11.983 11.983 11.983 11.983 11.983 11.334 10.369 9.677 9.032 8.382 7.696 6.943 6.080 5.032 3.603 0.000 0.000 0.000 0.000 0.000
    4 11.980 11.980 11.980 11.980 11.980 11.980 11.980 11.980 11.980 11.980 11.404 10.401 9.704 9.054 8.398 7.700 6.933 6.045 4.955 3.434 0.000 0.000 0.000 0.000 0.000
    5 11.977 11.977 11.977 11.977 11.977 11.977 11.977 11.977 11.977 11.977 11.529 10.454 9.742 9.086 8.418 7.707 6.920 6.000 4.850 3.180 0.000 0.000 0.000 0.000 0.000
    6 11.975 11.975 11.975 11.975 11.975 11.975 11.975 11.975 11.975 11.975 11.775 10.519 9.795 9.128 8.449 7.726 6.908 5.945 4.712 2.809 0.000 0.000 0.000 0.000 0.000
    7 11.974 11.974 11.974 11.974 11.974 11.974 11.974 11.974 11.974 11.974 11.974 10.594 9.852 9.175 8.487 7.744 6.904 5.887 4.543 2.307 0.000 0.000 0.000 0.000 0.000
    8 11.973 11.973 11.973 11.973 11.973 11.973 11.973 11.973 11.973 11.973 11.973 10.672 9.914 9.226 8.529 7.771 6.900 5.837 4.364 1.401 0.000 0.000 0.000 0.000 0.000
    9 11.972 11.972 11.972 11.972 11.972 11.972 11.972 11.972 11.972 11.972 11.972 10.747 9.968 9.275 8.569 7.799 6.908 5.791 4.177 0.000 0.000 0.000 0.000 0.000 0.000
   10 11.972 11.972 11.972 11.972 11.972 11.972 11.972 11.972 11.972 11.972 11.972 10.808 10.012 9.314 8.602 7.825 6.914 5.761 4.015 0.000 0.000 0.000 0.000 0.000 0.000
   11 11.973 11.973 11.973 11.973 11.973 11.973 11.973 11.973 11.973 11.973 11.973 10.844 10.042 9.335 8.621 7.840 6.923 5.741 3.915 0.000 0.000 0.000 0.000 0.000 0.000
   12 11.975 11.975 11.975 11.975 11.975 11.975 11.975 11.975 11.975 11.975 11.975 10.854 10.046 9.337 8.622 7.839 6.918 5.737 3.902 0.000 0.000 0.000 0.000 0.000 0.000
   13 11.977 11.977 11.977 11.977 11.977 11.977 11.977 11.977 11.977 11.977 11.977 10.837 10.029 9.322 8.605 7.822 6.910 5.747 3.985 0.000 0.000 0.000 0.000 0.000 0.000
   14 11.979 11.979 11.979 11.979 11.979 11.979 11.979 11.979 11.979 11.979 11.979 10.795 9.994 9.290 8.576 7.799 6.898 5.767 4.134 0.000 0.000 0.000 0.000 0.000 0.000
   15 11.982 11.982 11.982 11.982 11.982 11.982 11.982 11.982 11.982 11.982 11.982 10.734 9.946 9.245 8.536 7.769 6.888 5.807 4.315 1.218 0.000 0.000 0.000 0.000 0.000
   16 11.986 11.986 11.986 11.986 11.986 11.986 11.986 11.986 11.986 11.986 11.986 10.667 9.891 9.195 8.492 7.737 6.883 5.856 4.493 2.164 0.000 0.000 0.000 0.000 0.000
   17 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.990 10.597 9.838 9.150 8.459 7.717 6.890 5.909 4.656 2.714 0.000 0.000 0.000 0.000 0.000
   18 11.995 11.995 11.995 11.995 11.995 11.995 11.995 11.995 11.995 11.995 11.995 10.538 9.790 9.110 8.428 7.701 6.897 5.963 4.794 3.088 0.000 0.000 0.000 0.000 0.000
   19 12.000 12.000 12.000 12.000 12.000 12.000 12.000 12.000 12.000 12.000 11.760 10.490 9.752 9.080 8.403 7.692 6.909 6.007 4.898 3.353 0.000 0.000 0.000 0.000 0.000
   20 12.005 12.005 12.005 12.005 12.005 12.005 12.005 12.005 12.005 12.005 11.643 10.461 9.727 9.058 8.388 7.686 6.919 6.042 4.976 3.519 0.000 0.000 0.000 0.000 0.000
   21 12.010 12.010 12.010 12.010 12.010 12.010 12.010 12.010 12.010 12.010 11.616 10.450 9.713 9.044 8.379 7.684 6.924 6.057 5.017 3.616 0.341 0.000 0.000 0.000 0.000
   22 12.015 12.015 12.015 12.015 12.015 12.015 12.015 12.015 12.015 12.015 11.660 10.455 9.716 9.044 8.380 7.681 6.924 6.065 5.029 3.640 0.640 0.000 0.000 0.000 0.000
   23 12.019 12.019 12.019 12.019 12.019 12.019 12.019 12.019 12.019 12.019 11.829 10.485 9.733 9.056 8.386 7.681 6.918 6.048 5.007 3.603 0.229 0.000 0.000 0.000 0.000
   24 12.024 12.024 12.024 12.024 12.024 12.024 12.024 12.024 12.024 12.024 12.024 10.534 9.765 9.075 8.392 7.681 6.904 6.020 4.949 3.496 0.000 0.000 0.000 0.000 0.000
   25 12.028 12.028 12.028 12.028 12.028 12.028 12.028 12.028 12.028 12.028 12.028 10.603 9.810 9.106 8.409 7.686 6.889 5.980 4.867 3.314 0.000 0.000 0.000 0.000 0.000
   26 12.031 12.031 12.031 12.031 12.031 12.031 12.031 12.031 12.031 12.031 12.031 10.692 9.867 9.147 8.436 7.690 6.870 5.928 4.752 3.054 0.000 0.000 0.000 0.000 0.000
   27 12.033 12.033 12.033 12.033 12.033 12.033 12.033 12.033 12.033 12.033 12.033 10.797 9.933 9.196 8.465 7.700 6.853 5.865 4.609 2.698 0.000 0.000 0.000 0.000 0.000
   28 12.035 12.035 12.035 12.035 12.035 12.035 12.035 12.035 12.035 12.035 12.035 10.914 10.006 9.248 8.504 7.718 6.841 5.799 4.448 2.224 0.000 0.000 0.000 0.000 0.000
   29 12.035 12.035 12.035 12.035 12.035 12.035 12.035 12.035 12.035 12.035 12.035 11.033 10.077 9.303 8.545 7.737 6.833 5.738 4.269 1.472 0.000 0.000 0.000 0.000 0.000
   30 12.035 12.035 12.035 12.035 12.035 12.035 12.035 12.035 12.035 12.035 12.035 11.141 10.142 9.354 8.585 7.764 6.833 5.688 4.086 0.000 0.000 0.000 0.000 0.000 0.000
   31 12.033 12.033 12.033 12.033 12.033 12.033 12.033 12.033 12.033 12.033 12.033 11.228 10.189 9.393 8.618 7.788 6.837 5.648 3.921 0.000 0.000 0.000 0.000 0.000 0.000
   32 12.031 12.031 12.031 12.031 12.031 12.031 12.031 12.031 12.031 12.031 12.031 11.273 10.217 9.419 8.641 7.807 6.843 5.629 3.803 0.000 0.000 0.000 0.000 0.000 0.000
   33 12.028 12.028 12.028 12.028 12.028 12.028 12.028 12.028 12.028 12.028 12.028 11.267 10.222 9.426 8.651 7.817 6.852 5.629 3.753 0.000 0.000 0.000 0.000 0.000 0.000
   34 12.024 12.024 12.024 12.024 12.024 12.024 12.024 12.024 12.024 12.024 12.024 11.218 10.202 9.417 8.645 7.818 6.856 5.643 3.782 0.000 0.000 0.000 0.000 0.000 0.000
   35 12.019 12.019 12.019 12.019 12.019 12.019 12.019 12.019 12.019 12.019 12.019 11.133 10.160 9.389 8.628 7.811 6.863 5.671 3.882 0.000 0.000 0.000 0.000 0.000 0.000
   36 12.014 12.014 12.014 12.014 12.014 12.014 12.014 12.014 12.014 12.014 12.014 11.028 10.107 9.349 8.600 7.795 6.867 5.711 4.029 0.000 0.000 0.000 0.000 0.000 0.000
   37 12.008 12.008 12.008 12.008 12.008 12.008 12.008 12.008 12.008 12.008 12.008 10.916 10.042 9.302 8.568 7.775 6.871 5.758 4.194 0.000 0.000 0.000 0.000 0.000 0.000
   38 12.002 12.002 12.002 12.002 12.002 12.002 12.002 12.002 12.002 12.002 12.002 10.806 9.973 9.253 8.533 7.759 6.878 5.811 4.354 1.451 0.000 0.000 0.000 0.000 0.000
   39 11.996 11.996 11.996 11.996 11.996 11.996 11.996 11.996 11.996 11.996 11.996 10.702 9.909 9.208 8.499 7.741 6.887 5.863 4.508 2.142 0.000 0.000 0.000 0.000 0.000
   40 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.990 11.990 10.609 9.845 9.160 8.469 7.730 6.899 5.918 4.646 2.595 0.000 0.000 0.000 0.000 0.000
   41 11.984 11.984 11.984 11.984 11.984 11.984 11.984 11.984 11.984 11.984 11.961 10.526 9.792 9.123 8.444 7.723 6.916 5.967 4.764 2.930 0.000 0.000 0.000 0.000 0.000
   42 11.979 11.979 11.979 11.979 11.979 11.979 11.979 11.979 11.979 11.979 11.544 10.457 9.745 9.087 8.422 7.714 6.930 6.014 4.864 3.186 0.000 0.000 0.000 0.000 0.000
   43 11.974 11.974 11.974 11.974 11.974 11.974 11.974 11.974 11.974 11.974 11.379 10.399 9.705 9.060 8.407 7.711 6.944 6.053 4.944 3.371 0.000 0.000 0.000 0.000 0.000
   44 11.970 11.970 11.970 11.970 11.970 11.970 11.970 11.970 11.970 11.970 11.272 10.352 9.674 9.038 8.393 7.711 6.957 6.084 5.013 3.512 0.000 0.000 0.000 0.000 0.000
   45 11.967 11.967 11.967 11.967 11.967 11.967 11.967 11.967 11.967 11.967 11.199 10.319 9.652 9.023 8.385 7.708 6.965 6.106 5.058 3.613 0.000 0.000 0.000 0.000 0.000
   46 11.964 11.964 11.964 11.964 11.964 11.964 11.964 11.964 11.964 11.964 11.155 10.297 9.637 9.014 8.378 7.708 6.971 6.119 5.090 3.669 0.000 0.000 0.000 0.000 0.000
   47 11.963 11.963 11.963 11.963 11.963 11.963 11.963 11.963 11.963 11.963 11.133 10.288 9.629 9.008 8.378 7.708 6.971 6.126 5.101 3.692 0.160 0.000 0.000 0.000 0.000
   48 11.962 11.962 11.962 11.962 11.962 11.962 11.962 11.962 11.962 11.962 11.136 10.290 9.630 9.009 8.376 7.709 6.969 6.124 5.091 3.682 0.000 0.000 0.000 0.000 0.000
   49 11.962 11.962 11.962 11.962 11.962 11.962 11.962 11.962 11.962 11.962 11.158 10.303 9.640 9.017 8.384 7.708 6.968 6.112 5.068 3.623 0.000 0.000 0.000 0.000 0.000
   50 11.963 11.963 11.963 11.963 11.963 11.963 11.963 11.963 11.963 11.963 11.210 10.327 9.660 9.032 8.393 7.710 6.960 6.090 5.023 3.530 0.000 0.000 0.000 0.000 0.000
   51 11.965 11.965 11.965 11.965 11.965 11.965 11.965 11.965 11.965 11.965 11.287 10.367 9.687 9.053 8.406 7.717 6.950 6.059 4.958 3.388 0.000 0.000 0.000 0.000 0.000
   52 11.967 11.967 11.967 11.967 11.967 11.967 11.967 11.967 11.967 11.967 11.404 10.417 9.725 9.077 8.421 7.719 6.935 6.022 4.872 3.186 0.000 0.000 0.000 0.000 0.000
   53 11.970 11.970 11.970 11.970 11.970 11.970 11.970 11.970 11.970 11.970 11.586 10.479 9.770 9.115 8.444 7.730 6.926 5.977 4.766 2.912 0.000 0.000 0.000 0.000 0.000
   54 11.974 11.974 11.974 11.974 11.974 11.974 11.974 11.974 11.974 11.974 11.974 10.556 9.825 9.153 8.471 7.741 6.914 5.925 4.639 2.535 0.000 0.000 0.000 0.000 0.000
   55 11.979 11.979 11.979 11.979 11.979 11.979 11.979 11.979 11.979 11.979 11.979 10.640 9.884 9.199 8.505 7.757 6.902 5.875 4.493 2.031 0.000 0.000 0.000 0.000 0.000
   56 11.983 11.983 11.983 11.983 11.983 11.983 11.983 11.983 11.983 11.983 11.983 10.735 9.947 9.249 8.540 7.773 6.898 5.821 4.325 1.090 0.000 0.000 0.000 0.000 0.000
   57 11.988 11.988 11.988 11.988 11.988 11.988 11.988 11.988 11.988 11.988 11.988 10.832 10.012 9.297 8.577 7.794 6.893 5.773 4.148 0.000 0.000 0.000 0.000 0.000 0.000
   58 11.994 11.994 11.994 11.994 11.994 11.994 11.994 11.994 11.994 11.994 11.994 10.929 10.070 9.342 8.610 7.814 6.893 5.726 3.980 0.000 0.000 0.000 0.000 0.000 0.000
   59 11.999 11.999 11.999 11.999 11.999 11.999 11.999 11.999 11.999 11.999 11.999 11.012 10.116 9.377 8.633 7.828 6.887 5.691 3.842 0.000 0.000 0.000 0.000 0.000 0.000
   60 12.004 12.004 12.004 12.004 12.004 12.004 12.004 12.004 12.004 12.004 12.004 11.074 10.148 9.393 8.647 7.832 6.884 5.667 3.761 0.000 0.000 0.000 0.000 0.000 0.000
   61 12.009 12.009 12.009 12.009 12.009 12.009 12.009 12.009 12.009 12.009 12.009 11.105 10.160 9.399 8.641 7.827 6.872 5.655 3.772 0.000 0.000 0.000 0.000 0.000 0.000
   62 12.013 12.013 12.013 12.013 12.013 12.013 12.013 12.013 12.013 12.013 12.013 11.098 10.146 9.382 8.624 7.806 6.858 5.660 3.868 0.000 0.000 0.000 0.000 0.000 0.000
   63 12.017 12.017 12.017 12.017 12.017 12.017 12.017 12.017 12.017 12.017 12.017 11.053 10.113 9.349 8.591 7.780 6.846 5.682 4.020 0.000 0.000 0.000 0.000 0.000 0.000
   64 12.021 12.021 12.021 12.021 12.021 12.021 12.021 12.021 12.021 12.021 12.021 10.977 10.061 9.303 8.551 7.746 6.838 5.725 4.203 1.057 0.000 0.000 0.000 0.000 0.000
   65 12.024 12.024 12.024 12.024 12.024 12.024 12.024 12.024 12.024 12.024 12.024 10.885 9.998 9.248 8.507 7.721 6.837 5.781 4.396 2.042 0.000 0.000 0.000 0.000 0.000
   66 12.026 12.026 12.026 12.026 12.026 12.026 12.026 12.026 12.026 12.026 12.026 10.787 9.932 9.196 8.467 7.696 6.846 5.843 4.576 2.629 0.000 0.000 0.000 0.000 0.000
