Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 11.086 9.361 7.538 0.000 0.000 0.000 0.000 0.000 0.000 0.000
    1 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 11.024 9.332 7.537 0.000 0.000 0.000 0.000 0.000 0.000 0.000
    2 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 11.024 9.328 7.494 0.000 0.000 0.000 0.000 0.000 0.000 0.000
    3 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 11.100 9.351 7.409 0.939 0.000 0.000 0.000 0.000 0.000 0.000
    4 13.051 13.051 13.051 13.051 13.051 13.051 13.051 13.051 13.051 13.051 13.051 13.051 13.051 13.051 13.051 11.253 9.414 7.242 1.293 0.000 0.000 0.000 0.000 0.000 0.000
    5 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 11.501 9.520 4.537 1.365 0.000 0.000 0.000 0.000 0.000 0.000
    6 13.044 13.044 13.044 13.044 13.044 13.044 13.044 13.044 13.044 13.044 13.044 13.044 13.044 13.044 13.044 11.883 9.687 4.057 1.243 0.000 0.000 0.000 0.000 0.000 0.000
    7 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 12.601 9.911 3.794 0.869 0.000 0.000 0.000 0.000 0.000 0.000
    8 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 10.177 3.537 0.000 0.000 0.000 0.000 0.000 0.000 0.000
    9 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 10.452 3.243 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   10 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 10.681 3.918 0.000 0.000 0.000 0.000 0.000 0.000 0.000
