Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 11.813 11.813 11.813 11.813 11.813 11.813 11.813 11.813 11.813 11.813 10.690 9.957 9.337 8.735 8.120 7.469 6.752 5.939 4.967 3.695 1.394 0.000 0.000 0.000 0.000
    1 11.809 11.809 11.809 11.809 11.809 11.809 11.809 11.809 11.809 11.809 10.655 9.935 9.323 8.726 8.117 7.472 6.762 5.956 4.995 3.743 1.557 0.000 0.000 0.000 0.000
    2 11.806 11.806 11.806 11.806 11.806 11.806 11.806 11.806 11.806 11.806 10.644 9.934 9.321 8.728 8.118 7.473 6.763 5.958 4.997 3.733 1.513 0.000 0.000 0.000 0.000
    3 11.802 11.802 11.802 11.802 11.802 11.802 11.802 11.802 11.802 11.802 10.656 9.946 9.331 8.735 8.125 7.470 6.757 5.941 4.957 3.661 1.280 0.000 0.000 0.000 0.000
    4 11.800 11.800 11.800 11.800 11.800 11.800 11.800 11.800 11.800 11.800 10.692 9.970 9.355 8.753 8.135 7.474 6.747 5.909 4.892 3.519 0.458 0.000 0.000 0.000 0.000
    5 11.797 11.797 11.797 11.797 11.797 11.797 11.797 11.797 11.797 11.797 10.746 10.012 9.389 8.779 8.152 7.479 6.728 5.862 4.791 3.302 0.000 0.000 0.000 0.000 0.000
    6 11.795 11.795 11.795 11.795 11.795 11.795 11.795 11.795 11.795 11.795 10.818 10.060 9.430 8.815 8.177 7.491 6.717 5.804 4.665 2.995 0.000 0.000 0.000 0.000 0.000
    7 11.794 11.794 11.794 11.794 11.794 11.794 11.794 11.794 11.794 11.794 10.902 10.116 9.476 8.855 8.208 7.503 6.703 5.747 4.513 2.578 0.000 0.000 0.000 0.000 0.000
    8 11.793 11.793 11.793 11.793 11.793 11.793 11.793 11.793 11.793 11.793 10.997 10.177 9.528 8.896 8.240 7.520 6.696 5.690 4.346 2.024 0.000 0.000 0.000 0.000 0.000
    9 11.792 11.792 11.792 11.792 11.792 11.792 11.792 11.792 11.792 11.792 11.088 10.230 9.573 8.936 8.274 7.541 6.690 5.641 4.179 1.032 0.000 0.000 0.000 0.000 0.000
   10 11.793 11.793 11.793 11.793 11.793 11.793 11.793 11.793 11.793 11.793 11.166 10.275 9.607 8.968 8.300 7.557 6.693 5.609 4.037 0.000 0.000 0.000 0.000 0.000 0.000
   11 11.793 11.793 11.793 11.793 11.793 11.793 11.793 11.793 11.793 11.793 11.222 10.302 9.630 8.985 8.312 7.569 6.695 5.585 3.949 0.000 0.000 0.000 0.000 0.000 0.000
   12 11.795 11.795 11.795 11.795 11.795 11.795 11.795 11.795 11.795 11.795 11.240 10.307 9.632 8.990 8.313 7.564 6.690 5.580 3.944 0.000 0.000 0.000 0.000 0.000 0.000
   13 11.797 11.797 11.797 11.797 11.797 11.797 11.797 11.797 11.797 11.797 11.219 10.295 9.617 8.975 8.299 7.553 6.685 5.590 4.014 0.000 0.000 0.000 0.000 0.000 0.000
   14 11.799 11.799 11.799 11.799 11.799 11.799 11.799 11.799 11.799 11.799 11.165 10.263 9.589 8.944 8.273 7.533 6.676 5.616 4.139 0.801 0.000 0.000 0.000 0.000 0.000
   15 11.802 11.802 11.802 11.802 11.802 11.802 11.802 11.802 11.802 11.802 11.093 10.217 9.550 8.907 8.243 7.513 6.675 5.659 4.296 1.865 0.000 0.000 0.000 0.000 0.000
   16 11.805 11.805 11.805 11.805 11.805 11.805 11.805 11.805 11.805 11.805 11.011 10.166 9.504 8.867 8.208 7.491 6.680 5.710 4.453 2.470 0.000 0.000 0.000 0.000 0.000
