Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 11.220 11.220 11.220 11.220 11.220 11.220 11.220 11.220 11.220 10.291 9.687 9.155 8.631 8.081 7.483 6.815 6.038 5.089 3.814 1.495 0.000 0.000 0.000 0.000 0.000
    1 11.217 11.217 11.217 11.217 11.217 11.217 11.217 11.217 11.217 10.277 9.680 9.152 8.631 8.085 7.490 6.820 6.046 5.097 3.817 1.482 0.000 0.000 0.000 0.000 0.000
    2 11.215 11.215 11.215 11.215 11.215 11.215 11.215 11.215 11.215 10.246 9.661 9.140 8.623 8.081 7.492 6.831 6.064 5.129 3.891 1.738 0.000 0.000 0.000 0.000 0.000
    3 11.213 11.213 11.213 11.213 11.213 11.213 11.213 11.213 11.213 10.200 9.629 9.115 8.601 8.066 7.483 6.834 6.087 5.181 4.008 2.129 0.000 0.000 0.000 0.000 0.000
    4 11.210 11.210 11.210 11.210 11.210 11.210 11.210 11.210 11.210 10.144 9.589 9.082 8.575 8.049 7.474 6.841 6.114 5.251 4.161 2.528 0.000 0.000 0.000 0.000 0.000
    5 11.209 11.209 11.209 11.209 11.209 11.209 11.209 11.209 10.900 10.085 9.547 9.046 8.547 8.029 7.469 6.852 6.148 5.332 4.318 2.893 0.000 0.000 0.000 0.000 0.000
    6 11.207 11.207 11.207 11.207 11.207 11.207 11.207 11.207 10.764 10.026 9.500 9.010 8.518 8.008 7.463 6.862 6.188 5.411 4.465 3.205 0.450 0.000 0.000 0.000 0.000
    7 11.206 11.206 11.206 11.206 11.206 11.206 11.206 11.206 10.654 9.973 9.459 8.977 8.492 7.993 7.456 6.874 6.224 5.485 4.597 3.456 1.551 0.000 0.000 0.000 0.000
    8 11.205 11.205 11.205 11.205 11.205 11.205 11.205 11.205 10.572 9.927 9.423 8.948 8.473 7.982 7.454 6.890 6.261 5.548 4.708 3.652 2.052 0.000 0.000 0.000 0.000
    9 11.205 11.205 11.205 11.205 11.205 11.205 11.205 11.205 10.514 9.895 9.397 8.928 8.459 7.973 7.457 6.903 6.287 5.598 4.789 3.789 2.354 0.000 0.000 0.000 0.000
   10 11.205 11.205 11.205 11.205 11.205 11.205 11.205 11.205 10.479 9.872 9.379 8.914 8.447 7.967 7.457 6.908 6.309 5.632 4.845 3.881 2.535 0.000 0.000 0.000 0.000
   11 11.206 11.206 11.206 11.206 11.206 11.206 11.206 11.206 10.464 9.863 9.371 8.909 8.442 7.962 7.454 6.909 6.313 5.642 4.871 3.923 2.615 0.000 0.000 0.000 0.000
   12 11.207 11.207 11.207 11.207 11.207 11.207 11.207 11.207 10.474 9.867 9.374 8.907 8.440 7.962 7.455 6.910 6.311 5.640 4.865 3.913 2.601 0.000 0.000 0.000 0.000
   13 11.208 11.208 11.208 11.208 11.208 11.208 11.208 11.208 10.506 9.885 9.387 8.918 8.449 7.963 7.450 6.902 6.296 5.615 4.828 3.856 2.498 0.000 0.000 0.000 0.000
   14 11.210 11.210 11.210 11.210 11.210 11.210 11.210 11.210 10.562 9.917 9.409 8.934 8.459 7.968 7.446 6.889 6.269 5.570 4.761 3.745 2.276 0.000 0.000 0.000 0.000
   15 11.212 11.212 11.212 11.212 11.212 11.212 11.212 11.212 10.650 9.962 9.442 8.957 8.475 7.976 7.445 6.869 6.236 5.516 4.661 3.581 1.917 0.000 0.000 0.000 0.000
   16 11.214 11.214 11.214 11.214 11.214 11.214 11.214 11.214 10.776 10.018 9.486 8.990 8.495 7.988 7.443 6.851 6.191 5.439 4.535 3.358 1.312 0.000 0.000 0.000 0.000
   17 11.217 11.217 11.217 11.217 11.217 11.217 11.217 11.217 10.961 10.087 9.535 9.027 8.526 8.002 7.442 6.831 6.145 5.349 4.381 3.072 0.000 0.000 0.000 0.000 0.000
   18 11.220 11.220 11.220 11.220 11.220 11.220 11.220 11.220 11.220 10.162 9.589 9.072 8.556 8.021 7.447 6.814 6.097 5.255 4.207 2.706 0.000 0.000 0.000 0.000 0.000
   19 11.223 11.223 11.223 11.223 11.223 11.223 11.223 11.223 11.223 10.244 9.644 9.114 8.588 8.043 7.454 6.802 6.055 5.160 4.017 2.250 0.000 0.000 0.000 0.000 0.000
   20 11.226 11.226 11.226 11.226 11.226 11.226 11.226 11.226 11.226 10.321 9.695 9.154 8.620 8.064 7.464 6.790 6.013 5.075 3.829 1.684 0.000 0.000 0.000 0.000 0.000
   21 11.230 11.230 11.230 11.230 11.230 11.230 11.230 11.230 11.230 10.390 9.736 9.186 8.645 8.078 7.468 6.782 5.984 5.003 3.671 0.971 0.000 0.000 0.000 0.000 0.000
   22 11.233 11.233 11.233 11.233 11.233 11.233 11.233 11.233 11.233 10.441 9.765 9.205 8.656 8.087 7.471 6.776 5.962 4.952 3.566 0.000 0.000 0.000 0.000 0.000 0.000
   23 11.236 11.236 11.236 11.236 11.236 11.236 11.236 11.236 11.236 10.470 9.779 9.211 8.659 8.087 7.466 6.764 5.950 4.933 3.536 0.000 0.000 0.000 0.000 0.000 0.000
   24 11.238 11.238 11.238 11.238 11.238 11.238 11.238 11.238 11.238 10.476 9.775 9.204 8.648 8.073 7.452 6.756 5.946 4.947 3.588 0.546 0.000 0.000 0.000 0.000 0.000
   25 11.241 11.241 11.241 11.241 11.241 11.241 11.241 11.241 11.241 10.455 9.756 9.183 8.629 8.054 7.436 6.750 5.953 4.986 3.695 1.311 0.000 0.000 0.000 0.000 0.000
   26 11.243 11.243 11.243 11.243 11.243 11.243 11.243 11.243 11.243 10.415 9.726 9.155 8.601 8.032 7.422 6.746 5.969 5.038 3.838 1.862 0.000 0.000 0.000 0.000 0.000
   27 11.244 11.244 11.244 11.244 11.244 11.244 11.244 11.244 11.244 10.360 9.688 9.124 8.575 8.011 7.408 6.744 5.993 5.105 3.981 2.287 0.000 0.000 0.000 0.000 0.000
   28 11.245 11.245 11.245 11.245 11.245 11.245 11.245 11.245 11.245 10.303 9.647 9.087 8.543 7.987 7.395 6.750 6.026 5.174 4.122 2.629 0.000 0.000 0.000 0.000 0.000
   29 11.245 11.245 11.245 11.245 11.245 11.245 11.245 11.245 11.245 10.246 9.606 9.056 8.519 7.971 7.391 6.758 6.055 5.242 4.251 2.894 0.000 0.000 0.000 0.000 0.000
   30 11.245 11.245 11.245 11.245 11.245 11.245 11.245 11.245 11.245 10.195 9.573 9.030 8.501 7.958 7.387 6.770 6.086 5.298 4.357 3.096 0.000 0.000 0.000 0.000 0.000
   31 11.244 11.244 11.244 11.244 11.244 11.244 11.244 11.244 11.244 10.152 9.543 9.008 8.484 7.950 7.390 6.782 6.113 5.346 4.434 3.250 1.084 0.000 0.000 0.000 0.000
   32 11.242 11.242 11.242 11.242 11.242 11.242 11.242 11.242 11.242 10.118 9.520 8.993 8.474 7.947 7.391 6.792 6.136 5.384 4.495 3.354 1.427 0.000 0.000 0.000 0.000
   33 11.240 11.240 11.240 11.240 11.240 11.240 11.240 11.240 11.240 10.091 9.504 8.982 8.469 7.945 7.394 6.805 6.152 5.414 4.533 3.417 1.600 0.000 0.000 0.000 0.000
   34 11.238 11.238 11.238 11.238 11.238 11.238 11.238 11.238 11.093 10.074 9.494 8.975 8.469 7.948 7.400 6.811 6.165 5.427 4.553 3.445 1.658 0.000 0.000 0.000 0.000
   35 11.235 11.235 11.235 11.235 11.235 11.235 11.235 11.235 11.011 10.066 9.493 8.978 8.472 7.954 7.406 6.817 6.167 5.429 4.555 3.439 1.635 0.000 0.000 0.000 0.000
   36 11.231 11.231 11.231 11.231 11.231 11.231 11.231 11.231 10.973 10.062 9.495 8.983 8.476 7.961 7.410 6.824 6.168 5.422 4.541 3.405 1.524 0.000 0.000 0.000 0.000
   37 11.228 11.228 11.228 11.228 11.228 11.228 11.228 11.228 10.958 10.064 9.503 8.992 8.488 7.967 7.418 6.826 6.167 5.411 4.514 3.346 1.317 0.000 0.000 0.000 0.000
   38 11.224 11.224 11.224 11.224 11.224 11.224 11.224 11.224 10.954 10.071 9.511 9.003 8.499 7.981 7.430 6.828 6.162 5.395 4.472 3.260 0.966 0.000 0.000 0.000 0.000
   39 11.220 11.220 11.220 11.220 11.220 11.220 11.220 11.220 10.959 10.080 9.523 9.016 8.511 7.993 7.439 6.831 6.155 5.374 4.428 3.156 0.000 0.000 0.000 0.000 0.000
   40 11.217 11.217 11.217 11.217 11.217 11.217 11.217 11.217 10.969 10.088 9.537 9.030 8.528 8.005 7.448 6.837 6.150 5.351 4.371 3.035 0.000 0.000 0.000 0.000 0.000
