Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 11.413 11.413 11.413 11.413 11.413 11.413 11.413 11.413 11.413 10.399 9.767 9.228 8.706 8.177 7.623 7.031 6.378 5.644 4.777 3.681 1.993 0.000 0.000 0.000 0.000
    1 11.410 11.410 11.410 11.410 11.410 11.410 11.410 11.410 11.410 10.368 9.750 9.216 8.699 8.176 7.627 7.042 6.392 5.661 4.806 3.726 2.097 0.000 0.000 0.000 0.000
    2 11.407 11.407 11.407 11.407 11.407 11.407 11.407 11.407 11.407 10.359 9.748 9.216 8.702 8.178 7.630 7.041 6.398 5.667 4.809 3.721 2.083 0.000 0.000 0.000 0.000
    3 11.404 11.404 11.404 11.404 11.404 11.404 11.404 11.404 11.404 10.367 9.756 9.226 8.710 8.186 7.635 7.043 6.390 5.652 4.778 3.666 1.943 0.000 0.000 0.000 0.000
    4 11.402 11.402 11.402 11.402 11.402 11.402 11.402 11.402 11.402 10.390 9.776 9.242 8.728 8.196 7.642 7.040 6.377 5.622 4.718 3.557 1.678 0.000 0.000 0.000 0.000
    5 11.400 11.400 11.400 11.400 11.400 11.400 11.400 11.400 11.400 10.430 9.806 9.269 8.748 8.216 7.653 7.040 6.360 5.572 4.630 3.385 1.097 0.000 0.000 0.000 0.000
    6 11.399 11.399 11.399 11.399 11.399 11.399 11.399 11.399 11.399 10.481 9.845 9.303 8.777 8.237 7.663 7.036 6.336 5.519 4.517 3.152 0.000 0.000 0.000 0.000 0.000
    7 11.398 11.398 11.398 11.398 11.398 11.398 11.398 11.398 11.398 10.541 9.889 9.341 8.810 8.264 7.681 7.039 6.312 5.456 4.385 2.852 0.000 0.000 0.000 0.000 0.000
    8 11.397 11.397 11.397 11.397 11.397 11.397 11.397 11.397 11.397 10.605 9.933 9.380 8.844 8.293 7.701 7.043 6.292 5.394 4.239 2.477 0.000 0.000 0.000 0.000 0.000
    9 11.397 11.397 11.397 11.397 11.397 11.397 11.397 11.397 11.397 10.666 9.976 9.417 8.876 8.322 7.719 7.051 6.277 5.343 4.102 2.029 0.000 0.000 0.000 0.000 0.000
