Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 5.456 5.451 5.433 5.404 5.362 5.308 5.241 5.159 5.064 4.952 4.822 4.679 4.510 4.321 4.105 3.858 3.576 3.248 2.851 2.363 1.697 0.168 0.000 0.000 0.000
    1 5.484 5.479 5.461 5.431 5.390 5.337 5.269 5.188 5.094 4.982 4.855 4.709 4.543 4.354 4.141 3.897 3.615 3.287 2.898 2.414 1.768 0.514 0.000 0.000 0.000
    2 5.511 5.506 5.489 5.459 5.418 5.365 5.298 5.217 5.123 5.013 4.885 4.742 4.578 4.392 4.179 3.938 3.663 3.342 2.964 2.496 1.880 0.832 0.000 0.000 0.000
    3 5.537 5.532 5.514 5.486 5.445 5.392 5.325 5.245 5.151 5.043 4.918 4.777 4.616 4.432 4.225 3.990 3.719 3.408 3.042 2.598 2.024 1.141 0.000 0.000 0.000
    4 5.561 5.555 5.538 5.509 5.469 5.416 5.350 5.272 5.179 5.073 4.950 4.809 4.653 4.472 4.271 4.039 3.781 3.481 3.133 2.714 2.183 1.424 0.000 0.000 0.000
    5 5.582 5.576 5.559 5.531 5.490 5.437 5.373 5.294 5.204 5.099 4.978 4.842 4.685 4.512 4.314 4.094 3.840 3.555 3.222 2.826 2.341 1.676 0.200 0.000 0.000
    6 5.600 5.594 5.577 5.549 5.509 5.457 5.393 5.316 5.227 5.122 5.005 4.869 4.720 4.547 4.358 4.141 3.900 3.626 3.308 2.936 2.485 1.896 0.955 0.000 0.000
    7 5.614 5.608 5.591 5.562 5.523 5.471 5.408 5.332 5.243 5.142 5.025 4.896 4.747 4.579 4.396 4.189 3.955 3.687 3.385 3.033 2.612 2.080 1.308 0.000 0.000
    8 5.623 5.617 5.600 5.573 5.533 5.482 5.419 5.345 5.257 5.156 5.041 4.912 4.770 4.606 4.425 4.221 3.997 3.737 3.445 3.114 2.713 2.222 1.543 0.000 0.000
    9 5.628 5.622 5.605 5.578 5.539 5.488 5.426 5.352 5.264 5.165 5.052 4.925 4.783 4.624 4.446 4.249 4.028 3.775 3.495 3.167 2.784 2.323 1.700 0.553 0.000
   10 5.628 5.622 5.606 5.578 5.539 5.488 5.426 5.353 5.267 5.170 5.057 4.930 4.791 4.632 4.457 4.259 4.045 3.799 3.519 3.204 2.833 2.376 1.795 0.816 0.000
   11 5.623 5.618 5.601 5.573 5.534 5.484 5.422 5.349 5.263 5.164 5.053 4.929 4.787 4.630 4.458 4.261 4.047 3.801 3.529 3.209 2.842 2.399 1.823 0.892 0.000
   12 5.613 5.608 5.591 5.563 5.524 5.474 5.411 5.338 5.252 5.155 5.042 4.915 4.776 4.617 4.444 4.250 4.033 3.787 3.507 3.195 2.820 2.377 1.796 0.831 0.000
   13 5.598 5.593 5.576 5.548 5.509 5.458 5.396 5.322 5.234 5.137 5.024 4.897 4.755 4.596 4.421 4.221 4.003 3.753 3.470 3.150 2.775 2.314 1.700 0.583 0.000
   14 5.579 5.573 5.556 5.528 5.489 5.438 5.375 5.299 5.213 5.112 4.997 4.870 4.723 4.564 4.383 4.183 3.958 3.705 3.414 3.082 2.690 2.199 1.538 0.000 0.000
