Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 12.651 12.651 12.651 12.651 12.651 12.651 12.651 12.651 12.651 12.651 12.651 12.651 12.651 10.751 9.752 8.826 7.845 6.711 5.196 1.745 0.000 0.000 0.000 0.000 0.000
    1 12.646 12.646 12.646 12.646 12.646 12.646 12.646 12.646 12.646 12.646 12.646 12.646 12.563 10.713 9.729 8.811 7.841 6.717 5.225 1.957 0.000 0.000 0.000 0.000 0.000
    2 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.641 12.475 10.709 9.727 8.807 7.836 6.709 5.202 1.829 0.000 0.000 0.000 0.000 0.000
    3 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 12.636 10.736 9.749 8.822 7.834 6.682 5.107 1.428 0.000 0.000 0.000 0.000 0.000
    4 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 10.797 9.790 8.844 7.836 6.641 4.945 0.464 0.000 0.000 0.000 0.000 0.000
    5 12.629 12.629 12.629 12.629 12.629 12.629 12.629 12.629 12.629 12.629 12.629 12.629 12.629 10.895 9.853 8.889 7.847 6.588 4.701 0.000 0.000 0.000 0.000 0.000 0.000
    6 12.626 12.626 12.626 12.626 12.626 12.626 12.626 12.626 12.626 12.626 12.626 12.626 12.626 11.020 9.940 8.945 7.869 6.531 4.340 0.000 0.000 0.000 0.000 0.000 0.000
    7 12.624 12.624 12.624 12.624 12.624 12.624 12.624 12.624 12.624 12.624 12.624 12.624 12.624 11.174 10.042 9.025 7.909 6.482 3.817 0.000 0.000 0.000 0.000 0.000 0.000
    8 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 11.339 10.152 9.109 7.967 6.450 3.126 0.000 0.000 0.000 0.000 0.000 0.000
    9 12.621 12.621 12.621 12.621 12.621 12.621 12.621 12.621 12.621 12.621 12.621 12.621 12.621 11.507 10.254 9.196 8.034 6.459 2.137 0.000 0.000 0.000 0.000 0.000 0.000
   10 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 11.652 10.339 9.265 8.096 6.500 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   11 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 12.623 11.748 10.386 9.309 8.133 6.529 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   12 12.624 12.624 12.624 12.624 12.624 12.624 12.624 12.624 12.624 12.624 12.624 12.624 12.624 11.772 10.392 9.312 8.133 6.529 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   13 12.627 12.627 12.627 12.627 12.627 12.627 12.627 12.627 12.627 12.627 12.627 12.627 12.627 11.712 10.361 9.278 8.099 6.488 0.012 0.000 0.000 0.000 0.000 0.000 0.000
   14 12.631 12.631 12.631 12.631 12.631 12.631 12.631 12.631 12.631 12.631 12.631 12.631 12.631 11.594 10.289 9.212 8.036 6.443 2.138 0.000 0.000 0.000 0.000 0.000 0.000
   15 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 11.440 10.193 9.131 7.969 6.430 3.091 0.000 0.000 0.000 0.000 0.000 0.000
   16 12.640 12.640 12.640 12.640 12.640 12.640 12.640 12.640 12.640 12.640 12.640 12.640 12.640 11.282 10.092 9.047 7.911 6.458 3.802 0.000 0.000 0.000 0.000 0.000 0.000
   17 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 12.645 11.132 9.994 8.973 7.875 6.508 4.313 0.000 0.000 0.000 0.000 0.000 0.000
   18 12.651 12.651 12.651 12.651 12.651 12.651 12.651 12.651 12.651 12.651 12.651 12.651 12.651 11.010 9.913 8.914 7.849 6.565 4.671 0.000 0.000 0.000 0.000 0.000 0.000
   19 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 12.657 10.913 9.848 8.874 7.843 6.623 4.915 0.801 0.000 0.000 0.000 0.000 0.000
   20 12.663 12.663 12.663 12.663 12.663 12.663 12.663 12.663 12.663 12.663 12.663 12.663 12.663 10.850 9.804 8.846 7.838 6.669 5.082 1.594 0.000 0.000 0.000 0.000 0.000
   21 12.670 12.670 12.670 12.670 12.670 12.670 12.670 12.670 12.670 12.670 12.670 12.670 12.670 10.821 9.785 8.836 7.838 6.697 5.179 2.029 0.000 0.000 0.000 0.000 0.000
   22 12.676 12.676 12.676 12.676 12.676 12.676 12.676 12.676 12.676 12.676 12.676 12.676 12.676 10.824 9.785 8.836 7.845 6.708 5.216 2.195 0.000 0.000 0.000 0.000 0.000
   23 12.682 12.682 12.682 12.682 12.682 12.682 12.682 12.682 12.682 12.682 12.682 12.682 12.682 10.861 9.808 8.846 7.849 6.704 5.201 2.104 0.000 0.000 0.000 0.000 0.000
   24 12.687 12.687 12.687 12.687 12.687 12.687 12.687 12.687 12.687 12.687 12.687 12.687 12.687 10.936 9.850 8.870 7.852 6.679 5.126 1.771 0.000 0.000 0.000 0.000 0.000
   25 12.692 12.692 12.692 12.692 12.692 12.692 12.692 12.692 12.692 12.692 12.692 12.692 12.692 11.045 9.913 8.905 7.857 6.644 4.993 0.999 0.000 0.000 0.000 0.000 0.000
   26 12.696 12.696 12.696 12.696 12.696 12.696 12.696 12.696 12.696 12.696 12.696 12.696 12.696 11.192 9.993 8.957 7.872 6.599 4.796 0.000 0.000 0.000 0.000 0.000 0.000
