Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.453 10.598 9.443 8.308 6.989 5.022 0.000 0.000 0.000 0.000 0.000 0.000
    1 12.848 12.848 12.848 12.848 12.848 12.848 12.848 12.848 12.848 12.848 12.848 12.848 12.848 12.267 10.560 9.421 8.296 6.990 5.069 0.000 0.000 0.000 0.000 0.000 0.000
    2 12.843 12.843 12.843 12.843 12.843 12.843 12.843 12.843 12.843 12.843 12.843 12.843 12.843 12.256 10.558 9.419 8.294 6.974 4.995 0.000 0.000 0.000 0.000 0.000 0.000
    3 12.838 12.838 12.838 12.838 12.838 12.838 12.838 12.838 12.838 12.838 12.838 12.838 12.838 12.404 10.595 9.444 8.295 6.940 4.766 0.000 0.000 0.000 0.000 0.000 0.000
    4 12.834 12.834 12.834 12.834 12.834 12.834 12.834 12.834 12.834 12.834 12.834 12.834 12.834 12.834 10.669 9.490 8.308 6.884 4.298 0.000 0.000 0.000 0.000 0.000 0.000
    5 12.830 12.830 12.830 12.830 12.830 12.830 12.830 12.830 12.830 12.830 12.830 12.830 12.830 12.830 10.779 9.559 8.340 6.816 3.598 0.000 0.000 0.000 0.000 0.000 0.000
    6 12.827 12.827 12.827 12.827 12.827 12.827 12.827 12.827 12.827 12.827 12.827 12.827 12.827 12.827 10.933 9.660 8.391 6.741 2.928 0.000 0.000 0.000 0.000 0.000 0.000
    7 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 12.825 11.118 9.783 8.470 6.684 2.301 0.000 0.000 0.000 0.000 0.000 0.000
    8 12.823 12.823 12.823 12.823 12.823 12.823 12.823 12.823 12.823 12.823 12.823 12.823 12.823 12.823 11.327 9.917 8.571 6.676 1.541 0.000 0.000 0.000 0.000 0.000 0.000
    9 12.822 12.822 12.822 12.822 12.822 12.822 12.822 12.822 12.822 12.822 12.822 12.822 12.822 12.822 11.535 10.051 8.688 6.757 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   10 12.823 12.823 12.823 12.823 12.823 12.823 12.823 12.823 12.823 12.823 12.823 12.823 12.823 12.823 11.724 10.159 8.789 6.895 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   11 12.824 12.824 12.824 12.824 12.824 12.824 12.824 12.824 12.824 12.824 12.824 12.824 12.824 12.824 11.841 10.225 8.852 7.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   12 12.826 12.826 12.826 12.826 12.826 12.826 12.826 12.826 12.826 12.826 12.826 12.826 12.826 12.826 11.867 10.232 8.852 6.998 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   13 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 12.828 11.782 10.183 8.797 6.881 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   14 12.832 12.832 12.832 12.832 12.832 12.832 12.832 12.832 12.832 12.832 12.832 12.832 12.832 12.832 11.622 10.085 8.699 6.729 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   15 12.837 12.837 12.837 12.837 12.837 12.837 12.837 12.837 12.837 12.837 12.837 12.837 12.837 12.837 11.425 9.959 8.586 6.645 1.624 0.000 0.000 0.000 0.000 0.000 0.000
   16 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 12.842 11.223 9.825 8.482 6.660 2.381 0.000 0.000 0.000 0.000 0.000 0.000
   17 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 12.847 11.042 9.707 8.404 6.722 2.982 0.000 0.000 0.000 0.000 0.000 0.000
   18 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.854 10.886 9.610 8.354 6.806 3.657 0.000 0.000 0.000 0.000 0.000 0.000
   19 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 12.860 10.771 9.539 8.327 6.875 4.335 0.000 0.000 0.000 0.000 0.000 0.000
   20 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 12.867 10.695 9.494 8.312 6.932 4.778 0.000 0.000 0.000 0.000 0.000 0.000
   21 12.874 12.874 12.874 12.874 12.874 12.874 12.874 12.874 12.874 12.874 12.874 12.874 12.874 12.874 10.657 9.468 8.310 6.972 5.001 0.000 0.000 0.000 0.000 0.000 0.000
