Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 8.985 8.985 8.985 8.985 8.646 8.356 8.098 7.841 7.573 7.288 6.981 6.650 6.284 5.882 5.436 4.931 4.349 3.653 2.764 1.361 0.000 0.000 0.000 0.000 0.000
    1 8.987 8.987 8.987 8.987 8.642 8.357 8.102 7.847 7.581 7.297 6.991 6.660 6.297 5.898 5.451 4.950 4.368 3.676 2.794 1.404 0.000 0.000 0.000 0.000 0.000
    2 8.990 8.990 8.990 8.990 8.635 8.355 8.103 7.849 7.585 7.303 6.999 6.670 6.312 5.913 5.475 4.974 4.405 3.727 2.868 1.570 0.000 0.000 0.000 0.000 0.000
    3 8.992 8.992 8.992 8.992 8.623 8.350 8.102 7.848 7.586 7.305 7.005 6.679 6.323 5.935 5.500 5.011 4.455 3.803 2.986 1.809 0.000 0.000 0.000 0.000 0.000
    4 8.994 8.994 8.994 8.994 8.611 8.343 8.095 7.844 7.583 7.306 7.007 6.687 6.337 5.953 5.530 5.054 4.518 3.891 3.123 2.070 0.000 0.000 0.000 0.000 0.000
    5 8.996 8.996 8.996 8.996 8.598 8.334 8.088 7.841 7.579 7.303 7.012 6.692 6.350 5.974 5.560 5.103 4.587 3.992 3.273 2.329 0.290 0.000 0.000 0.000 0.000
    6 8.997 8.997 8.997 8.997 8.585 8.325 8.081 7.832 7.577 7.302 7.010 6.697 6.362 5.994 5.592 5.150 4.654 4.088 3.414 2.558 1.181 0.000 0.000 0.000 0.000
    7 8.999 8.999 8.999 8.999 8.572 8.315 8.071 7.827 7.572 7.300 7.011 6.705 6.372 6.016 5.622 5.196 4.714 4.172 3.540 2.752 1.613 0.000 0.000 0.000 0.000
    8 8.999 8.999 8.999 8.999 8.561 8.307 8.065 7.820 7.566 7.298 7.012 6.711 6.383 6.032 5.650 5.230 4.768 4.248 3.643 2.907 1.899 0.000 0.000 0.000 0.000
    9 9.000 9.000 9.000 9.000 8.552 8.299 8.058 7.815 7.561 7.295 7.014 6.713 6.392 6.044 5.671 5.261 4.809 4.299 3.720 3.016 2.092 0.000 0.000 0.000 0.000
   10 9.000 9.000 9.000 8.984 8.547 8.293 8.054 7.811 7.559 7.291 7.012 6.715 6.397 6.052 5.681 5.277 4.832 4.336 3.769 3.093 2.208 0.450 0.000 0.000 0.000
   11 9.000 9.000 9.000 8.969 8.545 8.291 8.049 7.807 7.554 7.288 7.011 6.712 6.394 6.054 5.684 5.283 4.844 4.348 3.789 3.121 2.261 0.673 0.000 0.000 0.000
   12 8.999 8.999 8.999 8.999 8.545 8.290 8.049 7.805 7.552 7.286 7.005 6.708 6.390 6.047 5.680 5.275 4.837 4.341 3.778 3.110 2.237 0.605 0.000 0.000 0.000
   13 8.998 8.998 8.998 8.998 8.549 8.291 8.050 7.805 7.549 7.283 7.002 6.702 6.380 6.034 5.663 5.256 4.811 4.312 3.737 3.053 2.155 0.000 0.000 0.000 0.000
   14 8.996 8.996 8.996 8.996 8.557 8.296 8.051 7.804 7.548 7.279 6.996 6.694 6.366 6.018 5.642 5.225 4.770 4.256 3.666 2.955 1.993 0.000 0.000 0.000 0.000
   15 8.994 8.994 8.994 8.994 8.568 8.302 8.056 7.808 7.549 7.277 6.990 6.682 6.352 5.992 5.607 5.185 4.712 4.181 3.564 2.809 1.733 0.000 0.000 0.000 0.000
   16 8.992 8.992 8.992 8.992 8.581 8.312 8.062 7.810 7.549 7.274 6.983 6.668 6.330 5.968 5.572 5.133 4.644 4.088 3.434 2.613 1.351 0.000 0.000 0.000 0.000
   17 8.989 8.989 8.989 8.989 8.598 8.322 8.068 7.815 7.551 7.272 6.974 6.657 6.312 5.939 5.528 5.074 4.568 3.980 3.280 2.372 0.654 0.000 0.000 0.000 0.000
   18 8.986 8.986 8.986 8.986 8.618 8.332 8.075 7.819 7.553 7.269 6.969 6.645 6.292 5.909 5.483 5.013 4.478 3.861 3.104 2.075 0.000 0.000 0.000 0.000 0.000
   19 8.983 8.983 8.983 8.983 8.638 8.343 8.083 7.824 7.553 7.267 6.961 6.633 6.270 5.878 5.441 4.952 4.393 3.733 2.916 1.722 0.000 0.000 0.000 0.000 0.000
   20 8.980 8.980 8.980 8.980 8.658 8.352 8.089 7.827 7.554 7.265 6.954 6.620 6.253 5.850 5.401 4.894 4.314 3.619 2.729 1.315 0.000 0.000 0.000 0.000 0.000
   21 8.977 8.977 8.977 8.977 8.677 8.361 8.092 7.828 7.552 7.260 6.948 6.606 6.235 5.822 5.364 4.844 4.244 3.517 2.567 0.849 0.000 0.000 0.000 0.000 0.000
   22 8.975 8.975 8.975 8.975 8.694 8.366 8.093 7.826 7.549 7.254 6.938 6.593 6.218 5.802 5.335 4.806 4.189 3.443 2.452 0.218 0.000 0.000 0.000 0.000 0.000
   23 8.972 8.972 8.972 8.972 8.706 8.366 8.091 7.821 7.539 7.244 6.926 6.581 6.201 5.785 5.315 4.783 4.163 3.410 2.400 0.000 0.000 0.000 0.000 0.000 0.000
   24 8.970 8.970 8.970 8.970 8.713 8.365 8.084 7.813 7.529 7.234 6.912 6.567 6.190 5.771 5.304 4.775 4.155 3.410 2.418 0.000 0.000 0.000 0.000 0.000 0.000
   25 8.968 8.968 8.968 8.968 8.713 8.358 8.075 7.802 7.519 7.220 6.900 6.553 6.178 5.762 5.301 4.778 4.171 3.447 2.490 0.658 0.000 0.000 0.000 0.000 0.000
   26 8.966 8.966 8.966 8.966 8.707 8.349 8.066 7.789 7.504 7.207 6.887 6.544 6.172 5.761 5.306 4.796 4.206 3.507 2.599 1.079 0.000 0.000 0.000 0.000 0.000
   27 8.965 8.965 8.965 8.965 8.696 8.339 8.054 7.776 7.491 7.194 6.878 6.536 6.166 5.764 5.320 4.822 4.250 3.576 2.728 1.422 0.000 0.000 0.000 0.000 0.000
   28 8.965 8.965 8.965 8.965 8.681 8.328 8.043 7.765 7.480 7.183 6.869 6.531 6.169 5.772 5.338 4.852 4.300 3.658 2.856 1.707 0.000 0.000 0.000 0.000 0.000
   29 8.964 8.964 8.964 8.964 8.664 8.317 8.030 7.754 7.473 7.178 6.864 6.530 6.170 5.781 5.355 4.882 4.350 3.729 2.976 1.936 0.000 0.000 0.000 0.000 0.000
   30 8.965 8.965 8.965 8.965 8.649 8.306 8.022 7.746 7.464 7.174 6.862 6.533 6.178 5.795 5.378 4.914 4.398 3.799 3.081 2.120 0.000 0.000 0.000 0.000 0.000
   31 8.966 8.966 8.966 8.966 8.634 8.298 8.016 7.743 7.463 7.171 6.863 6.537 6.189 5.808 5.400 4.949 4.436 3.859 3.166 2.262 0.428 0.000 0.000 0.000 0.000
   32 8.967 8.967 8.967 8.967 8.622 8.292 8.014 7.741 7.464 7.174 6.871 6.546 6.199 5.826 5.421 4.973 4.477 3.907 3.237 2.369 0.860 0.000 0.000 0.000 0.000
   33 8.969 8.969 8.969 8.969 8.612 8.288 8.013 7.742 7.466 7.178 6.877 6.555 6.212 5.842 5.440 4.998 4.506 3.946 3.284 2.444 1.062 0.000 0.000 0.000 0.000
   34 8.971 8.971 8.971 8.971 8.604 8.288 8.015 7.747 7.474 7.188 6.888 6.566 6.226 5.856 5.456 5.015 4.529 3.973 3.319 2.487 1.169 0.000 0.000 0.000 0.000
   35 8.973 8.973 8.973 8.973 8.599 8.290 8.020 7.754 7.482 7.198 6.898 6.581 6.241 5.871 5.471 5.033 4.544 3.988 3.337 2.509 1.200 0.000 0.000 0.000 0.000
   36 8.976 8.976 8.976 8.976 8.596 8.294 8.026 7.764 7.492 7.211 6.912 6.595 6.252 5.885 5.482 5.043 4.558 3.998 3.340 2.508 1.177 0.000 0.000 0.000 0.000
   37 8.979 8.979 8.979 8.979 8.595 8.299 8.036 7.776 7.507 7.225 6.925 6.610 6.268 5.898 5.498 5.057 4.561 3.998 3.332 2.488 1.111 0.000 0.000 0.000 0.000
   38 8.982 8.982 8.982 8.982 8.595 8.305 8.046 7.787 7.520 7.239 6.941 6.624 6.284 5.911 5.506 5.061 4.562 3.991 3.314 2.454 0.991 0.000 0.000 0.000 0.000
   39 8.985 8.985 8.985 8.985 8.597 8.313 8.056 7.801 7.536 7.255 6.958 6.640 6.295 5.925 5.517 5.066 4.563 3.986 3.298 2.406 0.811 0.000 0.000 0.000 0.000
   40 8.988 8.988 8.988 8.988 8.598 8.320 8.066 7.814 7.548 7.271 6.974 6.654 6.311 5.936 5.527 5.070 4.561 3.972 3.269 2.349 0.541 0.000 0.000 0.000 0.000
   41 8.991 8.991 8.991 8.991 8.601 8.327 8.078 7.826 7.564 7.287 6.989 6.672 6.326 5.951 5.534 5.074 4.558 3.962 3.236 2.284 0.000 0.000 0.000 0.000 0.000
   42 8.993 8.993 8.993 8.993 8.602 8.335 8.088 7.838 7.576 7.302 7.005 6.685 6.340 5.962 5.545 5.081 4.555 3.946 3.212 2.223 0.000 0.000 0.000 0.000 0.000
   43 8.996 8.996 8.996 8.996 8.604 8.341 8.097 7.849 7.590 7.314 7.019 6.699 6.351 5.973 5.553 5.084 4.551 3.934 3.185 2.168 0.000 0.000 0.000 0.000 0.000
   44 8.998 8.998 8.998 8.998 8.606 8.346 8.104 7.859 7.600 7.327 7.029 6.712 6.364 5.984 5.561 5.091 4.555 3.931 3.167 2.122 0.000 0.000 0.000 0.000 0.000
   45 9.000 9.000 9.000 9.000 8.607 8.351 8.111 7.865 7.608 7.334 7.041 6.721 6.374 5.990 5.567 5.094 4.555 3.927 3.151 2.091 0.000 0.000 0.000 0.000 0.000
   46 9.001 9.001 9.001 9.001 8.606 8.352 8.114 7.870 7.614 7.341 7.047 6.728 6.382 5.999 5.576 5.103 4.561 3.929 3.154 2.077 0.000 0.000 0.000 0.000 0.000
   47 9.002 9.002 9.002 9.002 8.606 8.354 8.116 7.872 7.618 7.344 7.053 6.733 6.386 6.005 5.582 5.109 4.570 3.935 3.159 2.091 0.000 0.000 0.000 0.000 0.000
   48 9.003 9.003 9.003 9.003 8.605 8.352 8.115 7.873 7.617 7.347 7.052 6.736 6.388 6.010 5.588 5.118 4.575 3.951 3.179 2.131 0.000 0.000 0.000 0.000 0.000
   49 9.003 9.003 9.003 9.003 8.602 8.351 8.113 7.871 7.616 7.343 7.052 6.734 6.391 6.010 5.593 5.123 4.591 3.970 3.214 2.189 0.000 0.000 0.000 0.000 0.000
   50 9.003 9.003 9.003 9.003 8.599 8.346 8.110 7.866 7.611 7.340 7.049 6.733 6.391 6.013 5.596 5.132 4.606 3.997 3.251 2.267 0.000 0.000 0.000 0.000 0.000
   51 9.002 9.002 9.002 9.002 8.595 8.341 8.103 7.859 7.603 7.334 7.042 6.727 6.384 6.012 5.601 5.143 4.624 4.025 3.303 2.354 0.333 0.000 0.000 0.000 0.000
   52 9.001 9.001 9.001 9.001 8.590 8.336 8.095 7.850 7.594 7.322 7.033 6.720 6.382 6.010 5.604 5.150 4.641 4.056 3.356 2.448 0.824 0.000 0.000 0.000 0.000
   53 8.999 8.999 8.999 8.999 8.585 8.327 8.086 7.840 7.584 7.313 7.023 6.711 6.373 6.005 5.603 5.161 4.659 4.088 3.411 2.543 1.124 0.000 0.000 0.000 0.000
   54 8.997 8.997 8.997 8.997 8.579 8.319 8.076 7.830 7.572 7.301 7.012 6.701 6.366 6.001 5.604 5.169 4.677 4.117 3.463 2.630 1.355 0.000 0.000 0.000 0.000
   55 8.995 8.995 8.995 8.995 8.574 8.310 8.066 7.818 7.559 7.288 6.998 6.690 6.357 5.998 5.605 5.172 4.693 4.144 3.509 2.709 1.536 0.000 0.000 0.000 0.000
   56 8.993 8.993 8.993 8.993 8.570 8.303 8.056 7.805 7.546 7.275 6.985 6.679 6.346 5.990 5.602 5.176 4.704 4.166 3.542 2.770 1.668 0.000 0.000 0.000 0.000
   57 8.990 8.990 8.990 8.990 8.566 8.296 8.046 7.795 7.536 7.263 6.976 6.665 6.335 5.981 5.596 5.173 4.708 4.180 3.567 2.816 1.765 0.000 0.000 0.000 0.000
   58 8.987 8.987 8.987 8.987 8.564 8.289 8.037 7.783 7.524 7.249 6.960 6.654 6.326 5.972 5.588 5.168 4.702 4.178 3.577 2.833 1.812 0.000 0.000 0.000 0.000
   59 8.985 8.985 8.985 8.985 8.565 8.285 8.030 7.776 7.512 7.237 6.948 6.639 6.311 5.958 5.573 5.153 4.691 4.170 3.565 2.833 1.817 0.000 0.000 0.000 0.000
   60 8.982 8.982 8.982 8.982 8.568 8.283 8.025 7.767 7.503 7.226 6.937 6.626 6.296 5.939 5.557 5.135 4.669 4.148 3.540 2.800 1.770 0.000 0.000 0.000 0.000
   61 8.980 8.980 8.980 8.980 8.575 8.283 8.023 7.762 7.495 7.218 6.924 6.611 6.281 5.922 5.534 5.108 4.636 4.108 3.492 2.736 1.660 0.000 0.000 0.000 0.000
   62 8.977 8.977 8.977 8.977 8.587 8.287 8.022 7.760 7.491 7.210 6.915 6.598 6.262 5.898 5.504 5.075 4.599 4.054 3.422 2.638 1.473 0.000 0.000 0.000 0.000
   63 8.975 8.975 8.975 8.975 8.601 8.294 8.025 7.760 7.488 7.204 6.904 6.585 6.245 5.875 5.472 5.034 4.541 3.985 3.327 2.495 1.164 0.000 0.000 0.000 0.000
   64 8.973 8.973 8.973 8.973 8.619 8.304 8.031 7.763 7.488 7.202 6.898 6.574 6.227 5.849 5.440 4.986 4.477 3.900 3.207 2.307 0.580 0.000 0.000 0.000 0.000
   65 8.971 8.971 8.971 8.971 8.642 8.317 8.040 7.771 7.493 7.201 6.893 6.565 6.207 5.821 5.401 4.934 4.405 3.795 3.061 2.061 0.000 0.000 0.000 0.000 0.000
   66 8.970 8.970 8.970 8.970 8.666 8.331 8.050 7.779 7.497 7.203 6.891 6.556 6.193 5.799 5.362 4.879 4.327 3.685 2.887 1.741 0.000 0.000 0.000 0.000 0.000
   67 8.969 8.969 8.969 8.969 8.694 8.345 8.064 7.787 7.506 7.208 6.892 6.552 6.180 5.775 5.323 4.821 4.245 3.561 2.694 1.319 0.000 0.000 0.000 0.000 0.000
   68 8.968 8.968 8.968 8.968 8.719 8.359 8.075 7.799 7.516 7.215 6.897 6.550 6.173 5.754 5.293 4.770 4.163 3.436 2.486 0.658 0.000 0.000 0.000 0.000 0.000
   69 8.967 8.967 8.967 8.967 8.743 8.373 8.086 7.810 7.525 7.224 6.900 6.549 6.166 5.742 5.267 4.728 4.095 3.324 2.279 0.000 0.000 0.000 0.000 0.000 0.000
   70 8.967 8.967 8.967 8.967 8.760 8.383 8.096 7.819 7.533 7.230 6.906 6.552 6.164 5.735 5.248 4.696 4.043 3.237 2.112 0.000 0.000 0.000 0.000 0.000 0.000
   71 8.967 8.967 8.967 8.967 8.768 8.387 8.101 7.823 7.537 7.234 6.910 6.556 6.163 5.731 5.241 4.680 4.017 3.193 2.015 0.000 0.000 0.000 0.000 0.000 0.000
   72 8.968 8.968 8.968 8.968 8.765 8.387 8.102 7.826 7.539 7.236 6.912 6.558 6.168 5.736 5.246 4.685 4.026 3.202 2.031 0.000 0.000 0.000 0.000 0.000 0.000
   73 8.969 8.969 8.969 8.969 8.750 8.381 8.097 7.821 7.536 7.237 6.911 6.559 6.172 5.742 5.264 4.709 4.059 3.264 2.154 0.000 0.000 0.000 0.000 0.000 0.000
   74 8.970 8.970 8.970 8.970 8.726 8.371 8.089 7.814 7.531 7.232 6.910 6.561 6.181 5.759 5.287 4.751 4.131 3.372 2.357 0.000 0.000 0.000 0.000 0.000 0.000
   75 8.972 8.972 8.972 8.972 8.698 8.356 8.078 7.805 7.523 7.226 6.910 6.565 6.190 5.780 5.325 4.808 4.215 3.509 2.593 1.033 0.000 0.000 0.000 0.000 0.000
   76 8.974 8.974 8.974 8.974 8.669 8.339 8.063 7.792 7.514 7.220 6.907 6.571 6.206 5.806 5.366 4.874 4.315 3.655 2.837 1.628 0.000 0.000 0.000 0.000 0.000
   77 8.976 8.976 8.976 8.976 8.639 8.322 8.050 7.782 7.506 7.216 6.908 6.579 6.224 5.835 5.415 4.942 4.416 3.803 3.065 2.064 0.000 0.000 0.000 0.000 0.000
   78 8.978 8.978 8.978 8.978 8.611 8.306 8.037 7.772 7.499 7.214 6.913 6.591 6.243 5.871 5.463 5.015 4.516 3.942 3.268 2.400 0.904 0.000 0.000 0.000 0.000
   79 8.980 8.980 8.980 8.980 8.587 8.290 8.026 7.764 7.495 7.214 6.917 6.602 6.266 5.904 5.514 5.082 4.606 4.068 3.440 2.664 1.532 0.000 0.000 0.000 0.000
   80 8.983 8.983 8.983 8.983 8.567 8.279 8.018 7.761 7.495 7.218 6.927 6.617 6.289 5.935 5.556 5.139 4.684 4.174 3.584 2.872 1.911 0.000 0.000 0.000 0.000
   81 8.985 8.985 8.985 8.985 8.552 8.270 8.013 7.758 7.496 7.223 6.935 6.634 6.311 5.966 5.595 5.191 4.749 4.254 3.694 3.022 2.158 0.372 0.000 0.000 0.000
   82 8.988 8.988 8.988 8.988 8.542 8.267 8.013 7.759 7.500 7.230 6.945 6.646 6.331 5.988 5.623 5.229 4.797 4.315 3.771 3.131 2.313 0.950 0.000 0.000 0.000
   83 8.991 8.991 8.991 8.991 8.537 8.266 8.015 7.764 7.507 7.237 6.956 6.659 6.344 6.006 5.644 5.253 4.824 4.350 3.817 3.185 2.397 1.149 0.000 0.000 0.000
   84 8.993 8.993 8.993 8.993 8.537 8.270 8.022 7.771 7.515 7.249 6.969 6.669 6.354 6.016 5.655 5.263 4.834 4.364 3.823 3.195 2.407 1.168 0.000 0.000 0.000
   85 8.995 8.995 8.995 8.995 8.542 8.278 8.030 7.781 7.525 7.257 6.976 6.677 6.361 6.024 5.657 5.262 4.830 4.349 3.804 3.165 2.351 1.014 0.000 0.000 0.000
   86 8.998 8.998 8.998 8.998 8.551 8.288 8.042 7.793 7.539 7.269 6.986 6.684 6.364 6.018 5.648 5.247 4.802 4.310 3.746 3.078 2.210 0.559 0.000 0.000 0.000
   87 8.999 8.999 8.999 8.999 8.564 8.302 8.057 7.809 7.552 7.282 6.997 6.689 6.366 6.012 5.633 5.220 4.757 4.248 3.654 2.942 1.984 0.000 0.000 0.000 0.000
   88 9.001 9.001 9.001 9.001 8.579 8.319 8.075 7.826 7.569 7.296 7.007 6.696 6.363 6.002 5.611 5.182 4.700 4.161 3.530 2.754 1.627 0.000 0.000 0.000 0.000
   89 9.003 9.003 9.003 9.003 8.596 8.336 8.092 7.845 7.586 7.313 7.018 6.702 6.360 5.990 5.584 5.133 4.631 4.053 3.369 2.497 1.018 0.000 0.000 0.000 0.000
   90 9.004 9.004 9.004 9.004 8.614 8.355 8.111 7.866 7.606 7.330 7.031 6.711 6.358 5.978 5.555 5.085 4.549 3.929 3.176 2.159 0.000 0.000 0.000 0.000 0.000
   91 9.004 9.004 9.004 9.004 8.631 8.371 8.129 7.883 7.624 7.347 7.048 6.721 6.361 5.967 5.526 5.035 4.465 3.795 2.955 1.725 0.000 0.000 0.000 0.000 0.000
   92 9.005 9.005 9.005 9.005 8.646 8.386 8.145 7.900 7.641 7.362 7.059 6.730 6.365 5.957 5.505 4.988 4.385 3.664 2.729 1.149 0.000 0.000 0.000 0.000 0.000
   93 9.005 9.005 9.005 9.005 8.657 8.396 8.156 7.911 7.652 7.373 7.067 6.736 6.366 5.952 5.486 4.953 4.323 3.556 2.527 0.000 0.000 0.000 0.000 0.000 0.000
   94 9.004 9.004 9.004 9.004 8.664 8.401 8.162 7.916 7.656 7.377 7.071 6.735 6.362 5.946 5.474 4.929 4.282 3.486 2.396 0.000 0.000 0.000 0.000 0.000 0.000
   95 9.004 9.004 9.004 9.004 8.666 8.402 8.159 7.914 7.653 7.372 7.066 6.733 6.357 5.942 5.466 4.921 4.277 3.482 2.392 0.000 0.000 0.000 0.000 0.000 0.000
   96 9.003 9.003 9.003 9.003 8.660 8.395 8.151 7.904 7.643 7.361 7.055 6.721 6.349 5.933 5.466 4.933 4.303 3.536 2.511 0.000 0.000 0.000 0.000 0.000 0.000
   97 9.001 9.001 9.001 9.001 8.651 8.382 8.137 7.887 7.625 7.344 7.039 6.703 6.338 5.933 5.475 4.958 4.358 3.645 2.714 1.158 0.000 0.000 0.000 0.000 0.000
