Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 7.589 7.589 7.389 7.237 7.081 6.914 6.733 6.538 6.328 6.104 5.860 5.597 5.311 5.006 4.671 4.304 3.892 3.429 2.888 2.220 1.228 0.000 0.000 0.000 0.000
    1 7.596 7.596 7.395 7.246 7.090 6.925 6.744 6.551 6.344 6.118 5.876 5.615 5.335 5.027 4.697 4.334 3.929 3.473 2.939 2.283 1.351 0.000 0.000 0.000 0.000
    2 7.603 7.603 7.402 7.255 7.101 6.937 6.758 6.564 6.357 6.131 5.891 5.630 5.352 5.044 4.715 4.351 3.946 3.490 2.964 2.316 1.392 0.000 0.000 0.000 0.000
    3 7.609 7.609 7.410 7.264 7.113 6.948 6.770 6.578 6.370 6.146 5.907 5.644 5.363 5.058 4.726 4.359 3.951 3.494 2.961 2.301 1.364 0.000 0.000 0.000 0.000
    4 7.616 7.616 7.418 7.274 7.124 6.961 6.784 6.591 6.384 6.159 5.917 5.653 5.370 5.063 4.724 4.355 3.943 3.472 2.927 2.251 1.277 0.000 0.000 0.000 0.000
    5 7.621 7.621 7.426 7.285 7.134 6.972 6.796 6.605 6.394 6.171 5.926 5.661 5.376 5.063 4.718 4.343 3.917 3.439 2.872 2.160 1.096 0.000 0.000 0.000 0.000
    6 7.626 7.626 7.434 7.294 7.146 6.984 6.808 6.616 6.405 6.180 5.933 5.666 5.373 5.057 4.707 4.322 3.886 3.387 2.797 2.041 0.760 0.000 0.000 0.000 0.000
    7 7.630 7.630 7.440 7.302 7.156 6.995 6.818 6.626 6.415 6.188 5.937 5.670 5.372 5.048 4.689 4.294 3.846 3.325 2.708 1.888 0.000 0.000 0.000 0.000 0.000
    8 7.633 7.633 7.445 7.309 7.163 7.003 6.827 6.635 6.424 6.195 5.945 5.670 5.367 5.035 4.670 4.263 3.798 3.259 2.604 1.708 0.000 0.000 0.000 0.000 0.000
    9 7.635 7.635 7.449 7.313 7.168 7.009 6.833 6.641 6.430 6.199 5.945 5.666 5.363 5.025 4.655 4.232 3.756 3.196 2.507 1.526 0.000 0.000 0.000 0.000 0.000
   10 7.635 7.635 7.451 7.316 7.171 7.012 6.837 6.644 6.431 6.200 5.946 5.665 5.357 5.014 4.637 4.208 3.723 3.141 2.422 1.365 0.000 0.000 0.000 0.000 0.000
   11 7.633 7.633 7.450 7.315 7.171 7.011 6.836 6.643 6.431 6.198 5.941 5.660 5.349 5.006 4.624 4.189 3.697 3.108 2.370 1.249 0.000 0.000 0.000 0.000 0.000
   12 7.631 7.631 7.447 7.312 7.166 7.008 6.831 6.637 6.425 6.190 5.936 5.652 5.341 4.998 4.613 4.181 3.682 3.093 2.348 1.210 0.000 0.000 0.000 0.000 0.000
   13 7.627 7.627 7.442 7.306 7.159 6.999 6.824 6.629 6.416 6.182 5.927 5.646 5.333 4.993 4.611 4.178 3.686 3.101 2.367 1.261 0.000 0.000 0.000 0.000 0.000
   14 7.622 7.622 7.436 7.297 7.150 6.988 6.812 6.618 6.405 6.170 5.915 5.634 5.326 4.986 4.609 4.186 3.701 3.130 2.419 1.378 0.000 0.000 0.000 0.000 0.000
   15 7.615 7.615 7.427 7.287 7.138 6.975 6.797 6.600 6.388 6.155 5.901 5.621 5.321 4.983 4.613 4.197 3.724 3.172 2.487 1.526 0.000 0.000 0.000 0.000 0.000
   16 7.608 7.608 7.418 7.274 7.123 6.959 6.780 6.585 6.371 6.138 5.886 5.611 5.311 4.979 4.614 4.210 3.748 3.216 2.565 1.681 0.000 0.000 0.000 0.000 0.000
   17 7.600 7.600 7.408 7.262 7.107 6.943 6.762 6.566 6.352 6.121 5.871 5.599 5.301 4.977 4.618 4.223 3.774 3.261 2.641 1.816 0.000 0.000 0.000 0.000 0.000
   18 7.592 7.592 7.396 7.247 7.092 6.924 6.744 6.547 6.335 6.104 5.854 5.584 5.291 4.970 4.620 4.231 3.796 3.293 2.699 1.923 0.454 0.000 0.000 0.000 0.000
   19 7.583 7.583 7.386 7.233 7.076 6.907 6.725 6.529 6.313 6.084 5.835 5.568 5.280 4.961 4.614 4.235 3.810 3.321 2.742 2.002 0.734 0.000 0.000 0.000 0.000
   20 7.574 7.574 7.376 7.220 7.060 6.890 6.707 6.508 6.296 6.064 5.820 5.550 5.262 4.949 4.608 4.229 3.807 3.329 2.761 2.045 0.866 0.000 0.000 0.000 0.000
   21 7.566 7.566 7.366 7.208 7.046 6.875 6.690 6.491 6.277 6.047 5.801 5.531 5.246 4.933 4.591 4.215 3.800 3.322 2.763 2.051 0.897 0.000 0.000 0.000 0.000
   22 7.558 7.558 7.359 7.197 7.034 6.860 6.674 6.475 6.260 6.030 5.782 5.512 5.227 4.911 4.570 4.194 3.775 3.294 2.734 2.014 0.827 0.000 0.000 0.000 0.000
   23 7.551 7.551 7.353 7.189 7.023 6.848 6.661 6.460 6.243 6.012 5.761 5.492 5.201 4.885 4.541 4.162 3.736 3.255 2.676 1.940 0.659 0.000 0.000 0.000 0.000
   24 7.544 7.544 7.349 7.182 7.015 6.840 6.650 6.448 6.229 5.996 5.744 5.472 5.176 4.858 4.508 4.122 3.687 3.191 2.597 1.821 0.000 0.000 0.000 0.000 0.000
   25 7.539 7.539 7.347 7.178 7.010 6.832 6.643 6.438 6.218 5.981 5.727 5.450 5.152 4.828 4.472 4.075 3.629 3.119 2.495 1.654 0.000 0.000 0.000 0.000 0.000
   26 7.535 7.535 7.348 7.176 7.007 6.829 6.637 6.432 6.210 5.970 5.711 5.430 5.127 4.795 4.427 4.023 3.564 3.029 2.371 1.442 0.000 0.000 0.000 0.000 0.000
   27 7.532 7.532 7.349 7.176 7.006 6.828 6.636 6.428 6.203 5.963 5.700 5.417 5.104 4.766 4.390 3.974 3.495 2.935 2.231 1.206 0.000 0.000 0.000 0.000 0.000
   28 7.531 7.531 7.351 7.178 7.009 6.829 6.636 6.427 6.202 5.958 5.691 5.401 5.085 4.737 4.354 3.922 3.427 2.838 2.081 0.830 0.000 0.000 0.000 0.000 0.000
   29 7.531 7.531 7.355 7.182 7.013 6.833 6.640 6.431 6.204 5.957 5.686 5.393 5.073 4.719 4.322 3.877 3.365 2.744 1.927 0.000 0.000 0.000 0.000 0.000 0.000
   30 7.532 7.532 7.359 7.187 7.018 6.838 6.646 6.437 6.209 5.960 5.689 5.392 5.064 4.702 4.299 3.845 3.312 2.667 1.792 0.000 0.000 0.000 0.000 0.000 0.000
   31 7.535 7.535 7.362 7.192 7.024 6.846 6.654 6.445 6.215 5.968 5.693 5.396 5.065 4.701 4.290 3.823 3.277 2.613 1.689 0.000 0.000 0.000 0.000 0.000 0.000
   32 7.538 7.538 7.366 7.198 7.031 6.855 6.663 6.453 6.226 5.976 5.703 5.404 5.074 4.704 4.292 3.819 3.267 2.589 1.638 0.000 0.000 0.000 0.000 0.000 0.000
   33 7.543 7.543 7.371 7.204 7.039 6.864 6.673 6.465 6.237 5.991 5.716 5.416 5.086 4.716 4.305 3.832 3.282 2.601 1.650 0.000 0.000 0.000 0.000 0.000 0.000
   34 7.549 7.549 7.374 7.211 7.047 6.873 6.684 6.476 6.251 6.003 5.733 5.433 5.105 4.741 4.329 3.859 3.317 2.646 1.722 0.000 0.000 0.000 0.000 0.000 0.000
   35 7.556 7.556 7.378 7.218 7.057 6.884 6.695 6.491 6.266 6.019 5.753 5.456 5.133 4.771 4.366 3.905 3.369 2.720 1.845 0.000 0.000 0.000 0.000 0.000 0.000
   36 7.564 7.564 7.383 7.226 7.066 6.895 6.707 6.505 6.282 6.039 5.773 5.482 5.159 4.806 4.409 3.961 3.442 2.818 1.996 0.287 0.000 0.000 0.000 0.000 0.000
