Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 7.779 7.779 7.613 7.450 7.289 7.116 6.930 6.726 6.503 6.259 5.992 5.702 5.376 5.020 4.620 4.169 3.650 3.022 2.212 0.780 0.000 0.000 0.000 0.000 0.000
    1 7.785 7.785 7.617 7.457 7.298 7.127 6.942 6.739 6.517 6.277 6.008 5.717 5.394 5.038 4.644 4.190 3.670 3.050 2.251 0.880 0.000 0.000 0.000 0.000 0.000
    2 7.791 7.791 7.621 7.463 7.306 7.136 6.951 6.749 6.530 6.288 6.023 5.735 5.417 5.063 4.669 4.227 3.718 3.109 2.337 1.094 0.000 0.000 0.000 0.000 0.000
    3 7.797 7.797 7.623 7.468 7.312 7.143 6.959 6.759 6.538 6.302 6.039 5.753 5.440 5.092 4.707 4.274 3.775 3.190 2.456 1.363 0.000 0.000 0.000 0.000 0.000
    4 7.803 7.803 7.625 7.473 7.316 7.147 6.965 6.766 6.549 6.313 6.052 5.773 5.462 5.122 4.749 4.326 3.847 3.287 2.602 1.641 0.000 0.000 0.000 0.000 0.000
    5 7.807 7.807 7.627 7.474 7.319 7.152 6.969 6.771 6.556 6.323 6.069 5.790 5.487 5.157 4.790 4.386 3.923 3.396 2.753 1.896 0.000 0.000 0.000 0.000 0.000
    6 7.812 7.812 7.627 7.476 7.320 7.153 6.971 6.775 6.561 6.332 6.080 5.808 5.512 5.185 4.832 4.441 3.999 3.492 2.895 2.126 0.799 0.000 0.000 0.000 0.000
    7 7.815 7.815 7.627 7.476 7.320 7.154 6.972 6.777 6.567 6.337 6.089 5.824 5.533 5.217 4.870 4.491 4.066 3.584 3.021 2.317 1.261 0.000 0.000 0.000 0.000
    8 7.817 7.817 7.626 7.475 7.320 7.153 6.974 6.780 6.568 6.342 6.098 5.835 5.552 5.241 4.903 4.533 4.125 3.661 3.120 2.464 1.549 0.000 0.000 0.000 0.000
    9 7.818 7.818 7.625 7.474 7.319 7.152 6.973 6.779 6.571 6.345 6.105 5.844 5.563 5.261 4.928 4.565 4.166 3.717 3.199 2.575 1.736 0.000 0.000 0.000 0.000
