Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 5.413 5.405 5.387 5.359 5.318 5.266 5.202 5.127 5.036 4.935 4.818 4.686 4.539 4.375 4.188 3.981 3.750 3.483 3.184 2.832 2.407 1.870 1.051 0.000 0.000
    1 5.441 5.432 5.415 5.387 5.347 5.295 5.231 5.155 5.066 4.967 4.850 4.718 4.574 4.409 4.228 4.022 3.791 3.534 3.235 2.891 2.478 1.964 1.211 0.000 0.000
    2 5.468 5.460 5.442 5.414 5.374 5.323 5.258 5.184 5.096 4.996 4.879 4.749 4.605 4.441 4.260 4.057 3.826 3.565 3.270 2.930 2.522 2.012 1.286 0.000 0.000
    3 5.494 5.486 5.468 5.440 5.400 5.350 5.286 5.211 5.122 5.021 4.904 4.775 4.628 4.463 4.283 4.076 3.848 3.588 3.293 2.949 2.540 2.026 1.291 0.000 0.000
    4 5.518 5.510 5.493 5.464 5.425 5.374 5.309 5.234 5.146 5.043 4.929 4.795 4.648 4.483 4.299 4.093 3.858 3.598 3.295 2.944 2.526 1.999 1.283 0.000 0.000
    5 5.540 5.531 5.514 5.486 5.446 5.394 5.331 5.255 5.166 5.061 4.946 4.812 4.663 4.495 4.309 4.099 3.864 3.593 3.287 2.927 2.493 1.944 1.153 0.000 0.000
    6 5.558 5.549 5.533 5.505 5.464 5.413 5.349 5.271 5.183 5.077 4.959 4.826 4.674 4.504 4.311 4.098 3.857 3.579 3.261 2.894 2.439 1.853 0.950 0.000 0.000
    7 5.572 5.564 5.547 5.518 5.479 5.426 5.362 5.284 5.193 5.090 4.971 4.835 4.681 4.508 4.310 4.091 3.843 3.558 3.232 2.841 2.369 1.730 0.606 0.000 0.000
    8 5.582 5.574 5.557 5.528 5.488 5.436 5.371 5.292 5.201 5.096 4.973 4.837 4.681 4.502 4.304 4.081 3.827 3.531 3.191 2.783 2.285 1.594 0.000 0.000 0.000
    9 5.587 5.579 5.562 5.534 5.494 5.440 5.376 5.297 5.207 5.098 4.975 4.837 4.678 4.500 4.296 4.064 3.806 3.503 3.151 2.731 2.200 1.486 0.000 0.000 0.000
   10 5.587 5.579 5.562 5.533 5.493 5.441 5.374 5.297 5.203 5.097 4.974 4.831 4.672 4.488 4.284 4.052 3.784 3.477 3.114 2.683 2.126 1.355 0.000 0.000 0.000
   11 5.582 5.574 5.557 5.529 5.488 5.435 5.370 5.290 5.198 5.091 4.966 4.823 4.664 4.478 4.274 4.036 3.764 3.454 3.087 2.643 2.070 1.254 0.000 0.000 0.000
   12 5.572 5.564 5.547 5.519 5.478 5.424 5.359 5.280 5.186 5.080 4.955 4.812 4.648 4.467 4.260 4.022 3.751 3.440 3.066 2.622 2.044 1.198 0.000 0.000 0.000
   13 5.557 5.549 5.532 5.503 5.462 5.410 5.343 5.264 5.172 5.064 4.938 4.795 4.636 4.453 4.246 4.011 3.740 3.429 3.059 2.619 2.045 1.180 0.000 0.000 0.000
   14 5.537 5.529 5.512 5.483 5.442 5.390 5.324 5.244 5.152 5.043 4.918 4.780 4.618 4.437 4.230 3.998 3.731 3.424 3.065 2.629 2.072 1.247 0.000 0.000 0.000
   15 5.513 5.505 5.488 5.459 5.418 5.365 5.300 5.221 5.127 5.020 4.897 4.759 4.600 4.419 4.215 3.986 3.722 3.422 3.074 2.651 2.111 1.339 0.000 0.000 0.000
   16 5.485 5.477 5.460 5.431 5.390 5.338 5.271 5.193 5.100 4.994 4.870 4.734 4.575 4.400 4.201 3.976 3.715 3.422 3.078 2.670 2.160 1.442 0.000 0.000 0.000
   17 5.454 5.445 5.428 5.399 5.358 5.306 5.239 5.162 5.071 4.965 4.842 4.706 4.549 4.376 4.178 3.958 3.707 3.422 3.089 2.690 2.201 1.531 0.000 0.000 0.000
   18 5.420 5.412 5.394 5.365 5.324 5.272 5.208 5.129 5.038 4.932 4.813 4.677 4.523 4.350 4.158 3.938 3.694 3.412 3.087 2.703 2.231 1.597 0.295 0.000 0.000
   19 5.385 5.376 5.359 5.330 5.289 5.235 5.171 5.094 5.002 4.899 4.778 4.644 4.492 4.319 4.130 3.917 3.672 3.398 3.076 2.700 2.241 1.633 0.524 0.000 0.000
   20 5.349 5.340 5.323 5.294 5.253 5.200 5.135 5.058 4.967 4.863 4.744 4.610 4.459 4.291 4.099 3.883 3.645 3.374 3.056 2.684 2.238 1.635 0.582 0.000 0.000
   21 5.313 5.305 5.287 5.258 5.217 5.164 5.099 5.020 4.931 4.826 4.707 4.573 4.422 4.254 4.065 3.852 3.611 3.336 3.022 2.654 2.203 1.600 0.505 0.000 0.000
   22 5.279 5.270 5.253 5.223 5.182 5.128 5.063 4.986 4.895 4.788 4.671 4.535 4.384 4.216 4.024 3.808 3.570 3.292 2.978 2.602 2.142 1.522 0.176 0.000 0.000
   23 5.247 5.239 5.220 5.191 5.149 5.096 5.030 4.951 4.861 4.754 4.633 4.499 4.345 4.175 3.980 3.767 3.519 3.241 2.916 2.536 2.064 1.408 0.000 0.000 0.000
   24 5.218 5.210 5.192 5.162 5.120 5.067 5.000 4.920 4.826 4.721 4.598 4.462 4.305 4.133 3.937 3.718 3.467 3.182 2.849 2.453 1.951 1.233 0.000 0.000 0.000
