Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 11.833 11.833 11.833 11.833 11.833 11.833 11.833 11.833 11.833 11.833 11.560 10.418 9.704 9.035 8.344 7.582 6.695 5.581 3.964 0.000 0.000 0.000 0.000 0.000 0.000
    1 11.830 11.830 11.830 11.830 11.830 11.830 11.830 11.830 11.830 11.830 11.494 10.405 9.701 9.035 8.346 7.588 6.704 5.587 3.958 0.000 0.000 0.000 0.000 0.000 0.000
    2 11.826 11.826 11.826 11.826 11.826 11.826 11.826 11.826 11.826 11.826 11.393 10.371 9.677 9.019 8.333 7.581 6.707 5.611 4.036 0.000 0.000 0.000 0.000 0.000 0.000
    3 11.823 11.823 11.823 11.823 11.823 11.823 11.823 11.823 11.823 11.823 11.254 10.319 9.634 8.986 8.313 7.570 6.713 5.653 4.176 0.826 0.000 0.000 0.000 0.000 0.000
    4 11.820 11.820 11.820 11.820 11.820 11.820 11.820 11.820 11.820 11.820 11.113 10.249 9.584 8.945 8.280 7.553 6.722 5.709 4.350 1.928 0.000 0.000 0.000 0.000 0.000
    5 11.817 11.817 11.817 11.817 11.817 11.817 11.817 11.817 11.817 11.817 10.978 10.174 9.524 8.898 8.247 7.539 6.736 5.772 4.531 2.576 0.000 0.000 0.000 0.000 0.000
    6 11.815 11.815 11.815 11.815 11.815 11.815 11.815 11.815 11.815 11.815 10.858 10.101 9.469 8.853 8.218 7.529 6.755 5.846 4.703 3.037 0.000 0.000 0.000 0.000 0.000
    7 11.813 11.813 11.813 11.813 11.813 11.813 11.813 11.813 11.813 11.813 10.753 10.032 9.416 8.814 8.190 7.520 6.776 5.913 4.854 3.385 0.000 0.000 0.000 0.000 0.000
    8 11.812 11.812 11.812 11.812 11.812 11.812 11.812 11.812 11.812 11.812 10.670 9.975 9.372 8.781 8.175 7.523 6.800 5.973 4.974 3.637 0.987 0.000 0.000 0.000 0.000
    9 11.812 11.812 11.812 11.812 11.812 11.812 11.812 11.812 11.812 11.812 10.609 9.935 9.342 8.759 8.158 7.522 6.819 6.020 5.067 3.819 1.676 0.000 0.000 0.000 0.000
   10 11.812 11.812 11.812 11.812 11.812 11.812 11.812 11.812 11.812 11.812 10.569 9.906 9.320 8.743 8.151 7.524 6.835 6.050 5.127 3.935 2.005 0.000 0.000 0.000 0.000
   11 11.813 11.813 11.813 11.813 11.813 11.813 11.813 11.813 11.813 11.813 10.553 9.895 9.312 8.734 8.148 7.522 6.842 6.069 5.157 3.989 2.135 0.000 0.000 0.000 0.000
   12 11.814 11.814 11.814 11.814 11.814 11.814 11.814 11.814 11.814 11.814 10.560 9.899 9.311 8.739 8.147 7.524 6.837 6.067 5.152 3.980 2.122 0.000 0.000 0.000 0.000
   13 11.816 11.816 11.816 11.816 11.816 11.816 11.816 11.816 11.816 11.816 10.592 9.920 9.325 8.747 8.152 7.520 6.827 6.042 5.112 3.907 1.951 0.000 0.000 0.000 0.000
   14 11.819 11.819 11.819 11.819 11.819 11.819 11.819 11.819 11.819 11.819 10.649 9.955 9.352 8.763 8.160 7.515 6.808 6.006 5.041 3.781 1.579 0.000 0.000 0.000 0.000
   15 11.822 11.822 11.822 11.822 11.822 11.822 11.822 11.822 11.822 11.822 10.730 10.011 9.391 8.792 8.170 7.513 6.786 5.948 4.938 3.578 0.718 0.000 0.000 0.000 0.000
   16 11.825 11.825 11.825 11.825 11.825 11.825 11.825 11.825 11.825 11.825 10.840 10.078 9.441 8.825 8.193 7.510 6.756 5.879 4.797 3.291 0.000 0.000 0.000 0.000 0.000
   17 11.829 11.829 11.829 11.829 11.829 11.829 11.829 11.829 11.829 11.829 10.981 10.159 9.502 8.873 8.217 7.515 6.728 5.800 4.631 2.905 0.000 0.000 0.000 0.000 0.000
   18 11.834 11.834 11.834 11.834 11.834 11.834 11.834 11.834 11.834 11.834 11.153 10.253 9.571 8.920 8.252 7.525 6.701 5.721 4.438 2.366 0.000 0.000 0.000 0.000 0.000
   19 11.838 11.838 11.838 11.838 11.838 11.838 11.838 11.838 11.838 11.838 11.363 10.347 9.642 8.976 8.291 7.542 6.684 5.636 4.224 1.534 0.000 0.000 0.000 0.000 0.000
   20 11.843 11.843 11.843 11.843 11.843 11.843 11.843 11.843 11.843 11.843 11.830 10.437 9.706 9.029 8.326 7.558 6.671 5.568 4.008 0.000 0.000 0.000 0.000 0.000 0.000
   21 11.847 11.847 11.847 11.847 11.847 11.847 11.847 11.847 11.847 11.847 11.847 10.511 9.760 9.066 8.355 7.575 6.660 5.511 3.818 0.000 0.000 0.000 0.000 0.000 0.000
   22 11.852 11.852 11.852 11.852 11.852 11.852 11.852 11.852 11.852 11.852 11.852 10.566 9.793 9.091 8.371 7.581 6.656 5.479 3.698 0.000 0.000 0.000 0.000 0.000 0.000
   23 11.856 11.856 11.856 11.856 11.856 11.856 11.856 11.856 11.856 11.856 11.856 10.592 9.807 9.097 8.374 7.578 6.647 5.462 3.674 0.000 0.000 0.000 0.000 0.000 0.000
   24 11.860 11.860 11.860 11.860 11.860 11.860 11.860 11.860 11.860 11.860 11.860 10.587 9.796 9.087 8.358 7.565 6.637 5.471 3.751 0.000 0.000 0.000 0.000 0.000 0.000
   25 11.863 11.863 11.863 11.863 11.863 11.863 11.863 11.863 11.863 11.863 11.863 10.552 9.767 9.057 8.331 7.544 6.633 5.502 3.900 0.000 0.000 0.000 0.000 0.000 0.000
   26 11.865 11.865 11.865 11.865 11.865 11.865 11.865 11.865 11.865 11.865 11.865 10.497 9.723 9.016 8.299 7.522 6.634 5.554 4.077 0.962 0.000 0.000 0.000 0.000 0.000
   27 11.867 11.867 11.867 11.867 11.867 11.867 11.867 11.867 11.867 11.867 11.867 10.432 9.671 8.974 8.266 7.505 6.644 5.613 4.258 1.912 0.000 0.000 0.000 0.000 0.000
   28 11.869 11.869 11.869 11.869 11.869 11.869 11.869 11.869 11.869 11.869 11.557 10.363 9.619 8.931 8.237 7.495 6.661 5.677 4.421 2.457 0.000 0.000 0.000 0.000 0.000
   29 11.869 11.869 11.869 11.869 11.869 11.869 11.869 11.869 11.869 11.869 11.360 10.295 9.568 8.896 8.211 7.487 6.677 5.739 4.562 2.832 0.000 0.000 0.000 0.000 0.000
   30 11.869 11.869 11.869 11.869 11.869 11.869 11.869 11.869 11.869 11.869 11.218 10.237 9.528 8.864 8.193 7.482 6.698 5.793 4.677 3.099 0.000 0.000 0.000 0.000 0.000
   31 11.867 11.867 11.867 11.867 11.867 11.867 11.867 11.867 11.867 11.867 11.112 10.189 9.492 8.842 8.183 7.481 6.718 5.837 4.766 3.289 0.000 0.000 0.000 0.000 0.000
   32 11.865 11.865 11.865 11.865 11.865 11.865 11.865 11.865 11.865 11.865 11.035 10.150 9.468 8.823 8.172 7.486 6.730 5.870 4.826 3.413 0.000 0.000 0.000 0.000 0.000
   33 11.862 11.862 11.862 11.862 11.862 11.862 11.862 11.862 11.862 11.862 10.982 10.124 9.452 8.812 8.171 7.491 6.741 5.892 4.863 3.487 0.000 0.000 0.000 0.000 0.000
   34 11.858 11.858 11.858 11.858 11.858 11.858 11.858 11.858 11.858 11.858 10.947 10.109 9.441 8.810 8.169 7.492 6.749 5.900 4.882 3.510 0.233 0.000 0.000 0.000 0.000
   35 11.854 11.854 11.854 11.854 11.854 11.854 11.854 11.854 11.854 11.854 10.931 10.105 9.442 8.811 8.173 7.496 6.753 5.904 4.875 3.490 0.000 0.000 0.000 0.000 0.000
   36 11.850 11.850 11.850 11.850 11.850 11.850 11.850 11.850 11.850 11.850 10.925 10.105 9.447 8.816 8.177 7.498 6.754 5.895 4.855 3.434 0.000 0.000 0.000 0.000 0.000
   37 11.845 11.845 11.845 11.845 11.845 11.845 11.845 11.845 11.845 11.845 10.930 10.114 9.454 8.828 8.187 7.504 6.751 5.881 4.814 3.337 0.000 0.000 0.000 0.000 0.000
   38 11.839 11.839 11.839 11.839 11.839 11.839 11.839 11.839 11.839 11.839 10.945 10.127 9.472 8.844 8.199 7.510 6.743 5.859 4.758 3.208 0.000 0.000 0.000 0.000 0.000
   39 11.834 11.834 11.834 11.834 11.834 11.834 11.834 11.834 11.834 11.834 10.964 10.146 9.489 8.857 8.213 7.517 6.740 5.835 4.699 3.046 0.000 0.000 0.000 0.000 0.000
   40 11.829 11.829 11.829 11.829 11.829 11.829 11.829 11.829 11.829 11.829 10.985 10.165 9.507 8.878 8.228 7.527 6.740 5.809 4.628 2.846 0.000 0.000 0.000 0.000 0.000
   41 11.824 11.824 11.824 11.824 11.824 11.824 11.824 11.824 11.824 11.824 11.008 10.184 9.529 8.897 8.244 7.536 6.739 5.783 4.549 2.606 0.000 0.000 0.000 0.000 0.000
   42 11.819 11.819 11.819 11.819 11.819 11.819 11.819 11.819 11.819 11.819 11.030 10.203 9.548 8.920 8.264 7.550 6.739 5.762 4.479 2.330 0.000 0.000 0.000 0.000 0.000
   43 11.815 11.815 11.815 11.815 11.815 11.815 11.815 11.815 11.815 11.815 11.048 10.217 9.567 8.936 8.280 7.562 6.742 5.743 4.406 2.020 0.000 0.000 0.000 0.000 0.000
   44 11.811 11.811 11.811 11.811 11.811 11.811 11.811 11.811 11.811 11.811 11.059 10.230 9.580 8.951 8.292 7.571 6.744 5.731 4.349 1.680 0.000 0.000 0.000 0.000 0.000
   45 11.808 11.808 11.808 11.808 11.808 11.808 11.808 11.808 11.808 11.808 11.064 10.240 9.587 8.961 8.305 7.585 6.747 5.723 4.307 1.338 0.000 0.000 0.000 0.000 0.000
   46 11.806 11.806 11.806 11.806 11.806 11.806 11.806 11.806 11.806 11.806 11.062 10.240 9.592 8.966 8.310 7.589 6.752 5.720 4.282 1.073 0.000 0.000 0.000 0.000 0.000
   47 11.804 11.804 11.804 11.804 11.804 11.804 11.804 11.804 11.804 11.804 11.052 10.237 9.592 8.966 8.312 7.592 6.754 5.720 4.281 1.024 0.000 0.000 0.000 0.000 0.000
   48 11.804 11.804 11.804 11.804 11.804 11.804 11.804 11.804 11.804 11.804 11.035 10.227 9.584 8.961 8.308 7.590 6.756 5.729 4.305 1.239 0.000 0.000 0.000 0.000 0.000
   49 11.804 11.804 11.804 11.804 11.804 11.804 11.804 11.804 11.804 11.804 11.009 10.209 9.572 8.948 8.298 7.581 6.756 5.740 4.354 1.592 0.000 0.000 0.000 0.000 0.000
