Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 5.545 5.526 5.486 5.431 5.364 5.287 5.202 5.116 5.019 4.907 4.778 4.630 4.461 4.269 4.051 3.803 3.512 3.173 2.772 2.264 1.559 0.000 0.000 0.000 0.000
    1 5.572 5.553 5.513 5.459 5.392 5.314 5.230 5.146 5.049 4.937 4.810 4.660 4.494 4.302 4.086 3.835 3.551 3.215 2.818 2.322 1.635 0.000 0.000 0.000 0.000
    2 5.598 5.580 5.540 5.486 5.420 5.343 5.259 5.173 5.079 4.967 4.840 4.695 4.529 4.340 4.124 3.879 3.601 3.273 2.884 2.404 1.754 0.482 0.000 0.000 0.000
    3 5.623 5.605 5.565 5.511 5.446 5.370 5.287 5.203 5.108 4.998 4.872 4.727 4.566 4.379 4.169 3.931 3.657 3.339 2.965 2.505 1.906 0.915 0.000 0.000 0.000
    4 5.646 5.628 5.589 5.535 5.469 5.394 5.312 5.228 5.136 5.027 4.904 4.761 4.603 4.422 4.218 3.983 3.722 3.415 3.056 2.624 2.072 1.251 0.000 0.000 0.000
    5 5.667 5.648 5.609 5.555 5.491 5.416 5.336 5.252 5.160 5.053 4.932 4.794 4.637 4.459 4.261 4.035 3.780 3.488 3.147 2.744 2.238 1.533 0.000 0.000 0.000
    6 5.684 5.665 5.627 5.573 5.509 5.435 5.354 5.272 5.181 5.076 4.957 4.821 4.669 4.499 4.304 4.088 3.840 3.562 3.237 2.853 2.389 1.768 0.669 0.000 0.000
    7 5.697 5.679 5.640 5.587 5.523 5.450 5.370 5.288 5.201 5.098 4.979 4.848 4.696 4.528 4.342 4.129 3.894 3.623 3.317 2.953 2.523 1.965 1.118 0.000 0.000
    8 5.706 5.688 5.649 5.597 5.534 5.460 5.382 5.301 5.211 5.110 4.995 4.866 4.719 4.555 4.374 4.164 3.936 3.676 3.381 3.037 2.624 2.110 1.389 0.000 0.000
    9 5.711 5.693 5.654 5.602 5.539 5.466 5.387 5.307 5.222 5.121 5.006 4.879 4.732 4.573 4.392 4.191 3.967 3.717 3.426 3.095 2.703 2.220 1.559 0.000 0.000
   10 5.711 5.693 5.654 5.602 5.539 5.468 5.389 5.309 5.223 5.124 5.009 4.884 4.740 4.580 4.405 4.205 3.987 3.734 3.454 3.131 2.747 2.282 1.664 0.458 0.000
   11 5.707 5.688 5.649 5.597 5.535 5.463 5.385 5.305 5.217 5.120 5.005 4.880 4.739 4.579 4.401 4.207 3.989 3.740 3.456 3.140 2.761 2.300 1.696 0.588 0.000
   12 5.697 5.678 5.640 5.587 5.525 5.452 5.374 5.294 5.206 5.109 4.996 4.869 4.727 4.565 4.390 4.193 3.975 3.726 3.442 3.122 2.739 2.278 1.659 0.488 0.000
   13 5.683 5.664 5.625 5.573 5.510 5.437 5.357 5.278 5.192 5.091 4.978 4.849 4.704 4.545 4.367 4.167 3.946 3.689 3.405 3.077 2.690 2.206 1.565 0.000 0.000
   14 5.664 5.645 5.606 5.553 5.490 5.417 5.336 5.257 5.167 5.066 4.951 4.822 4.678 4.513 4.332 4.129 3.898 3.641 3.346 3.006 2.601 2.092 1.385 0.000 0.000
   15 5.641 5.622 5.583 5.529 5.466 5.392 5.311 5.229 5.140 5.037 4.920 4.788 4.639 4.471 4.285 4.075 3.840 3.573 3.266 2.911 2.481 1.931 1.093 0.000 0.000
   16 5.614 5.595 5.556 5.502 5.437 5.362 5.280 5.199 5.109 5.002 4.883 4.747 4.595 4.425 4.233 4.013 3.772 3.491 3.169 2.789 2.326 1.709 0.553 0.000 0.000
   17 5.584 5.565 5.525 5.471 5.406 5.330 5.247 5.163 5.071 4.964 4.841 4.703 4.546 4.371 4.170 3.944 3.689 3.397 3.057 2.649 2.139 1.412 0.000 0.000 0.000
   18 5.551 5.532 5.493 5.438 5.372 5.295 5.212 5.127 5.033 4.923 4.798 4.655 4.493 4.312 4.105 3.870 3.602 3.296 2.933 2.489 1.915 1.010 0.000 0.000 0.000
   19 5.517 5.498 5.458 5.403 5.336 5.259 5.173 5.089 4.992 4.880 4.753 4.607 4.438 4.252 4.039 3.795 3.514 3.189 2.803 2.320 1.666 0.204 0.000 0.000 0.000
   20 5.482 5.463 5.423 5.367 5.300 5.221 5.136 5.049 4.950 4.838 4.707 4.557 4.385 4.194 3.972 3.721 3.430 3.084 2.672 2.148 1.397 0.000 0.000 0.000 0.000
   21 5.448 5.428 5.388 5.332 5.264 5.184 5.097 5.009 4.912 4.794 4.663 4.511 4.337 4.137 3.912 3.652 3.347 2.991 2.556 1.992 1.118 0.000 0.000 0.000 0.000
   22 5.414 5.395 5.354 5.298 5.228 5.150 5.062 4.974 4.873 4.758 4.622 4.466 4.289 4.089 3.859 3.592 3.284 2.914 2.460 1.859 0.849 0.000 0.000 0.000 0.000
   23 5.383 5.363 5.322 5.265 5.196 5.116 5.028 4.938 4.839 4.720 4.585 4.428 4.252 4.049 3.816 3.543 3.231 2.857 2.395 1.775 0.629 0.000 0.000 0.000 0.000
   24 5.355 5.335 5.294 5.237 5.167 5.087 4.999 4.908 4.808 4.690 4.555 4.398 4.222 4.017 3.783 3.514 3.199 2.821 2.359 1.735 0.542 0.000 0.000 0.000 0.000
   25 5.330 5.310 5.269 5.211 5.142 5.062 4.973 4.883 4.781 4.665 4.530 4.375 4.197 3.994 3.764 3.494 3.182 2.815 2.357 1.745 0.616 0.000 0.000 0.000 0.000
   26 5.311 5.291 5.249 5.192 5.121 5.042 4.954 4.863 4.764 4.647 4.511 4.359 4.183 3.983 3.756 3.493 3.188 2.824 2.378 1.790 0.788 0.000 0.000 0.000 0.000
   27 5.297 5.277 5.235 5.177 5.107 5.027 4.940 4.848 4.751 4.634 4.502 4.348 4.174 3.979 3.758 3.501 3.200 2.850 2.419 1.867 0.980 0.000 0.000 0.000 0.000
   28 5.288 5.268 5.226 5.169 5.099 5.019 4.933 4.843 4.743 4.629 4.497 4.348 4.179 3.984 3.768 3.518 3.226 2.887 2.479 1.955 1.170 0.000 0.000 0.000 0.000
   29 5.286 5.266 5.225 5.168 5.098 5.018 4.932 4.843 4.746 4.633 4.503 4.354 4.190 3.998 3.785 3.540 3.259 2.931 2.541 2.045 1.341 0.000 0.000 0.000 0.000
   30 5.291 5.271 5.229 5.172 5.103 5.024 4.937 4.851 4.752 4.640 4.514 4.367 4.205 4.019 3.809 3.571 3.296 2.979 2.604 2.137 1.491 0.000 0.000 0.000 0.000
   31 5.301 5.281 5.240 5.183 5.115 5.036 4.950 4.864 4.767 4.657 4.532 4.387 4.225 4.044 3.837 3.602 3.341 3.030 2.667 2.220 1.621 0.478 0.000 0.000 0.000
   32 5.318 5.298 5.256 5.200 5.132 5.054 4.968 4.881 4.787 4.677 4.552 4.411 4.252 4.071 3.870 3.638 3.380 3.081 2.725 2.293 1.728 0.786 0.000 0.000 0.000
   33 5.340 5.320 5.279 5.223 5.154 5.077 4.992 4.906 4.812 4.704 4.581 4.440 4.281 4.106 3.904 3.679 3.421 3.125 2.777 2.361 1.817 0.978 0.000 0.000 0.000
   34 5.367 5.347 5.305 5.250 5.182 5.105 5.021 4.935 4.843 4.733 4.611 4.473 4.317 4.138 3.940 3.714 3.463 3.171 2.831 2.419 1.896 1.106 0.000 0.000 0.000
   35 5.397 5.377 5.336 5.281 5.214 5.137 5.054 4.967 4.875 4.767 4.645 4.507 4.350 4.175 3.980 3.754 3.499 3.210 2.874 2.470 1.960 1.201 0.000 0.000 0.000
   36 5.431 5.412 5.371 5.316 5.249 5.173 5.090 5.004 4.910 4.804 4.683 4.544 4.388 4.212 4.014 3.791 3.544 3.251 2.915 2.515 2.005 1.268 0.000 0.000 0.000
   37 5.467 5.448 5.407 5.353 5.286 5.210 5.127 5.043 4.949 4.842 4.721 4.581 4.426 4.251 4.053 3.833 3.579 3.290 2.954 2.550 2.044 1.316 0.000 0.000 0.000
   38 5.504 5.485 5.445 5.391 5.325 5.248 5.165 5.082 4.990 4.882 4.759 4.620 4.464 4.288 4.089 3.867 3.616 3.323 2.987 2.583 2.077 1.354 0.000 0.000 0.000
   39 5.542 5.523 5.483 5.428 5.363 5.287 5.205 5.119 5.027 4.922 4.797 4.659 4.502 4.326 4.128 3.902 3.651 3.355 3.019 2.611 2.101 1.373 0.000 0.000 0.000
   40 5.578 5.559 5.520 5.466 5.400 5.325 5.242 5.158 5.066 4.958 4.836 4.698 4.542 4.363 4.162 3.940 3.682 3.386 3.049 2.637 2.119 1.387 0.000 0.000 0.000
   41 5.613 5.594 5.555 5.502 5.436 5.360 5.279 5.194 5.102 4.996 4.872 4.734 4.575 4.397 4.198 3.970 3.715 3.416 3.071 2.660 2.137 1.396 0.000 0.000 0.000
   42 5.646 5.627 5.588 5.534 5.469 5.395 5.312 5.229 5.137 5.029 4.907 4.767 4.610 4.429 4.228 4.002 3.745 3.442 3.097 2.682 2.155 1.405 0.000 0.000 0.000
   43 5.675 5.656 5.617 5.564 5.498 5.425 5.342 5.259 5.166 5.060 4.937 4.798 4.639 4.461 4.260 4.028 3.770 3.471 3.119 2.699 2.173 1.410 0.000 0.000 0.000
   44 5.700 5.681 5.643 5.589 5.524 5.451 5.369 5.286 5.192 5.086 4.963 4.824 4.665 4.487 4.283 4.054 3.793 3.490 3.142 2.718 2.186 1.424 0.000 0.000 0.000
   45 5.721 5.703 5.664 5.611 5.547 5.473 5.391 5.307 5.217 5.108 4.987 4.847 4.688 4.509 4.308 4.073 3.815 3.512 3.161 2.737 2.205 1.438 0.000 0.000 0.000
   46 5.737 5.719 5.680 5.627 5.563 5.489 5.408 5.326 5.232 5.127 5.004 4.863 4.707 4.526 4.321 4.093 3.831 3.532 3.180 2.756 2.225 1.462 0.000 0.000 0.000
   47 5.748 5.730 5.691 5.639 5.575 5.500 5.419 5.335 5.244 5.138 5.017 4.876 4.717 4.539 4.338 4.109 3.844 3.545 3.197 2.777 2.246 1.501 0.000 0.000 0.000
   48 5.754 5.736 5.697 5.645 5.581 5.506 5.425 5.343 5.252 5.145 5.022 4.884 4.727 4.549 4.348 4.119 3.858 3.562 3.210 2.795 2.272 1.540 0.000 0.000 0.000
   49 5.755 5.737 5.698 5.646 5.581 5.508 5.427 5.345 5.252 5.145 5.026 4.888 4.729 4.554 4.352 4.124 3.869 3.573 3.225 2.817 2.303 1.589 0.000 0.000 0.000
   50 5.750 5.732 5.694 5.641 5.577 5.504 5.422 5.341 5.250 5.144 5.023 4.884 4.728 4.552 4.354 4.128 3.874 3.581 3.241 2.837 2.331 1.644 0.000 0.000 0.000
   51 5.741 5.723 5.684 5.631 5.568 5.493 5.412 5.331 5.240 5.134 5.013 4.879 4.722 4.547 4.352 4.126 3.875 3.586 3.249 2.853 2.360 1.695 0.214 0.000 0.000
   52 5.727 5.709 5.670 5.617 5.553 5.480 5.399 5.318 5.225 5.120 5.001 4.865 4.711 4.538 4.343 4.124 3.872 3.591 3.262 2.870 2.390 1.751 0.539 0.000 0.000
   53 5.709 5.690 5.651 5.599 5.534 5.461 5.380 5.298 5.209 5.105 4.984 4.847 4.696 4.526 4.333 4.114 3.869 3.588 3.266 2.883 2.415 1.803 0.726 0.000 0.000
   54 5.686 5.668 5.629 5.577 5.512 5.438 5.357 5.276 5.187 5.082 4.963 4.830 4.678 4.505 4.315 4.102 3.858 3.583 3.266 2.890 2.435 1.845 0.862 0.000 0.000
   55 5.661 5.642 5.603 5.550 5.485 5.412 5.331 5.249 5.160 5.055 4.938 4.804 4.655 4.488 4.298 4.085 3.844 3.573 3.259 2.896 2.449 1.873 0.955 0.000 0.000
   56 5.633 5.614 5.575 5.521 5.457 5.383 5.302 5.221 5.130 5.029 4.912 4.778 4.629 4.462 4.272 4.062 3.824 3.557 3.246 2.887 2.452 1.890 1.010 0.000 0.000
   57 5.602 5.583 5.544 5.490 5.426 5.352 5.271 5.190 5.099 4.996 4.881 4.748 4.598 4.431 4.244 4.037 3.803 3.532 3.230 2.870 2.440 1.886 1.025 0.000 0.000
   58 5.570 5.551 5.511 5.458 5.393 5.319 5.238 5.156 5.066 4.964 4.847 4.715 4.566 4.401 4.212 4.005 3.767 3.503 3.197 2.841 2.415 1.857 0.995 0.000 0.000
   59 5.538 5.518 5.478 5.425 5.360 5.285 5.205 5.120 5.031 4.928 4.811 4.680 4.528 4.363 4.177 3.967 3.732 3.465 3.159 2.799 2.369 1.806 0.907 0.000 0.000
   60 5.505 5.486 5.446 5.391 5.326 5.252 5.169 5.086 4.996 4.893 4.776 4.640 4.490 4.323 4.136 3.926 3.689 3.418 3.107 2.748 2.305 1.729 0.737 0.000 0.000
   61 5.473 5.454 5.413 5.359 5.293 5.218 5.136 5.052 4.961 4.857 4.738 4.604 4.452 4.282 4.093 3.880 3.635 3.361 3.047 2.675 2.220 1.603 0.376 0.000 0.000
   62 5.443 5.423 5.383 5.328 5.261 5.186 5.103 5.018 4.927 4.821 4.700 4.563 4.409 4.237 4.044 3.828 3.580 3.298 2.973 2.589 2.109 1.444 0.000 0.000 0.000
   63 5.414 5.394 5.353 5.298 5.232 5.154 5.071 4.984 4.892 4.785 4.662 4.524 4.365 4.189 3.993 3.771 3.517 3.224 2.888 2.480 1.970 1.215 0.000 0.000 0.000
   64 5.388 5.369 5.328 5.272 5.204 5.127 5.042 4.956 4.862 4.752 4.624 4.484 4.324 4.146 3.942 3.711 3.449 3.146 2.791 2.359 1.794 0.879 0.000 0.000 0.000
   65 5.366 5.346 5.304 5.248 5.180 5.102 5.017 4.929 4.831 4.719 4.592 4.449 4.285 4.099 3.889 3.648 3.373 3.056 2.681 2.217 1.585 0.000 0.000 0.000 0.000
   66 5.347 5.327 5.286 5.228 5.160 5.080 4.995 4.905 4.806 4.694 4.565 4.413 4.246 4.055 3.836 3.588 3.300 2.969 2.564 2.060 1.330 0.000 0.000 0.000 0.000
   67 5.331 5.311 5.269 5.213 5.144 5.063 4.976 4.886 4.785 4.669 4.536 4.384 4.212 4.013 3.788 3.528 3.229 2.876 2.449 1.889 1.002 0.000 0.000 0.000 0.000
   68 5.320 5.301 5.259 5.201 5.131 5.051 4.963 4.870 4.770 4.652 4.517 4.360 4.184 3.978 3.748 3.478 3.170 2.796 2.334 1.718 0.546 0.000 0.000 0.000 0.000
