Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 6.999 6.921 6.818 6.701 6.569 6.421 6.259 6.081 5.890 5.679 5.453 5.208 4.942 4.656 4.341 3.997 3.615 3.176 2.670 2.042 1.105 0.000 0.000 0.000 0.000
    1 7.008 6.931 6.830 6.714 6.582 6.435 6.274 6.097 5.906 5.699 5.473 5.231 4.967 4.684 4.372 4.027 3.649 3.221 2.722 2.114 1.236 0.000 0.000 0.000 0.000
    2 7.018 6.942 6.842 6.727 6.596 6.450 6.290 6.114 5.923 5.716 5.490 5.250 4.986 4.703 4.391 4.053 3.674 3.247 2.751 2.143 1.286 0.000 0.000 0.000 0.000
    3 7.028 6.953 6.854 6.740 6.611 6.465 6.305 6.130 5.939 5.733 5.508 5.263 5.002 4.716 4.404 4.062 3.681 3.249 2.754 2.142 1.272 0.000 0.000 0.000 0.000
    4 7.037 6.963 6.867 6.754 6.624 6.480 6.319 6.144 5.953 5.745 5.520 5.275 5.011 4.723 4.408 4.060 3.675 3.236 2.726 2.098 1.225 0.000 0.000 0.000 0.000
    5 7.045 6.973 6.878 6.766 6.638 6.493 6.334 6.157 5.966 5.757 5.529 5.284 5.016 4.722 4.401 4.050 3.655 3.206 2.680 2.024 1.053 0.000 0.000 0.000 0.000
    6 7.052 6.982 6.888 6.777 6.649 6.507 6.346 6.171 5.977 5.768 5.538 5.286 5.015 4.718 4.392 4.028 3.623 3.160 2.611 1.915 0.778 0.000 0.000 0.000 0.000
    7 7.058 6.988 6.896 6.786 6.660 6.517 6.357 6.180 5.988 5.775 5.543 5.289 5.013 4.706 4.373 4.000 3.581 3.103 2.528 1.776 0.117 0.000 0.000 0.000 0.000
    8 7.062 6.993 6.902 6.793 6.667 6.525 6.365 6.188 5.994 5.779 5.545 5.289 5.005 4.695 4.353 3.974 3.542 3.043 2.438 1.618 0.000 0.000 0.000 0.000 0.000
    9 7.064 6.996 6.906 6.798 6.672 6.530 6.371 6.194 5.996 5.782 5.546 5.285 4.999 4.686 4.336 3.944 3.499 2.982 2.346 1.457 0.000 0.000 0.000 0.000 0.000
   10 7.064 6.997 6.907 6.799 6.674 6.532 6.373 6.195 5.997 5.783 5.543 5.280 4.991 4.673 4.317 3.919 3.463 2.932 2.270 1.329 0.000 0.000 0.000 0.000 0.000
   11 7.062 6.995 6.905 6.798 6.672 6.531 6.370 6.192 5.996 5.778 5.538 5.275 4.984 4.660 4.301 3.897 3.438 2.896 2.218 1.221 0.000 0.000 0.000 0.000 0.000
   12 7.058 6.991 6.900 6.792 6.668 6.524 6.364 6.187 5.988 5.771 5.531 5.266 4.975 4.654 4.293 3.888 3.426 2.881 2.196 1.170 0.000 0.000 0.000 0.000 0.000
   13 7.053 6.984 6.893 6.784 6.659 6.516 6.354 6.178 5.978 5.762 5.520 5.259 4.966 4.644 4.289 3.884 3.426 2.883 2.210 1.205 0.000 0.000 0.000 0.000 0.000
   14 7.045 6.976 6.883 6.774 6.647 6.503 6.342 6.163 5.967 5.748 5.511 5.248 4.959 4.638 4.285 3.890 3.438 2.907 2.249 1.300 0.000 0.000 0.000 0.000 0.000
   15 7.036 6.965 6.871 6.760 6.632 6.487 6.326 6.146 5.949 5.732 5.496 5.235 4.950 4.634 4.287 3.898 3.456 2.942 2.307 1.422 0.000 0.000 0.000 0.000 0.000
   16 7.026 6.953 6.857 6.744 6.615 6.470 6.307 6.129 5.932 5.715 5.479 5.223 4.942 4.632 4.291 3.908 3.480 2.980 2.375 1.551 0.000 0.000 0.000 0.000 0.000
   17 7.014 6.940 6.842 6.728 6.597 6.450 6.288 6.108 5.911 5.698 5.464 5.208 4.929 4.624 4.291 3.919 3.500 3.019 2.436 1.668 0.000 0.000 0.000 0.000 0.000
