Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 11.107 11.107 11.107 11.107 11.107 11.107 11.107 11.107 10.971 10.031 9.483 8.977 8.468 7.933 7.350 6.695 5.935 5.004 3.770 1.604 0.000 0.000 0.000 0.000 0.000
    1 11.105 11.105 11.105 11.105 11.105 11.105 11.105 11.105 10.888 10.021 9.480 8.979 8.473 7.938 7.355 6.703 5.939 5.016 3.778 1.604 0.000 0.000 0.000 0.000 0.000
    2 11.103 11.103 11.103 11.103 11.103 11.103 11.103 11.103 10.786 9.996 9.462 8.968 8.466 7.934 7.357 6.711 5.957 5.048 3.848 1.827 0.000 0.000 0.000 0.000 0.000
    3 11.101 11.101 11.101 11.101 11.101 11.101 11.101 11.101 10.697 9.960 9.436 8.946 8.450 7.926 7.354 6.718 5.985 5.104 3.965 2.182 0.000 0.000 0.000 0.000 0.000
    4 11.099 11.099 11.099 11.099 11.099 11.099 11.099 11.099 10.595 9.911 9.399 8.916 8.425 7.909 7.352 6.729 6.019 5.177 4.110 2.552 0.000 0.000 0.000 0.000 0.000
    5 11.097 11.097 11.097 11.097 11.097 11.097 11.097 11.097 10.501 9.862 9.362 8.884 8.402 7.892 7.344 6.742 6.056 5.257 4.266 2.901 0.000 0.000 0.000 0.000 0.000
    6 11.096 11.096 11.096 11.096 11.096 11.096 11.096 11.096 10.417 9.812 9.321 8.852 8.377 7.878 7.341 6.756 6.096 5.336 4.413 3.197 0.788 0.000 0.000 0.000 0.000
    7 11.095 11.095 11.095 11.095 11.095 11.095 11.095 11.095 10.345 9.765 9.284 8.821 8.354 7.866 7.341 6.771 6.135 5.411 4.548 3.440 1.653 0.000 0.000 0.000 0.000
    8 11.094 11.094 11.094 11.094 11.094 11.094 11.094 11.094 10.284 9.726 9.253 8.798 8.336 7.855 7.342 6.785 6.172 5.476 4.656 3.628 2.108 0.000 0.000 0.000 0.000
    9 11.094 11.094 11.094 11.094 11.094 11.094 11.094 11.094 10.242 9.697 9.230 8.779 8.322 7.847 7.342 6.797 6.201 5.523 4.741 3.769 2.393 0.000 0.000 0.000 0.000
   10 11.094 11.094 11.094 11.094 11.094 11.094 11.094 11.094 10.215 9.679 9.214 8.765 8.313 7.843 7.345 6.806 6.220 5.560 4.793 3.857 2.562 0.000 0.000 0.000 0.000
   11 11.094 11.094 11.094 11.094 11.094 11.094 11.094 11.094 10.204 9.671 9.206 8.760 8.310 7.841 7.345 6.813 6.227 5.574 4.818 3.894 2.641 0.000 0.000 0.000 0.000
   12 11.095 11.095 11.095 11.095 11.095 11.095 11.095 11.095 10.210 9.672 9.209 8.760 8.308 7.839 7.343 6.807 6.224 5.568 4.808 3.889 2.627 0.000 0.000 0.000 0.000
   13 11.097 11.097 11.097 11.097 11.097 11.097 11.097 11.097 10.234 9.689 9.217 8.769 8.312 7.842 7.341 6.799 6.210 5.543 4.771 3.827 2.524 0.000 0.000 0.000 0.000
   14 11.098 11.098 11.098 11.098 11.098 11.098 11.098 11.098 10.277 9.716 9.239 8.781 8.322 7.841 7.334 6.786 6.183 5.502 4.704 3.720 2.319 0.000 0.000 0.000 0.000
   15 11.100 11.100 11.100 11.100 11.100 11.100 11.100 11.100 10.340 9.753 9.268 8.803 8.334 7.848 7.326 6.769 6.146 5.436 4.608 3.560 1.977 0.000 0.000 0.000 0.000
   16 11.103 11.103 11.103 11.103 11.103 11.103 11.103 11.103 10.421 9.802 9.304 8.830 8.354 7.854 7.324 6.744 6.101 5.359 4.482 3.341 1.423 0.000 0.000 0.000 0.000
   17 11.105 11.105 11.105 11.105 11.105 11.105 11.105 11.105 10.527 9.859 9.349 8.864 8.378 7.868 7.322 6.724 6.048 5.274 4.328 3.064 0.000 0.000 0.000 0.000 0.000
   18 11.108 11.108 11.108 11.108 11.108 11.108 11.108 11.108 10.659 9.925 9.395 8.903 8.402 7.880 7.320 6.703 6.000 5.180 4.154 2.713 0.000 0.000 0.000 0.000 0.000
   19 11.111 11.111 11.111 11.111 11.111 11.111 11.111 11.111 10.827 9.989 9.443 8.940 8.433 7.898 7.324 6.685 5.955 5.081 3.968 2.278 0.000 0.000 0.000 0.000 0.000
   20 11.114 11.114 11.114 11.114 11.114 11.114 11.114 11.114 11.114 10.053 9.488 8.976 8.459 7.917 7.330 6.669 5.909 4.992 3.785 1.752 0.000 0.000 0.000 0.000 0.000
   21 11.117 11.117 11.117 11.117 11.117 11.117 11.117 11.117 11.117 10.108 9.527 9.004 8.480 7.929 7.331 6.661 5.873 4.917 3.626 1.137 0.000 0.000 0.000 0.000 0.000
   22 11.119 11.119 11.119 11.119 11.119 11.119 11.119 11.119 11.119 10.145 9.550 9.017 8.491 7.938 7.328 6.648 5.851 4.866 3.522 0.423 0.000 0.000 0.000 0.000 0.000
   23 11.122 11.122 11.122 11.122 11.122 11.122 11.122 11.122 11.122 10.167 9.559 9.025 8.491 7.932 7.322 6.639 5.835 4.847 3.492 0.000 0.000 0.000 0.000 0.000 0.000
   24 11.125 11.125 11.125 11.125 11.125 11.125 11.125 11.125 11.125 10.171 9.557 9.016 8.479 7.923 7.314 6.631 5.834 4.860 3.543 0.802 0.000 0.000 0.000 0.000 0.000
   25 11.127 11.127 11.127 11.127 11.127 11.127 11.127 11.127 11.127 10.154 9.536 8.997 8.461 7.904 7.298 6.621 5.840 4.899 3.646 1.395 0.000 0.000 0.000 0.000 0.000
   26 11.128 11.128 11.128 11.128 11.128 11.128 11.128 11.128 11.128 10.118 9.511 8.972 8.438 7.882 7.284 6.623 5.863 4.953 3.780 1.888 0.000 0.000 0.000 0.000 0.000
   27 11.130 11.130 11.130 11.130 11.130 11.130 11.130 11.130 11.130 10.077 9.475 8.941 8.412 7.861 7.275 6.624 5.887 5.020 3.927 2.289 0.000 0.000 0.000 0.000 0.000
   28 11.130 11.130 11.130 11.130 11.130 11.130 11.130 11.130 11.130 10.031 9.440 8.910 8.386 7.843 7.263 6.633 5.920 5.089 4.064 2.614 0.000 0.000 0.000 0.000 0.000
   29 11.131 11.131 11.131 11.131 11.131 11.131 11.131 11.131 11.044 9.986 9.404 8.879 8.362 7.828 7.262 6.642 5.952 5.156 4.188 2.871 0.000 0.000 0.000 0.000 0.000
   30 11.130 11.130 11.130 11.130 11.130 11.130 11.130 11.130 10.825 9.941 9.374 8.856 8.344 7.818 7.261 6.656 5.983 5.216 4.290 3.069 0.463 0.000 0.000 0.000 0.000
   31 11.129 11.129 11.129 11.129 11.129 11.129 11.129 11.129 10.715 9.906 9.347 8.835 8.331 7.812 7.264 6.672 6.013 5.268 4.375 3.219 1.177 0.000 0.000 0.000 0.000
   32 11.128 11.128 11.128 11.128 11.128 11.128 11.128 11.128 10.656 9.878 9.327 8.825 8.323 7.810 7.268 6.682 6.036 5.301 4.435 3.323 1.485 0.000 0.000 0.000 0.000
   33 11.126 11.126 11.126 11.126 11.126 11.126 11.126 11.126 10.600 9.856 9.313 8.815 8.321 7.808 7.271 6.692 6.052 5.328 4.474 3.381 1.645 0.000 0.000 0.000 0.000
   34 11.124 11.124 11.124 11.124 11.124 11.124 11.124 11.124 10.564 9.843 9.309 8.813 8.319 7.814 7.278 6.698 6.065 5.341 4.494 3.414 1.712 0.000 0.000 0.000 0.000
   35 11.121 11.121 11.121 11.121 11.121 11.121 11.121 11.121 10.542 9.836 9.306 8.814 8.323 7.818 7.284 6.705 6.068 5.348 4.497 3.409 1.690 0.000 0.000 0.000 0.000
   36 11.118 11.118 11.118 11.118 11.118 11.118 11.118 11.118 10.528 9.835 9.310 8.819 8.330 7.825 7.291 6.712 6.072 5.341 4.483 3.378 1.591 0.000 0.000 0.000 0.000
   37 11.115 11.115 11.115 11.115 11.115 11.115 11.115 11.115 10.522 9.837 9.315 8.828 8.341 7.837 7.297 6.715 6.068 5.334 4.452 3.320 1.410 0.000 0.000 0.000 0.000
   38 11.111 11.111 11.111 11.111 11.111 11.111 11.111 11.111 10.522 9.845 9.325 8.840 8.351 7.846 7.306 6.720 6.064 5.315 4.415 3.242 1.115 0.000 0.000 0.000 0.000
   39 11.108 11.108 11.108 11.108 11.108 11.108 11.108 11.108 10.525 9.853 9.337 8.855 8.366 7.858 7.316 6.724 6.058 5.294 4.371 3.143 0.588 0.000 0.000 0.000 0.000
   40 11.104 11.104 11.104 11.104 11.104 11.104 11.104 11.104 10.530 9.862 9.352 8.867 8.380 7.870 7.325 6.726 6.053 5.272 4.319 3.030 0.000 0.000 0.000 0.000 0.000
   41 11.101 11.101 11.101 11.101 11.101 11.101 11.101 11.101 10.536 9.872 9.364 8.882 8.398 7.885 7.337 6.732 6.049 5.250 4.266 2.901 0.000 0.000 0.000 0.000 0.000
   42 11.098 11.098 11.098 11.098 11.098 11.098 11.098 11.098 10.540 9.881 9.375 8.895 8.411 7.900 7.346 6.739 6.042 5.229 4.211 2.774 0.000 0.000 0.000 0.000 0.000
   43 11.095 11.095 11.095 11.095 11.095 11.095 11.095 11.095 10.542 9.891 9.387 8.909 8.425 7.912 7.358 6.741 6.044 5.209 4.161 2.640 0.000 0.000 0.000 0.000 0.000
   44 11.093 11.093 11.093 11.093 11.093 11.093 11.093 11.093 10.543 9.895 9.394 8.918 8.433 7.926 7.366 6.749 6.038 5.193 4.118 2.524 0.000 0.000 0.000 0.000 0.000
   45 11.091 11.091 11.091 11.091 11.091 11.091 11.091 11.091 10.542 9.897 9.399 8.926 8.442 7.931 7.377 6.757 6.040 5.188 4.094 2.432 0.000 0.000 0.000 0.000 0.000
   46 11.090 11.090 11.090 11.090 11.090 11.090 11.090 11.090 10.535 9.898 9.403 8.931 8.447 7.937 7.383 6.759 6.043 5.183 4.078 2.379 0.000 0.000 0.000 0.000 0.000
   47 11.089 11.089 11.089 11.089 11.089 11.089 11.089 11.089 10.527 9.895 9.399 8.930 8.451 7.941 7.384 6.763 6.046 5.187 4.082 2.379 0.000 0.000 0.000 0.000 0.000
   48 11.088 11.088 11.088 11.088 11.088 11.088 11.088 11.088 10.513 9.887 9.397 8.926 8.447 7.939 7.382 6.765 6.052 5.196 4.102 2.432 0.000 0.000 0.000 0.000 0.000
   49 11.088 11.088 11.088 11.088 11.088 11.088 11.088 11.088 10.498 9.879 9.387 8.920 8.438 7.934 7.382 6.765 6.059 5.213 4.138 2.532 0.000 0.000 0.000 0.000 0.000
   50 11.089 11.089 11.089 11.089 11.089 11.089 11.089 11.089 10.477 9.866 9.376 8.907 8.430 7.923 7.374 6.763 6.067 5.236 4.191 2.670 0.000 0.000 0.000 0.000 0.000
   51 11.090 11.090 11.090 11.090 11.090 11.090 11.090 11.090 10.457 9.848 9.361 8.894 8.417 7.912 7.367 6.762 6.079 5.266 4.256 2.826 0.000 0.000 0.000 0.000 0.000
   52 11.091 11.091 11.091 11.091 11.091 11.091 11.091 11.091 10.433 9.830 9.344 8.875 8.398 7.899 7.359 6.764 6.087 5.299 4.323 2.986 0.000 0.000 0.000 0.000 0.000
   53 11.093 11.093 11.093 11.093 11.093 11.093 11.093 11.093 10.410 9.812 9.325 8.858 8.386 7.887 7.350 6.764 6.101 5.335 4.396 3.144 0.229 0.000 0.000 0.000 0.000
   54 11.095 11.095 11.095 11.095 11.095 11.095 11.095 11.095 10.387 9.793 9.306 8.841 8.367 7.873 7.342 6.766 6.112 5.371 4.467 3.290 1.163 0.000 0.000 0.000 0.000
   55 11.098 11.098 11.098 11.098 11.098 11.098 11.098 11.098 10.366 9.776 9.288 8.822 8.352 7.861 7.339 6.766 6.130 5.402 4.536 3.416 1.591 0.000 0.000 0.000 0.000
