Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 12.591 12.591 12.591 12.591 12.591 12.591 12.591 12.591 12.591 12.591 12.591 12.591 11.796 10.504 9.575 8.683 7.735 6.640 5.205 2.443 0.000 0.000 0.000 0.000 0.000
    1 12.586 12.586 12.586 12.586 12.586 12.586 12.586 12.586 12.586 12.586 12.586 12.586 11.712 10.473 9.552 8.672 7.731 6.651 5.239 2.574 0.000 0.000 0.000 0.000 0.000
    2 12.581 12.581 12.581 12.581 12.581 12.581 12.581 12.581 12.581 12.581 12.581 12.581 11.697 10.469 9.554 8.671 7.730 6.642 5.212 2.482 0.000 0.000 0.000 0.000 0.000
    3 12.577 12.577 12.577 12.577 12.577 12.577 12.577 12.577 12.577 12.577 12.577 12.577 11.747 10.492 9.572 8.680 7.729 6.616 5.136 2.189 0.000 0.000 0.000 0.000 0.000
    4 12.573 12.573 12.573 12.573 12.573 12.573 12.573 12.573 12.573 12.573 12.573 12.573 11.874 10.545 9.610 8.702 7.731 6.579 4.992 1.594 0.000 0.000 0.000 0.000 0.000
    5 12.570 12.570 12.570 12.570 12.570 12.570 12.570 12.570 12.570 12.570 12.570 12.570 12.120 10.627 9.663 8.740 7.735 6.526 4.783 0.000 0.000 0.000 0.000 0.000 0.000
    6 12.567 12.567 12.567 12.567 12.567 12.567 12.567 12.567 12.567 12.567 12.567 12.567 12.567 10.733 9.740 8.792 7.750 6.469 4.491 0.000 0.000 0.000 0.000 0.000 0.000
    7 12.565 12.565 12.565 12.565 12.565 12.565 12.565 12.565 12.565 12.565 12.565 12.565 12.565 10.857 9.832 8.858 7.783 6.419 4.083 0.000 0.000 0.000 0.000 0.000 0.000
    8 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 10.988 9.925 8.936 7.830 6.388 3.513 0.000 0.000 0.000 0.000 0.000 0.000
    9 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 11.120 10.020 9.012 7.890 6.387 2.739 0.000 0.000 0.000 0.000 0.000 0.000
   10 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 12.563 11.226 10.092 9.074 7.945 6.409 1.422 0.000 0.000 0.000 0.000 0.000 0.000
   11 12.564 12.564 12.564 12.564 12.564 12.564 12.564 12.564 12.564 12.564 12.564 12.564 12.564 11.292 10.138 9.114 7.978 6.432 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   12 12.566 12.566 12.566 12.566 12.566 12.566 12.566 12.566 12.566 12.566 12.566 12.566 12.566 11.307 10.144 9.117 7.978 6.428 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   13 12.568 12.568 12.568 12.568 12.568 12.568 12.568 12.568 12.568 12.568 12.568 12.568 12.568 11.265 10.113 9.086 7.944 6.397 1.485 0.000 0.000 0.000 0.000 0.000 0.000
   14 12.572 12.572 12.572 12.572 12.572 12.572 12.572 12.572 12.572 12.572 12.572 12.572 12.572 11.180 10.051 9.027 7.891 6.367 2.700 0.000 0.000 0.000 0.000 0.000 0.000
   15 12.576 12.576 12.576 12.576 12.576 12.576 12.576 12.576 12.576 12.576 12.576 12.576 12.576 11.068 9.965 8.954 7.831 6.364 3.494 0.000 0.000 0.000 0.000 0.000 0.000
   16 12.580 12.580 12.580 12.580 12.580 12.580 12.580 12.580 12.580 12.580 12.580 12.580 12.580 10.943 9.875 8.879 7.784 6.399 4.052 0.000 0.000 0.000 0.000 0.000 0.000
   17 12.586 12.586 12.586 12.586 12.586 12.586 12.586 12.586 12.586 12.586 12.586 12.586 12.586 10.823 9.789 8.812 7.754 6.448 4.451 0.000 0.000 0.000 0.000 0.000 0.000
   18 12.591 12.591 12.591 12.591 12.591 12.591 12.591 12.591 12.591 12.591 12.591 12.591 12.591 10.720 9.713 8.764 7.736 6.505 4.748 0.390 0.000 0.000 0.000 0.000 0.000
   19 12.597 12.597 12.597 12.597 12.597 12.597 12.597 12.597 12.597 12.597 12.597 12.597 12.277 10.641 9.657 8.724 7.729 6.555 4.961 1.632 0.000 0.000 0.000 0.000 0.000
   20 12.604 12.604 12.604 12.604 12.604 12.604 12.604 12.604 12.604 12.604 12.604 12.604 12.062 10.587 9.620 8.702 7.728 6.597 5.102 2.220 0.000 0.000 0.000 0.000 0.000
   21 12.610 12.610 12.610 12.610 12.610 12.610 12.610 12.610 12.610 12.610 12.610 12.610 11.992 10.564 9.603 8.692 7.731 6.629 5.187 2.547 0.000 0.000 0.000 0.000 0.000
   22 12.616 12.616 12.616 12.616 12.616 12.616 12.616 12.616 12.616 12.616 12.616 12.616 12.010 10.567 9.606 8.692 7.738 6.639 5.224 2.664 0.000 0.000 0.000 0.000 0.000
   23 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.622 12.134 10.601 9.622 8.702 7.737 6.632 5.201 2.601 0.000 0.000 0.000 0.000 0.000
   24 12.627 12.627 12.627 12.627 12.627 12.627 12.627 12.627 12.627 12.627 12.627 12.627 12.627 10.660 9.658 8.725 7.740 6.610 5.134 2.332 0.000 0.000 0.000 0.000 0.000
   25 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 12.632 10.751 9.714 8.753 7.745 6.572 5.012 1.856 0.000 0.000 0.000 0.000 0.000
   26 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 12.635 10.872 9.787 8.797 7.753 6.526 4.837 0.863 0.000 0.000 0.000 0.000 0.000
   27 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 12.638 11.018 9.877 8.854 7.765 6.470 4.603 0.000 0.000 0.000 0.000 0.000 0.000
   28 12.640 12.640 12.640 12.640 12.640 12.640 12.640 12.640 12.640 12.640 12.640 12.640 12.640 11.186 9.979 8.921 7.792 6.415 4.304 0.000 0.000 0.000 0.000 0.000 0.000
