Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 5.427 5.414 5.386 5.352 5.312 5.260 5.195 5.119 5.030 4.929 4.810 4.680 4.531 4.367 4.180 3.973 3.739 3.475 3.173 2.821 2.395 1.850 1.021 0.000 0.000
    1 5.455 5.441 5.414 5.379 5.340 5.289 5.225 5.149 5.060 4.959 4.842 4.712 4.566 4.401 4.217 4.014 3.782 3.522 3.227 2.880 2.467 1.944 1.181 0.000 0.000
    2 5.482 5.469 5.441 5.408 5.368 5.316 5.252 5.178 5.089 4.986 4.873 4.741 4.595 4.432 4.249 4.045 3.814 3.557 3.258 2.919 2.510 1.996 1.256 0.000 0.000
    3 5.508 5.495 5.467 5.434 5.394 5.342 5.279 5.202 5.114 5.013 4.898 4.767 4.620 4.458 4.271 4.068 3.836 3.576 3.281 2.937 2.524 2.010 1.266 0.000 0.000
    4 5.532 5.518 5.491 5.458 5.418 5.367 5.302 5.227 5.138 5.035 4.918 4.789 4.642 4.478 4.288 4.084 3.850 3.586 3.284 2.932 2.514 1.983 1.253 0.000 0.000
    5 5.553 5.540 5.513 5.479 5.439 5.387 5.323 5.247 5.158 5.055 4.938 4.806 4.657 4.490 4.300 4.087 3.853 3.582 3.275 2.916 2.482 1.923 1.123 0.000 0.000
    6 5.571 5.558 5.531 5.498 5.457 5.404 5.340 5.264 5.173 5.070 4.951 4.820 4.666 4.496 4.306 4.087 3.846 3.567 3.250 2.874 2.427 1.833 0.906 0.000 0.000
    7 5.586 5.572 5.545 5.511 5.471 5.420 5.354 5.277 5.186 5.082 4.961 4.824 4.670 4.497 4.305 4.083 3.831 3.546 3.221 2.829 2.348 1.710 0.543 0.000 0.000
    8 5.595 5.582 5.555 5.522 5.481 5.429 5.364 5.285 5.195 5.088 4.967 4.829 4.672 4.497 4.296 4.070 3.816 3.520 3.179 2.771 2.265 1.569 0.000 0.000 0.000
    9 5.601 5.587 5.560 5.527 5.487 5.433 5.369 5.289 5.197 5.092 4.967 4.829 4.670 4.489 4.287 4.059 3.794 3.491 3.139 2.719 2.184 1.466 0.000 0.000 0.000
   10 5.601 5.587 5.560 5.527 5.487 5.433 5.368 5.289 5.197 5.089 4.963 4.823 4.664 4.483 4.276 4.041 3.773 3.466 3.103 2.663 2.106 1.326 0.000 0.000 0.000
   11 5.596 5.583 5.556 5.522 5.481 5.428 5.362 5.284 5.191 5.081 4.958 4.815 4.653 4.470 4.263 4.028 3.756 3.443 3.076 2.628 2.050 1.221 0.000 0.000 0.000
   12 5.586 5.572 5.545 5.512 5.470 5.418 5.353 5.272 5.180 5.070 4.945 4.804 4.642 4.456 4.249 4.014 3.739 3.429 3.054 2.607 2.025 1.173 0.000 0.000 0.000
   13 5.571 5.557 5.530 5.496 5.455 5.403 5.336 5.258 5.164 5.055 4.930 4.790 4.628 4.445 4.237 3.999 3.732 3.418 3.047 2.599 2.026 1.147 0.000 0.000 0.000
   14 5.551 5.538 5.510 5.476 5.435 5.383 5.316 5.238 5.145 5.037 4.912 4.769 4.610 4.429 4.222 3.987 3.723 3.412 3.053 2.613 2.052 1.214 0.000 0.000 0.000
   15 5.527 5.514 5.486 5.452 5.411 5.358 5.293 5.215 5.121 5.012 4.889 4.748 4.589 4.411 4.207 3.978 3.714 3.411 3.059 2.631 2.095 1.310 0.000 0.000 0.000
   16 5.499 5.486 5.458 5.424 5.384 5.330 5.265 5.186 5.094 4.988 4.864 4.724 4.567 4.392 4.190 3.965 3.707 3.411 3.067 2.659 2.145 1.417 0.000 0.000 0.000
