Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 12.260 12.260 12.260 12.260 12.260 12.260 12.260 12.260 12.260 12.260 12.260 12.260 10.937 10.010 9.180 8.306 7.301 6.002 3.798 0.000 0.000 0.000 0.000 0.000 0.000
    1 12.256 12.256 12.256 12.256 12.256 12.256 12.256 12.256 12.256 12.256 12.256 12.256 10.922 10.003 9.178 8.310 7.309 6.003 3.776 0.000 0.000 0.000 0.000 0.000 0.000
    2 12.251 12.251 12.251 12.251 12.251 12.251 12.251 12.251 12.251 12.251 12.251 12.251 10.869 9.972 9.153 8.292 7.300 6.015 3.880 0.000 0.000 0.000 0.000 0.000 0.000
    3 12.247 12.247 12.247 12.247 12.247 12.247 12.247 12.247 12.247 12.247 12.247 12.247 10.786 9.915 9.105 8.259 7.281 6.039 4.076 0.000 0.000 0.000 0.000 0.000 0.000
    4 12.244 12.244 12.244 12.244 12.244 12.244 12.244 12.244 12.244 12.244 12.244 12.244 10.684 9.840 9.050 8.214 7.262 6.074 4.316 0.000 0.000 0.000 0.000 0.000 0.000
    5 12.241 12.241 12.241 12.241 12.241 12.241 12.241 12.241 12.241 12.241 12.241 11.794 10.573 9.759 8.986 8.172 7.250 6.127 4.555 1.144 0.000 0.000 0.000 0.000 0.000
    6 12.238 12.238 12.238 12.238 12.238 12.238 12.238 12.238 12.238 12.238 12.238 11.533 10.465 9.680 8.925 8.136 7.249 6.186 4.770 2.283 0.000 0.000 0.000 0.000 0.000
    7 12.236 12.236 12.236 12.236 12.236 12.236 12.236 12.236 12.236 12.236 12.236 11.341 10.372 9.608 8.874 8.106 7.256 6.250 4.956 2.896 0.000 0.000 0.000 0.000 0.000
    8 12.235 12.235 12.235 12.235 12.235 12.235 12.235 12.235 12.235 12.235 12.235 11.201 10.293 9.554 8.837 8.085 7.261 6.305 5.102 3.304 0.000 0.000 0.000 0.000 0.000
    9 12.234 12.234 12.234 12.234 12.234 12.234 12.234 12.234 12.234 12.234 12.234 11.101 10.234 9.509 8.806 8.073 7.273 6.353 5.210 3.573 0.000 0.000 0.000 0.000 0.000
   10 12.234 12.234 12.234 12.234 12.234 12.234 12.234 12.234 12.234 12.234 12.234 11.039 10.197 9.483 8.789 8.069 7.282 6.383 5.282 3.741 0.000 0.000 0.000 0.000 0.000
   11 12.235 12.235 12.235 12.235 12.235 12.235 12.235 12.235 12.235 12.235 12.235 11.015 10.180 9.468 8.780 8.066 7.286 6.398 5.320 3.819 0.000 0.000 0.000 0.000 0.000
   12 12.237 12.237 12.237 12.237 12.237 12.237 12.237 12.237 12.237 12.237 12.237 11.023 10.183 9.473 8.782 8.065 7.285 6.397 5.311 3.810 0.000 0.000 0.000 0.000 0.000
   13 12.239 12.239 12.239 12.239 12.239 12.239 12.239 12.239 12.239 12.239 12.239 11.069 10.212 9.492 8.792 8.066 7.279 6.377 5.272 3.723 0.000 0.000 0.000 0.000 0.000
   14 12.242 12.242 12.242 12.242 12.242 12.242 12.242 12.242 12.242 12.242 12.242 11.158 10.262 9.526 8.814 8.075 7.268 6.337 5.191 3.537 0.000 0.000 0.000 0.000 0.000
   15 12.246 12.246 12.246 12.246 12.246 12.246 12.246 12.246 12.246 12.246 12.246 11.291 10.336 9.578 8.849 8.088 7.254 6.288 5.069 3.247 0.000 0.000 0.000 0.000 0.000
   16 12.250 12.250 12.250 12.250 12.250 12.250 12.250 12.250 12.250 12.250 12.250 11.481 10.433 9.645 8.890 8.111 7.243 6.227 4.910 2.814 0.000 0.000 0.000 0.000 0.000
   17 12.255 12.255 12.255 12.255 12.255 12.255 12.255 12.255 12.255 12.255 12.255 11.752 10.547 9.728 8.950 8.141 7.234 6.153 4.707 2.136 0.000 0.000 0.000 0.000 0.000
   18 12.260 12.260 12.260 12.260 12.260 12.260 12.260 12.260 12.260 12.260 12.260 12.260 10.682 9.819 9.018 8.181 7.237 6.084 4.460 0.727 0.000 0.000 0.000 0.000 0.000
   19 12.265 12.265 12.265 12.265 12.265 12.265 12.265 12.265 12.265 12.265 12.265 12.265 10.819 9.916 9.091 8.230 7.249 6.018 4.184 0.000 0.000 0.000 0.000 0.000 0.000
   20 12.271 12.271 12.271 12.271 12.271 12.271 12.271 12.271 12.271 12.271 12.271 12.271 10.958 10.010 9.159 8.279 7.267 5.968 3.887 0.000 0.000 0.000 0.000 0.000 0.000
   21 12.276 12.276 12.276 12.276 12.276 12.276 12.276 12.276 12.276 12.276 12.276 12.276 11.077 10.083 9.220 8.321 7.286 5.937 3.603 0.000 0.000 0.000 0.000 0.000 0.000
   22 12.282 12.282 12.282 12.282 12.282 12.282 12.282 12.282 12.282 12.282 12.282 12.282 11.165 10.132 9.254 8.346 7.297 5.923 3.422 0.000 0.000 0.000 0.000 0.000 0.000
   23 12.287 12.287 12.287 12.287 12.287 12.287 12.287 12.287 12.287 12.287 12.287 12.287 11.201 10.151 9.263 8.348 7.293 5.911 3.403 0.000 0.000 0.000 0.000 0.000 0.000
   24 12.291 12.291 12.291 12.291 12.291 12.291 12.291 12.291 12.291 12.291 12.291 12.291 11.189 10.133 9.242 8.330 7.275 5.911 3.559 0.000 0.000 0.000 0.000 0.000 0.000
   25 12.295 12.295 12.295 12.295 12.295 12.295 12.295 12.295 12.295 12.295 12.295 12.295 11.127 10.091 9.202 8.290 7.255 5.931 3.805 0.000 0.000 0.000 0.000 0.000 0.000
   26 12.298 12.298 12.298 12.298 12.298 12.298 12.298 12.298 12.298 12.298 12.298 12.298 11.037 10.025 9.150 8.248 7.233 5.963 4.073 0.000 0.000 0.000 0.000 0.000 0.000
   27 12.301 12.301 12.301 12.301 12.301 12.301 12.301 12.301 12.301 12.301 12.301 12.301 10.929 9.954 9.091 8.205 7.223 6.014 4.321 0.000 0.000 0.000 0.000 0.000 0.000
   28 12.302 12.302 12.302 12.302 12.302 12.302 12.302 12.302 12.302 12.302 12.302 12.302 10.821 9.878 9.036 8.172 7.217 6.076 4.531 1.492 0.000 0.000 0.000 0.000 0.000
   29 12.303 12.303 12.303 12.303 12.303 12.303 12.303 12.303 12.303 12.303 12.303 12.303 10.719 9.814 8.989 8.144 7.223 6.131 4.708 2.250 0.000 0.000 0.000 0.000 0.000
   30 12.302 12.302 12.302 12.302 12.302 12.302 12.302 12.302 12.302 12.302 12.302 12.302 10.634 9.752 8.951 8.127 7.227 6.182 4.846 2.694 0.000 0.000 0.000 0.000 0.000
   31 12.300 12.300 12.300 12.300 12.300 12.300 12.300 12.300 12.300 12.300 12.300 11.973 10.567 9.710 8.917 8.115 7.238 6.225 4.946 2.983 0.000 0.000 0.000 0.000 0.000
   32 12.298 12.298 12.298 12.298 12.298 12.298 12.298 12.298 12.298 12.298 12.298 11.767 10.518 9.677 8.899 8.103 7.246 6.254 5.021 3.158 0.000 0.000 0.000 0.000 0.000
   33 12.294 12.294 12.294 12.294 12.294 12.294 12.294 12.294 12.294 12.294 12.294 11.675 10.480 9.655 8.886 8.103 7.249 6.272 5.061 3.255 0.000 0.000 0.000 0.000 0.000
   34 12.290 12.290 12.290 12.290 12.290 12.290 12.290 12.290 12.290 12.290 12.290 11.618 10.460 9.645 8.882 8.099 7.255 6.282 5.075 3.277 0.000 0.000 0.000 0.000 0.000
   35 12.285 12.285 12.285 12.285 12.285 12.285 12.285 12.285 12.285 12.285 12.285 11.595 10.456 9.645 8.881 8.101 7.254 6.277 5.058 3.232 0.000 0.000 0.000 0.000 0.000
   36 12.279 12.279 12.279 12.279 12.279 12.279 12.279 12.279 12.279 12.279 12.279 11.596 10.460 9.651 8.891 8.105 7.254 6.270 5.025 3.126 0.000 0.000 0.000 0.000 0.000
   37 12.273 12.273 12.273 12.273 12.273 12.273 12.273 12.273 12.273 12.273 12.273 11.618 10.474 9.665 8.902 8.113 7.255 6.246 4.971 2.955 0.000 0.000 0.000 0.000 0.000
   38 12.267 12.267 12.267 12.267 12.267 12.267 12.267 12.267 12.267 12.267 12.267 11.639 10.497 9.686 8.919 8.127 7.253 6.226 4.901 2.713 0.000 0.000 0.000 0.000 0.000
   39 12.261 12.261 12.261 12.261 12.261 12.261 12.261 12.261 12.261 12.261 12.261 11.695 10.524 9.710 8.938 8.139 7.251 6.199 4.814 2.380 0.000 0.000 0.000 0.000 0.000
   40 12.254 12.254 12.254 12.254 12.254 12.254 12.254 12.254 12.254 12.254 12.254 11.766 10.554 9.737 8.965 8.156 7.255 6.175 4.713 1.908 0.000 0.000 0.000 0.000 0.000
   41 12.249 12.249 12.249 12.249 12.249 12.249 12.249 12.249 12.249 12.249 12.249 11.849 10.586 9.764 8.989 8.174 7.263 6.150 4.609 1.143 0.000 0.000 0.000 0.000 0.000
   42 12.243 12.243 12.243 12.243 12.243 12.243 12.243 12.243 12.243 12.243 12.243 11.942 10.614 9.792 9.017 8.196 7.272 6.130 4.501 0.000 0.000 0.000 0.000 0.000 0.000
   43 12.238 12.238 12.238 12.238 12.238 12.238 12.238 12.238 12.238 12.238 12.238 12.055 10.641 9.816 9.038 8.217 7.283 6.116 4.400 0.000 0.000 0.000 0.000 0.000 0.000
   44 12.234 12.234 12.234 12.234 12.234 12.234 12.234 12.234 12.234 12.234 12.234 12.234 10.662 9.837 9.059 8.235 7.294 6.109 4.310 0.000 0.000 0.000 0.000 0.000 0.000
   45 12.230 12.230 12.230 12.230 12.230 12.230 12.230 12.230 12.230 12.230 12.230 12.230 10.675 9.850 9.075 8.248 7.306 6.107 4.243 0.000 0.000 0.000 0.000 0.000 0.000
   46 12.227 12.227 12.227 12.227 12.227 12.227 12.227 12.227 12.227 12.227 12.227 12.227 10.679 9.857 9.079 8.258 7.313 6.103 4.201 0.000 0.000 0.000 0.000 0.000 0.000
   47 12.225 12.225 12.225 12.225 12.225 12.225 12.225 12.225 12.225 12.225 12.225 12.225 10.676 9.856 9.081 8.260 7.312 6.106 4.195 0.000 0.000 0.000 0.000 0.000 0.000
   48 12.224 12.224 12.224 12.224 12.224 12.224 12.224 12.224 12.224 12.224 12.224 12.082 10.659 9.845 9.075 8.255 7.310 6.111 4.227 0.000 0.000 0.000 0.000 0.000 0.000
   49 12.224 12.224 12.224 12.224 12.224 12.224 12.224 12.224 12.224 12.224 12.224 11.940 10.637 9.826 9.056 8.241 7.304 6.115 4.292 0.000 0.000 0.000 0.000 0.000 0.000
