Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 10.760 9.178 7.448 0.000 0.000 0.000 0.000 0.000 0.000 0.000
    1 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 13.046 10.709 9.153 7.448 0.000 0.000 0.000 0.000 0.000 0.000 0.000
    2 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 13.041 10.712 9.150 7.412 0.712 0.000 0.000 0.000 0.000 0.000 0.000
    3 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 10.771 9.169 7.341 1.367 0.000 0.000 0.000 0.000 0.000 0.000
    4 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 13.031 10.890 9.218 7.210 1.570 0.000 0.000 0.000 0.000 0.000 0.000
    5 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 11.081 9.308 6.965 1.567 0.000 0.000 0.000 0.000 0.000 0.000
    6 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 11.352 9.450 4.362 1.397 0.000 0.000 0.000 0.000 0.000 0.000
    7 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 11.716 9.638 3.970 1.003 0.000 0.000 0.000 0.000 0.000 0.000
    8 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 12.235 9.874 3.648 0.000 0.000 0.000 0.000 0.000 0.000 0.000
    9 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 10.112 3.314 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   10 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 10.311 4.007 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   11 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 10.423 4.395 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   12 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 10.434 4.381 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   13 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 13.025 10.335 3.925 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   14 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 13.029 10.148 3.377 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   15 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 13.033 12.500 9.915 3.726 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   16 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 13.039 11.892 9.685 4.080 1.140 0.000 0.000 0.000 0.000 0.000 0.000
   17 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 11.496 9.491 4.503 1.527 0.000 0.000 0.000 0.000 0.000 0.000
   18 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 13.052 11.210 9.348 6.911 1.722 0.000 0.000 0.000 0.000 0.000 0.000
   19 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 11.009 9.259 7.191 1.772 0.000 0.000 0.000 0.000 0.000 0.000
   20 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 13.066 10.885 9.209 7.335 1.651 0.000 0.000 0.000 0.000 0.000 0.000
   21 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 13.073 10.818 9.189 7.416 1.252 0.000 0.000 0.000 0.000 0.000 0.000
   22 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 13.080 10.810 9.188 7.454 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   23 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 10.854 9.209 7.461 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   24 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 10.954 9.256 7.432 1.185 0.000 0.000 0.000 0.000 0.000 0.000
   25 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 11.121 9.319 7.370 1.532 0.000 0.000 0.000 0.000 0.000 0.000
   26 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 11.369 9.421 7.267 1.592 0.000 0.000 0.000 0.000 0.000 0.000
   27 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 11.714 9.560 7.103 1.478 0.000 0.000 0.000 0.000 0.000 0.000
   28 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 12.239 9.745 5.724 1.175 0.000 0.000 0.000 0.000 0.000 0.000
   29 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 9.965 4.337 0.440 0.000 0.000 0.000 0.000 0.000 0.000
   30 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 10.202 3.940 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   31 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 13.105 10.413 4.042 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   32 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 10.564 4.716 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   33 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 13.097 10.628 4.934 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   34 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 13.091 10.597 4.972 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   35 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 10.486 4.872 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   36 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 13.077 10.318 4.682 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   37 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 13.069 10.119 4.467 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   38 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 13.061 12.515 9.924 4.447 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   39 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 11.931 9.741 4.952 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   40 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 13.045 11.565 9.583 5.926 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   41 13.037 13.037 13.037 13.037 13.037 13.037 13.037 13.037 13.037 13.037 13.037 13.037 13.037 13.037 13.037 11.295 9.456 7.269 0.545 0.000 0.000 0.000 0.000 0.000 0.000
   42 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 11.091 9.358 7.330 0.588 0.000 0.000 0.000 0.000 0.000 0.000
   43 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 13.023 10.932 9.279 7.380 0.311 0.000 0.000 0.000 0.000 0.000 0.000
   44 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 10.814 9.225 7.415 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   45 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 10.734 9.185 7.436 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   46 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 10.684 9.162 7.449 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   47 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 10.664 9.152 7.447 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   48 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 10.672 9.153 7.436 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   49 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 13.006 10.713 9.170 7.407 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   50 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 13.007 10.783 9.201 7.366 0.545 0.000 0.000 0.000 0.000 0.000 0.000
   51 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 13.009 10.895 9.256 7.302 0.881 0.000 0.000 0.000 0.000 0.000 0.000
   52 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 13.013 11.050 9.334 7.215 0.963 0.000 0.000 0.000 0.000 0.000 0.000
   53 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 13.017 11.257 9.438 5.743 0.877 0.000 0.000 0.000 0.000 0.000 0.000
   54 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 11.534 9.579 4.047 0.564 0.000 0.000 0.000 0.000 0.000 0.000
   55 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 13.028 11.903 9.753 3.801 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   56 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 13.035 12.498 9.953 3.566 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   57 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 10.167 3.810 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   58 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 10.362 4.369 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   59 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 13.056 10.515 4.612 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   60 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 13.063 10.594 4.639 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   61 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 10.578 4.395 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   62 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 10.457 3.359 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   63 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 13.082 10.255 3.731 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   64 13.087 13.087 13.087 13.087 13.087 13.087 13.087 13.087 13.087 13.087 13.087 13.087 13.087 13.087 13.087 13.087 10.004 4.099 0.857 0.000 0.000 0.000 0.000 0.000 0.000
   65 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 13.092 12.362 9.752 4.492 1.503 0.000 0.000 0.000 0.000 0.000 0.000
   66 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 13.095 11.761 9.536 5.419 1.865 0.000 0.000 0.000 0.000 0.000 0.000
   67 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 11.368 9.376 6.944 2.088 0.000 0.000 0.000 0.000 0.000 0.000
   68 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 11.093 9.264 7.193 2.215 0.000 0.000 0.000 0.000 0.000 0.000
   69 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 13.101 10.897 9.188 7.329 2.243 0.000 0.000 0.000 0.000 0.000 0.000
   70 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 10.774 9.142 7.405 2.115 0.000 0.000 0.000 0.000 0.000 0.000
   71 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 13.102 10.704 9.115 7.435 1.591 0.000 0.000 0.000 0.000 0.000 0.000
   72 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 13.100 10.691 9.102 7.422 2.096 0.000 0.000 0.000 0.000 0.000 0.000
   73 13.099 13.099 13.099 13.099 13.099 13.099 13.099 13.099 13.099 13.099 13.099 13.099 13.099 13.099 13.099 10.730 9.111 7.359 2.480 0.000 0.000 0.000 0.000 0.000 0.000
   74 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 13.096 10.832 9.130 7.227 2.584 0.000 0.000 0.000 0.000 0.000 0.000
   75 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 11.013 9.184 6.961 2.574 0.000 0.000 0.000 0.000 0.000 0.000
   76 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 13.090 11.307 9.281 6.087 2.472 0.000 0.000 0.000 0.000 0.000 0.000
   77 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 13.085 11.779 9.454 4.882 2.288 0.000 0.000 0.000 0.000 0.000 0.000
   78 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 13.081 12.867 9.734 4.409 1.993 0.000 0.000 0.000 0.000 0.000 0.000
   79 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 13.076 10.137 4.042 1.516 0.000 0.000 0.000 0.000 0.000 0.000
   80 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 13.070 10.595 3.670 0.416 0.000 0.000 0.000 0.000 0.000 0.000
   81 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 13.065 11.009 3.236 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   82 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 13.059 11.271 4.035 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   83 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 13.053 11.308 4.217 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   84 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 13.047 11.104 3.016 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   85 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 10.698 3.487 0.000 0.000 0.000 0.000 0.000 0.000 0.000
   86 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 10.170 3.864 1.561 0.000 0.000 0.000 0.000 0.000 0.000
   87 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 13.032 12.404 9.623 4.200 2.143 0.000 0.000 0.000 0.000 0.000 0.000
   88 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 13.027 11.434 9.202 4.514 2.525 0.000 0.000 0.000 0.000 0.000 0.000
   89 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 13.024 10.881 8.957 4.995 2.798 0.000 0.000 0.000 0.000 0.000 0.000
   90 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 13.021 10.515 8.828 6.134 3.011 0.000 0.000 0.000 0.000 0.000 0.000
   91 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 13.019 12.371 10.275 8.772 6.876 3.196 0.000 0.000 0.000 0.000 0.000 0.000
   92 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 11.837 10.124 8.745 7.150 3.414 0.000 0.000 0.000 0.000 0.000 0.000
   93 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 13.018 11.594 10.036 8.734 7.282 4.663 0.000 0.000 0.000 0.000 0.000 0.000
   94 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 13.020 11.499 9.996 8.724 7.334 5.267 0.000 0.000 0.000 0.000 0.000 0.000
   95 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 13.022 11.512 9.997 8.719 7.314 5.159 0.000 0.000 0.000 0.000 0.000 0.000
   96 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 13.026 11.650 10.045 8.713 7.219 4.089 0.000 0.000 0.000 0.000 0.000 0.000
   97 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 13.030 11.975 10.147 8.708 7.005 3.593 0.000 0.000 0.000 0.000 0.000 0.000
   98 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 13.036 10.334 8.717 6.508 3.400 0.000 0.000 0.000 0.000 0.000 0.000
   99 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 13.042 10.650 8.749 5.489 3.227 0.000 0.000 0.000 0.000 0.000 0.000
  100 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 13.049 11.206 8.849 4.919 3.024 0.000 0.000 0.000 0.000 0.000 0.000
  101 13.057 13.057 13.057 13.057 13.057 13.057 13.057 13.057 13.057 13.057 13.057 13.057 13.057 13.057 13.057 12.397 9.188 4.553 2.746 0.000 0.000 0.000 0.000 0.000 0.000
  102 13.064 13.064 13.064 13.064 13.064 13.064 13.064 13.064 13.064 13.064 13.064 13.064 13.064 13.064 13.064 13.064 10.026 4.236 2.345 0.000 0.000 0.000 0.000 0.000 0.000
  103 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 13.072 9.709 3.893 1.681 0.000 0.000 0.000 0.000 0.000 0.000
  104 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 13.079 10.562 3.437 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  105 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 13.086 11.113 4.401 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  106 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 13.093 11.116 4.331 0.000 0.000 0.000 0.000 0.000 0.000 0.000
  107 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 13.098 11.223 3.593 0.183 0.000 0.000 0.000 0.000 0.000 0.000
  108 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 13.103 9.889 4.093 1.954 0.000 0.000 0.000 0.000 0.000 0.000
  109 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 13.107 9.953 4.489 2.621 0.000 0.000 0.000 0.000 0.000 0.000
