Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 10.631 10.631 10.631 10.631 10.631 10.631 10.631 10.292 9.644 9.186 8.757 8.324 7.867 7.376 6.836 6.225 5.522 4.673 3.568 1.785 0.000 0.000 0.000 0.000 0.000
    1 10.630 10.630 10.630 10.630 10.630 10.630 10.630 10.263 9.635 9.183 8.759 8.328 7.874 7.382 6.845 6.235 5.531 4.682 3.581 1.802 0.000 0.000 0.000 0.000 0.000
    2 10.628 10.628 10.628 10.628 10.628 10.628 10.628 10.215 9.619 9.172 8.749 8.321 7.871 7.385 6.851 6.247 5.553 4.718 3.647 1.968 0.000 0.000 0.000 0.000 0.000
    3 10.627 10.627 10.627 10.627 10.627 10.627 10.627 10.159 9.591 9.152 8.733 8.309 7.865 7.384 6.856 6.267 5.587 4.781 3.759 2.245 0.000 0.000 0.000 0.000 0.000
    4 10.626 10.626 10.626 10.626 10.626 10.626 10.626 10.098 9.557 9.126 8.714 8.295 7.853 7.380 6.864 6.288 5.631 4.861 3.900 2.559 0.000 0.000 0.000 0.000 0.000
    5 10.625 10.625 10.625 10.625 10.625 10.625 10.625 10.037 9.521 9.096 8.688 8.273 7.838 7.374 6.869 6.308 5.679 4.944 4.055 2.850 0.000 0.000 0.000 0.000 0.000
    6 10.624 10.624 10.624 10.624 10.624 10.624 10.624 9.979 9.485 9.068 8.666 8.256 7.829 7.372 6.877 6.335 5.728 5.029 4.197 3.117 1.283 0.000 0.000 0.000 0.000
    7 10.623 10.623 10.623 10.623 10.623 10.623 10.623 9.930 9.450 9.039 8.641 8.238 7.816 7.370 6.889 6.359 5.777 5.106 4.323 3.335 1.849 0.000 0.000 0.000 0.000
    8 10.623 10.623 10.623 10.623 10.623 10.623 10.623 9.888 9.421 9.016 8.623 8.224 7.809 7.369 6.897 6.386 5.817 5.175 4.426 3.510 2.206 0.000 0.000 0.000 0.000
    9 10.623 10.623 10.623 10.623 10.623 10.623 10.623 9.857 9.399 8.997 8.608 8.211 7.804 7.367 6.906 6.402 5.852 5.225 4.510 3.630 2.449 0.000 0.000 0.000 0.000
