Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 5.463 5.452 5.429 5.401 5.358 5.305 5.237 5.154 5.059 4.948 4.819 4.672 4.505 4.316 4.103 3.855 3.571 3.239 2.846 2.354 1.687 0.000 0.000 0.000 0.000
    1 5.491 5.480 5.458 5.428 5.387 5.334 5.266 5.185 5.091 4.979 4.852 4.704 4.540 4.351 4.135 3.891 3.610 3.282 2.892 2.408 1.759 0.473 0.000 0.000 0.000
    2 5.518 5.507 5.485 5.456 5.415 5.361 5.295 5.214 5.118 5.010 4.882 4.737 4.573 4.387 4.177 3.935 3.661 3.336 2.958 2.490 1.870 0.813 0.000 0.000 0.000
    3 5.544 5.533 5.511 5.482 5.442 5.387 5.322 5.242 5.148 5.040 4.915 4.772 4.613 4.426 4.219 3.984 3.716 3.403 3.036 2.592 2.014 1.122 0.000 0.000 0.000
    4 5.568 5.556 5.535 5.506 5.465 5.412 5.346 5.268 5.174 5.068 4.947 4.804 4.647 4.469 4.265 4.036 3.775 3.475 3.124 2.704 2.173 1.410 0.000 0.000 0.000
    5 5.589 5.577 5.556 5.527 5.487 5.434 5.370 5.291 5.200 5.096 4.975 4.836 4.682 4.509 4.311 4.089 3.838 3.552 3.212 2.820 2.331 1.666 0.019 0.000 0.000
    6 5.607 5.595 5.574 5.545 5.505 5.454 5.390 5.313 5.224 5.119 5.000 4.866 4.715 4.544 4.352 4.139 3.898 3.620 3.302 2.930 2.479 1.885 0.935 0.000 0.000
    7 5.620 5.609 5.587 5.559 5.520 5.468 5.405 5.329 5.240 5.137 5.022 4.891 4.744 4.577 4.390 4.183 3.945 3.681 3.379 3.023 2.601 2.069 1.293 0.000 0.000
    8 5.630 5.618 5.597 5.569 5.529 5.479 5.416 5.340 5.254 5.153 5.038 4.909 4.762 4.603 4.419 4.219 3.991 3.734 3.443 3.104 2.703 2.211 1.532 0.000 0.000
    9 5.635 5.623 5.602 5.574 5.535 5.484 5.423 5.347 5.261 5.162 5.049 4.922 4.780 4.618 4.440 4.246 4.022 3.772 3.485 3.161 2.782 2.312 1.689 0.518 0.000
