Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 12.462 12.462 12.462 12.462 12.462 12.462 12.462 12.462 12.462 12.462 12.462 12.462 11.030 10.071 9.243 8.416 7.529 6.506 5.200 3.072 0.000 0.000 0.000 0.000 0.000
    1 12.457 12.457 12.457 12.457 12.457 12.457 12.457 12.457 12.457 12.457 12.457 12.457 10.986 10.049 9.227 8.410 7.529 6.517 5.226 3.158 0.000 0.000 0.000 0.000 0.000
    2 12.453 12.453 12.453 12.453 12.453 12.453 12.453 12.453 12.453 12.453 12.453 12.453 10.980 10.045 9.227 8.409 7.525 6.509 5.207 3.103 0.000 0.000 0.000 0.000 0.000
    3 12.448 12.448 12.448 12.448 12.448 12.448 12.448 12.448 12.448 12.448 12.448 12.448 11.003 10.063 9.242 8.415 7.521 6.483 5.147 2.910 0.000 0.000 0.000 0.000 0.000
    4 12.445 12.445 12.445 12.445 12.445 12.445 12.445 12.445 12.445 12.445 12.445 12.445 11.067 10.103 9.270 8.431 7.520 6.446 5.034 2.540 0.000 0.000 0.000 0.000 0.000
    5 12.441 12.441 12.441 12.441 12.441 12.441 12.441 12.441 12.441 12.441 12.441 12.441 11.160 10.164 9.316 8.458 7.520 6.397 4.871 1.954 0.000 0.000 0.000 0.000 0.000
    6 12.439 12.439 12.439 12.439 12.439 12.439 12.439 12.439 12.439 12.439 12.439 12.439 11.289 10.245 9.376 8.500 7.528 6.344 4.651 0.645 0.000 0.000 0.000 0.000 0.000
    7 12.437 12.437 12.437 12.437 12.437 12.437 12.437 12.437 12.437 12.437 12.437 12.437 11.448 10.336 9.448 8.552 7.547 6.291 4.374 0.000 0.000 0.000 0.000 0.000 0.000
    8 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.435 11.629 10.436 9.527 8.612 7.577 6.253 4.023 0.000 0.000 0.000 0.000 0.000 0.000
    9 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.435 11.833 10.525 9.602 8.671 7.623 6.234 3.603 0.000 0.000 0.000 0.000 0.000 0.000
   10 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.435 12.060 10.603 9.659 8.726 7.657 6.239 3.129 0.000 0.000 0.000 0.000 0.000 0.000
   11 12.436 12.436 12.436 12.436 12.436 12.436 12.436 12.436 12.436 12.436 12.436 12.436 12.332 10.644 9.695 8.755 7.683 6.244 2.748 0.000 0.000 0.000 0.000 0.000 0.000
   12 12.438 12.438 12.438 12.438 12.438 12.438 12.438 12.438 12.438 12.438 12.438 12.438 12.438 10.656 9.697 8.758 7.682 6.240 2.717 0.000 0.000 0.000 0.000 0.000 0.000
   13 12.440 12.440 12.440 12.440 12.440 12.440 12.440 12.440 12.440 12.440 12.440 12.440 12.220 10.626 9.676 8.734 7.658 6.223 3.086 0.000 0.000 0.000 0.000 0.000 0.000
   14 12.443 12.443 12.443 12.443 12.443 12.443 12.443 12.443 12.443 12.443 12.443 12.443 11.984 10.568 9.621 8.685 7.616 6.217 3.559 0.000 0.000 0.000 0.000 0.000 0.000
   15 12.447 12.447 12.447 12.447 12.447 12.447 12.447 12.447 12.447 12.447 12.447 12.447 11.779 10.487 9.552 8.622 7.577 6.231 3.979 0.000 0.000 0.000 0.000 0.000 0.000
   16 12.452 12.452 12.452 12.452 12.452 12.452 12.452 12.452 12.452 12.452 12.452 12.452 11.593 10.396 9.482 8.564 7.539 6.265 4.329 0.000 0.000 0.000 0.000 0.000 0.000
   17 12.457 12.457 12.457 12.457 12.457 12.457 12.457 12.457 12.457 12.457 12.457 12.457 11.432 10.310 9.410 8.511 7.523 6.321 4.609 0.620 0.000 0.000 0.000 0.000 0.000
   18 12.462 12.462 12.462 12.462 12.462 12.462 12.462 12.462 12.462 12.462 12.462 12.462 11.307 10.235 9.353 8.473 7.512 6.374 4.829 1.888 0.000 0.000 0.000 0.000 0.000
   19 12.468 12.468 12.468 12.468 12.468 12.468 12.468 12.468 12.468 12.468 12.468 12.468 11.209 10.175 9.307 8.446 7.515 6.427 4.996 2.514 0.000 0.000 0.000 0.000 0.000
   20 12.474 12.474 12.474 12.474 12.474 12.474 12.474 12.474 12.474 12.474 12.474 12.474 11.148 10.133 9.276 8.431 7.517 6.465 5.110 2.885 0.000 0.000 0.000 0.000 0.000
   21 12.480 12.480 12.480 12.480 12.480 12.480 12.480 12.480 12.480 12.480 12.480 12.480 11.123 10.114 9.263 8.424 7.519 6.489 5.179 3.092 0.000 0.000 0.000 0.000 0.000
   22 12.486 12.486 12.486 12.486 12.486 12.486 12.486 12.486 12.486 12.486 12.486 12.486 11.131 10.119 9.265 8.423 7.522 6.499 5.204 3.165 0.000 0.000 0.000 0.000 0.000
   23 12.491 12.491 12.491 12.491 12.491 12.491 12.491 12.491 12.491 12.491 12.491 12.491 11.179 10.142 9.280 8.428 7.524 6.486 5.185 3.113 0.000 0.000 0.000 0.000 0.000
   24 12.496 12.496 12.496 12.496 12.496 12.496 12.496 12.496 12.496 12.496 12.496 12.496 11.265 10.188 9.305 8.444 7.523 6.464 5.121 2.936 0.000 0.000 0.000 0.000 0.000
   25 12.501 12.501 12.501 12.501 12.501 12.501 12.501 12.501 12.501 12.501 12.501 12.501 11.394 10.254 9.348 8.465 7.520 6.429 5.017 2.607 0.000 0.000 0.000 0.000 0.000
   26 12.505 12.505 12.505 12.505 12.505 12.505 12.505 12.505 12.505 12.505 12.505 12.505 11.575 10.341 9.406 8.495 7.520 6.382 4.868 2.108 0.000 0.000 0.000 0.000 0.000
   27 12.507 12.507 12.507 12.507 12.507 12.507 12.507 12.507 12.507 12.507 12.507 12.507 11.831 10.443 9.473 8.536 7.525 6.327 4.680 1.148 0.000 0.000 0.000 0.000 0.000
   28 12.509 12.509 12.509 12.509 12.509 12.509 12.509 12.509 12.509 12.509 12.509 12.509 12.310 10.559 9.554 8.589 7.538 6.268 4.442 0.000 0.000 0.000 0.000 0.000 0.000
   29 12.510 12.510 12.510 12.510 12.510 12.510 12.510 12.510 12.510 12.510 12.510 12.510 12.510 10.676 9.636 8.647 7.562 6.220 4.166 0.000 0.000 0.000 0.000 0.000 0.000
   30 12.509 12.509 12.509 12.509 12.509 12.509 12.509 12.509 12.509 12.509 12.509 12.509 12.509 10.787 9.713 8.704 7.592 6.183 3.851 0.000 0.000 0.000 0.000 0.000 0.000
