Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 7.931 7.931 7.792 7.605 7.435 7.256 7.063 6.856 6.628 6.380 6.107 5.812 5.482 5.120 4.714 4.256 3.731 3.096 2.274 0.850 0.000 0.000 0.000 0.000 0.000
    1 7.936 7.936 7.793 7.611 7.442 7.265 7.074 6.868 6.639 6.395 6.122 5.827 5.502 5.140 4.738 4.277 3.751 3.123 2.310 0.942 0.000 0.000 0.000 0.000 0.000
    2 7.942 7.942 7.794 7.616 7.449 7.273 7.082 6.877 6.652 6.406 6.137 5.844 5.522 5.162 4.763 4.315 3.795 3.182 2.399 1.149 0.000 0.000 0.000 0.000 0.000
    3 7.947 7.947 7.794 7.620 7.454 7.278 7.090 6.885 6.662 6.419 6.153 5.862 5.542 5.188 4.800 4.358 3.856 3.260 2.519 1.413 0.000 0.000 0.000 0.000 0.000
    4 7.952 7.952 7.794 7.622 7.457 7.282 7.095 6.890 6.668 6.428 6.165 5.877 5.567 5.221 4.839 4.413 3.924 3.361 2.661 1.684 0.000 0.000 0.000 0.000 0.000
    5 7.956 7.956 7.792 7.623 7.459 7.284 7.097 6.895 6.676 6.436 6.177 5.896 5.588 5.251 4.880 4.470 4.001 3.463 2.808 1.948 0.000 0.000 0.000 0.000 0.000
    6 7.960 7.960 7.791 7.622 7.459 7.285 7.099 6.897 6.680 6.445 6.191 5.912 5.611 5.282 4.923 4.522 4.077 3.563 2.954 2.170 0.839 0.000 0.000 0.000 0.000
    7 7.963 7.963 7.789 7.622 7.458 7.285 7.099 6.898 6.683 6.450 6.197 5.925 5.630 5.311 4.958 4.573 4.144 3.656 3.077 2.361 1.297 0.000 0.000 0.000 0.000
    8 7.965 7.965 7.787 7.620 7.457 7.284 7.099 6.899 6.686 6.455 6.206 5.939 5.648 5.332 4.991 4.615 4.196 3.729 3.185 2.513 1.585 0.000 0.000 0.000 0.000
    9 7.966 7.966 7.785 7.618 7.455 7.283 7.098 6.900 6.686 6.457 6.213 5.948 5.660 5.349 5.017 4.647 4.238 3.785 3.260 2.628 1.776 0.000 0.000 0.000 0.000
   10 7.966 7.966 7.783 7.616 7.453 7.279 7.096 6.897 6.685 6.457 6.213 5.950 5.667 5.362 5.029 4.669 4.267 3.818 3.307 2.695 1.886 0.000 0.000 0.000 0.000
   11 7.965 7.965 7.781 7.614 7.449 7.277 7.093 6.895 6.683 6.454 6.212 5.949 5.668 5.363 5.034 4.673 4.278 3.833 3.326 2.722 1.933 0.250 0.000 0.000 0.000
   12 7.963 7.963 7.779 7.612 7.447 7.274 7.088 6.890 6.678 6.451 6.205 5.944 5.663 5.358 5.029 4.662 4.270 3.825 3.315 2.707 1.910 0.000 0.000 0.000 0.000
   13 7.960 7.960 7.779 7.610 7.444 7.270 7.084 6.885 6.671 6.444 6.198 5.932 5.646 5.341 5.006 4.642 4.241 3.788 3.270 2.650 1.815 0.000 0.000 0.000 0.000
   14 7.956 7.956 7.778 7.607 7.440 7.265 7.079 6.878 6.664 6.433 6.185 5.918 5.629 5.316 4.978 4.608 4.193 3.730 3.196 2.545 1.655 0.000 0.000 0.000 0.000
   15 7.951 7.951 7.778 7.604 7.437 7.261 7.073 6.871 6.654 6.421 6.169 5.899 5.603 5.285 4.937 4.555 4.133 3.652 3.092 2.396 1.383 0.000 0.000 0.000 0.000
   16 7.945 7.945 7.779 7.603 7.433 7.257 7.067 6.863 6.643 6.406 6.150 5.876 5.575 5.248 4.893 4.498 4.056 3.550 2.956 2.196 0.953 0.000 0.000 0.000 0.000
   17 7.939 7.939 7.780 7.600 7.430 7.251 7.061 6.854 6.633 6.392 6.132 5.848 5.545 5.205 4.837 4.427 3.968 3.433 2.797 1.945 0.000 0.000 0.000 0.000 0.000
   18 7.932 7.932 7.783 7.598 7.426 7.246 7.053 6.846 6.621 6.377 6.112 5.822 5.508 5.163 4.784 4.354 3.872 3.309 2.613 1.632 0.000 0.000 0.000 0.000 0.000
   19 7.925 7.925 7.786 7.596 7.422 7.240 7.046 6.837 6.610 6.361 6.094 5.799 5.474 5.120 4.726 4.281 3.772 3.173 2.412 1.238 0.000 0.000 0.000 0.000 0.000
   20 7.918 7.918 7.790 7.592 7.417 7.234 7.038 6.828 6.596 6.346 6.071 5.774 5.444 5.079 4.674 4.210 3.678 3.043 2.214 0.709 0.000 0.000 0.000 0.000 0.000
   21 7.911 7.911 7.794 7.588 7.411 7.227 7.029 6.815 6.584 6.331 6.054 5.750 5.414 5.042 4.628 4.151 3.599 2.931 2.034 0.000 0.000 0.000 0.000 0.000 0.000
   22 7.904 7.904 7.798 7.584 7.403 7.217 7.019 6.803 6.570 6.314 6.033 5.727 5.389 5.011 4.585 4.106 3.540 2.848 1.901 0.000 0.000 0.000 0.000 0.000 0.000
