Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 12.477 12.477 12.477 12.477 12.477 12.477 12.477 12.477 12.477 12.477 12.477 12.477 12.477 10.770 9.769 8.798 7.709 6.267 3.195 0.000 0.000 0.000 0.000 0.000 0.000
    1 12.472 12.472 12.472 12.472 12.472 12.472 12.472 12.472 12.472 12.472 12.472 12.472 12.472 10.759 9.766 8.801 7.709 6.270 3.121 0.000 0.000 0.000 0.000 0.000 0.000
    2 12.467 12.467 12.467 12.467 12.467 12.467 12.467 12.467 12.467 12.467 12.467 12.467 12.467 10.708 9.730 8.775 7.696 6.268 3.311 0.000 0.000 0.000 0.000 0.000 0.000
    3 12.463 12.463 12.463 12.463 12.463 12.463 12.463 12.463 12.463 12.463 12.463 12.463 12.088 10.622 9.667 8.724 7.658 6.270 3.673 0.000 0.000 0.000 0.000 0.000 0.000
    4 12.459 12.459 12.459 12.459 12.459 12.459 12.459 12.459 12.459 12.459 12.459 12.459 11.784 10.516 9.587 8.660 7.618 6.287 4.057 0.000 0.000 0.000 0.000 0.000 0.000
    5 12.456 12.456 12.456 12.456 12.456 12.456 12.456 12.456 12.456 12.456 12.456 12.456 11.531 10.399 9.495 8.597 7.585 6.329 4.400 0.000 0.000 0.000 0.000 0.000 0.000
    6 12.453 12.453 12.453 12.453 12.453 12.453 12.453 12.453 12.453 12.453 12.453 12.453 11.326 10.281 9.413 8.536 7.568 6.380 4.691 0.649 0.000 0.000 0.000 0.000 0.000
    7 12.451 12.451 12.451 12.451 12.451 12.451 12.451 12.451 12.451 12.451 12.451 12.451 11.157 10.182 9.337 8.488 7.557 6.441 4.926 2.038 0.000 0.000 0.000 0.000 0.000
    8 12.449 12.449 12.449 12.449 12.449 12.449 12.449 12.449 12.449 12.449 12.449 12.449 11.028 10.099 9.283 8.453 7.552 6.500 5.111 2.713 0.000 0.000 0.000 0.000 0.000
    9 12.449 12.449 12.449 12.449 12.449 12.449 12.449 12.449 12.449 12.449 12.449 12.449 10.932 10.037 9.239 8.431 7.556 6.544 5.242 3.133 0.000 0.000 0.000 0.000 0.000
   10 12.449 12.449 12.449 12.449 12.449 12.449 12.449 12.449 12.449 12.449 12.449 12.449 10.871 9.998 9.211 8.415 7.561 6.573 5.332 3.385 0.000 0.000 0.000 0.000 0.000
   11 12.450 12.450 12.450 12.450 12.450 12.450 12.450 12.450 12.450 12.450 12.450 12.450 10.848 9.983 9.199 8.413 7.566 6.592 5.370 3.495 0.000 0.000 0.000 0.000 0.000
   12 12.452 12.452 12.452 12.452 12.452 12.452 12.452 12.452 12.452 12.452 12.452 12.452 10.856 9.988 9.201 8.412 7.565 6.591 5.365 3.491 0.000 0.000 0.000 0.000 0.000
   13 12.454 12.454 12.454 12.454 12.454 12.454 12.454 12.454 12.454 12.454 12.454 12.454 10.898 10.014 9.222 8.420 7.559 6.568 5.319 3.364 0.000 0.000 0.000 0.000 0.000
   14 12.457 12.457 12.457 12.457 12.457 12.457 12.457 12.457 12.457 12.457 12.457 12.457 10.981 10.065 9.252 8.437 7.557 6.533 5.223 3.099 0.000 0.000 0.000 0.000 0.000
   15 12.461 12.461 12.461 12.461 12.461 12.461 12.461 12.461 12.461 12.461 12.461 12.461 11.102 10.138 9.304 8.465 7.551 6.481 5.080 2.659 0.000 0.000 0.000 0.000 0.000
   16 12.466 12.466 12.466 12.466 12.466 12.466 12.466 12.466 12.466 12.466 12.466 12.466 11.269 10.235 9.370 8.502 7.551 6.420 4.883 1.962 0.000 0.000 0.000 0.000 0.000
