Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 12.969 12.969 12.969 12.969 12.969 12.969 12.969 12.969 12.969 12.969 12.969 12.969 12.969 12.969 11.537 10.016 8.707 7.205 4.466 0.000 0.000 0.000 0.000 0.000 0.000
    1 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 11.466 9.982 8.690 7.206 4.597 0.000 0.000 0.000 0.000 0.000 0.000
    2 12.958 12.958 12.958 12.958 12.958 12.958 12.958 12.958 12.958 12.958 12.958 12.958 12.958 12.958 11.467 9.983 8.684 7.182 3.963 0.000 0.000 0.000 0.000 0.000 0.000
    3 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 12.953 11.536 10.018 8.692 7.137 2.869 0.000 0.000 0.000 0.000 0.000 0.000
    4 12.948 12.948 12.948 12.948 12.948 12.948 12.948 12.948 12.948 12.948 12.948 12.948 12.948 12.948 11.687 10.085 8.719 7.059 2.589 0.000 0.000 0.000 0.000 0.000 0.000
    5 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 12.944 11.943 10.196 8.773 6.955 2.324 0.000 0.000 0.000 0.000 0.000 0.000
    6 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.941 12.401 10.347 8.860 6.830 1.996 0.000 0.000 0.000 0.000 0.000 0.000
    7 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 12.939 10.533 8.983 6.685 1.534 0.000 0.000 0.000 0.000 0.000 0.000
    8 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 12.937 10.741 9.138 5.873 0.670 0.000 0.000 0.000 0.000 0.000 0.000
    9 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 12.936 10.945 9.306 5.009 0.000 0.000 0.000 0.000 0.000 0.000 0.000
