Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 11.641 11.641 11.641 11.641 11.641 11.641 11.641 11.641 11.641 11.641 10.674 9.942 9.319 8.698 8.045 7.318 6.470 5.418 3.941 0.000 0.000 0.000 0.000 0.000 0.000
    1 11.637 11.637 11.637 11.637 11.637 11.637 11.637 11.637 11.637 11.637 10.658 9.934 9.316 8.701 8.048 7.324 6.477 5.424 3.940 0.000 0.000 0.000 0.000 0.000 0.000
    2 11.634 11.634 11.634 11.634 11.634 11.634 11.634 11.634 11.634 11.634 10.615 9.909 9.299 8.689 8.042 7.321 6.483 5.449 4.013 0.715 0.000 0.000 0.000 0.000 0.000
    3 11.631 11.631 11.631 11.631 11.631 11.631 11.631 11.631 11.631 11.631 10.552 9.869 9.266 8.664 8.025 7.317 6.500 5.497 4.146 1.610 0.000 0.000 0.000 0.000 0.000
    4 11.629 11.629 11.629 11.629 11.629 11.629 11.629 11.629 11.629 11.629 10.480 9.819 9.226 8.629 8.000 7.307 6.517 5.557 4.308 2.252 0.000 0.000 0.000 0.000 0.000
    5 11.626 11.626 11.626 11.626 11.626 11.626 11.626 11.626 11.626 11.626 10.400 9.761 9.178 8.595 7.977 7.304 6.537 5.631 4.477 2.751 0.000 0.000 0.000 0.000 0.000
    6 11.624 11.624 11.624 11.624 11.624 11.624 11.624 11.624 11.624 11.246 10.322 9.704 9.131 8.561 7.955 7.300 6.563 5.704 4.641 3.144 0.000 0.000 0.000 0.000 0.000
    7 11.623 11.623 11.623 11.623 11.623 11.623 11.623 11.623 11.623 11.087 10.251 9.649 9.091 8.529 7.941 7.302 6.592 5.775 4.780 3.444 0.532 0.000 0.000 0.000 0.000
    8 11.622 11.622 11.622 11.622 11.622 11.622 11.622 11.622 11.622 10.967 10.193 9.607 9.056 8.506 7.925 7.305 6.619 5.834 4.896 3.672 1.575 0.000 0.000 0.000 0.000
    9 11.621 11.621 11.621 11.621 11.621 11.621 11.621 11.621 11.621 10.887 10.148 9.573 9.032 8.484 7.918 7.311 6.641 5.885 4.985 3.837 2.030 0.000 0.000 0.000 0.000
   10 11.621 11.621 11.621 11.621 11.621 11.621 11.621 11.621 11.621 10.838 10.121 9.550 9.012 8.474 7.915 7.313 6.657 5.915 5.041 3.937 2.274 0.000 0.000 0.000 0.000
   11 11.622 11.622 11.622 11.622 11.622 11.622 11.622 11.622 11.622 10.819 10.108 9.542 9.006 8.469 7.912 7.314 6.664 5.930 5.067 3.987 2.383 0.000 0.000 0.000 0.000
   12 11.623 11.623 11.623 11.623 11.623 11.623 11.623 11.623 11.623 10.829 10.114 9.543 9.007 8.470 7.913 7.315 6.662 5.924 5.062 3.978 2.369 0.000 0.000 0.000 0.000
   13 11.625 11.625 11.625 11.625 11.625 11.625 11.625 11.625 11.625 10.871 10.136 9.561 9.018 8.475 7.912 7.308 6.652 5.903 5.025 3.917 2.233 0.000 0.000 0.000 0.000
   14 11.627 11.627 11.627 11.627 11.627 11.627 11.627 11.627 11.627 10.947 10.175 9.589 9.041 8.487 7.916 7.302 6.629 5.862 4.955 3.794 1.944 0.000 0.000 0.000 0.000
   15 11.630 11.630 11.630 11.630 11.630 11.630 11.630 11.630 11.630 11.069 10.233 9.631 9.067 8.509 7.923 7.296 6.600 5.805 4.855 3.611 1.412 0.000 0.000 0.000 0.000
   16 11.633 11.633 11.633 11.633 11.633 11.633 11.633 11.633 11.633 11.242 10.305 9.681 9.107 8.535 7.934 7.289 6.569 5.735 4.721 3.356 0.000 0.000 0.000 0.000 0.000
   17 11.637 11.637 11.637 11.637 11.637 11.637 11.637 11.637 11.637 11.637 10.395 9.745 9.155 8.566 7.951 7.281 6.530 5.657 4.559 3.010 0.000 0.000 0.000 0.000 0.000
   18 11.641 11.641 11.641 11.641 11.641 11.641 11.641 11.641 11.641 11.641 10.497 9.816 9.210 8.606 7.973 7.281 6.500 5.566 4.378 2.555 0.000 0.000 0.000 0.000 0.000
   19 11.645 11.645 11.645 11.645 11.645 11.645 11.645 11.645 11.645 11.645 10.603 9.884 9.263 8.648 8.001 7.286 6.469 5.481 4.175 1.930 0.000 0.000 0.000 0.000 0.000
   20 11.649 11.649 11.649 11.649 11.649 11.649 11.649 11.649 11.649 11.649 10.706 9.951 9.316 8.687 8.025 7.292 6.448 5.406 3.971 0.900 0.000 0.000 0.000 0.000 0.000
   21 11.653 11.653 11.653 11.653 11.653 11.653 11.653 11.653 11.653 11.653 10.803 10.007 9.357 8.718 8.047 7.298 6.430 5.342 3.797 0.000 0.000 0.000 0.000 0.000 0.000
   22 11.657 11.657 11.657 11.657 11.657 11.657 11.657 11.657 11.657 11.657 10.874 10.045 9.383 8.738 8.058 7.300 6.419 5.302 3.685 0.000 0.000 0.000 0.000 0.000 0.000
   23 11.661 11.661 11.661 11.661 11.661 11.661 11.661 11.661 11.661 11.661 10.914 10.060 9.393 8.740 8.055 7.296 6.409 5.285 3.660 0.000 0.000 0.000 0.000 0.000 0.000
   24 11.665 11.665 11.665 11.665 11.665 11.665 11.665 11.665 11.665 11.665 10.913 10.055 9.383 8.730 8.042 7.287 6.399 5.296 3.724 0.000 0.000 0.000 0.000 0.000 0.000
   25 11.668 11.668 11.668 11.668 11.668 11.668 11.668 11.668 11.668 11.668 10.879 10.031 9.356 8.703 8.020 7.272 6.401 5.334 3.854 0.000 0.000 0.000 0.000 0.000 0.000
   26 11.670 11.670 11.670 11.670 11.670 11.670 11.670 11.670 11.670 11.670 10.818 9.986 9.319 8.671 7.995 7.252 6.408 5.384 4.018 1.494 0.000 0.000 0.000 0.000 0.000
   27 11.672 11.672 11.672 11.672 11.672 11.672 11.672 11.672 11.672 11.672 10.742 9.938 9.278 8.636 7.968 7.244 6.424 5.446 4.182 2.134 0.000 0.000 0.000 0.000 0.000
   28 11.673 11.673 11.673 11.673 11.673 11.673 11.673 11.673 11.673 11.673 10.661 9.886 9.233 8.602 7.946 7.241 6.444 5.513 4.337 2.574 0.000 0.000 0.000 0.000 0.000
   29 11.673 11.673 11.673 11.673 11.673 11.673 11.673 11.673 11.673 11.673 10.585 9.834 9.194 8.571 7.929 7.237 6.470 5.575 4.470 2.897 0.000 0.000 0.000 0.000 0.000
   30 11.673 11.673 11.673 11.673 11.673 11.673 11.673 11.673 11.673 11.673 10.517 9.788 9.160 8.548 7.915 7.238 6.491 5.632 4.580 3.140 0.000 0.000 0.000 0.000 0.000
