Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 10.349 10.349 10.349 10.349 10.349 10.349 10.042 9.438 9.023 8.640 8.262 7.877 7.474 7.048 6.593 6.098 5.555 4.939 4.228 3.360 2.153 0.000 0.000 0.000 0.000
    1 10.348 10.348 10.348 10.348 10.348 10.348 9.999 9.425 9.015 8.637 8.262 7.881 7.481 7.058 6.606 6.114 5.575 4.965 4.266 3.406 2.237 0.000 0.000 0.000 0.000
    2 10.347 10.347 10.347 10.347 10.347 10.347 9.979 9.422 9.015 8.639 8.265 7.884 7.487 7.063 6.614 6.119 5.584 4.970 4.271 3.415 2.246 0.000 0.000 0.000 0.000
    3 10.346 10.346 10.346 10.346 10.346 10.346 9.976 9.425 9.020 8.648 8.275 7.892 7.492 7.070 6.615 6.120 5.574 4.965 4.250 3.378 2.171 0.000 0.000 0.000 0.000
    4 10.346 10.346 10.346 10.346 10.346 10.346 9.990 9.436 9.035 8.659 8.286 7.905 7.503 7.076 6.616 6.114 5.562 4.934 4.200 3.296 2.009 0.000 0.000 0.000 0.000
    5 10.345 10.345 10.345 10.345 10.345 10.345 10.017 9.454 9.052 8.676 8.303 7.918 7.515 7.083 6.617 6.103 5.534 4.892 4.128 3.176 1.741 0.000 0.000 0.000 0.000
    6 10.345 10.345 10.345 10.345 10.345 10.345 10.057 9.476 9.072 8.696 8.323 7.935 7.525 7.088 6.612 6.092 5.506 4.833 4.034 3.006 1.359 0.000 0.000 0.000 0.000
    7 10.345 10.345 10.345 10.345 10.345 10.345 10.109 9.500 9.096 8.718 8.343 7.953 7.538 7.095 6.611 6.075 5.469 4.767 3.923 2.802 0.532 0.000 0.000 0.000 0.000
    8 10.345 10.345 10.345 10.345 10.345 10.345 10.179 9.525 9.118 8.741 8.364 7.971 7.554 7.103 6.610 6.062 5.436 4.705 3.801 2.568 0.000 0.000 0.000 0.000 0.000
    9 10.345 10.345 10.345 10.345 10.345 10.345 10.300 9.547 9.137 8.760 8.380 7.988 7.566 7.112 6.610 6.046 5.403 4.640 3.686 2.317 0.000 0.000 0.000 0.000 0.000
   10 10.345 10.345 10.345 10.345 10.345 10.345 10.345 9.567 9.153 8.774 8.394 8.000 7.577 7.118 6.611 6.038 5.378 4.590 3.587 2.089 0.000 0.000 0.000 0.000 0.000
   11 10.346 10.346 10.346 10.346 10.346 10.346 10.346 9.578 9.162 8.782 8.401 8.006 7.581 7.120 6.609 6.033 5.360 4.557 3.528 1.937 0.000 0.000 0.000 0.000 0.000
   12 10.346 10.346 10.346 10.346 10.346 10.346 10.346 9.583 9.163 8.782 8.402 8.003 7.581 7.117 6.606 6.027 5.353 4.547 3.514 1.916 0.000 0.000 0.000 0.000 0.000
   13 10.346 10.346 10.346 10.346 10.346 10.346 10.346 9.579 9.159 8.776 8.393 7.996 7.571 7.109 6.599 6.023 5.359 4.564 3.554 2.028 0.000 0.000 0.000 0.000 0.000
   14 10.347 10.347 10.347 10.347 10.347 10.347 10.347 9.568 9.147 8.763 8.380 7.981 7.559 7.100 6.592 6.025 5.372 4.602 3.630 2.220 0.000 0.000 0.000 0.000 0.000
   15 10.347 10.347 10.347 10.347 10.347 10.347 10.347 9.552 9.131 8.744 8.361 7.964 7.539 7.086 6.584 6.026 5.393 4.648 3.728 2.451 0.000 0.000 0.000 0.000 0.000
   16 10.348 10.348 10.348 10.348 10.348 10.348 10.348 9.535 9.110 8.725 8.338 7.941 7.524 7.070 6.577 6.035 5.422 4.705 3.839 2.674 0.000 0.000 0.000 0.000 0.000
   17 10.349 10.349 10.349 10.349 10.349 10.349 10.290 9.514 9.090 8.701 8.318 7.921 7.504 7.061 6.577 6.041 5.448 4.764 3.943 2.875 0.972 0.000 0.000 0.000 0.000
   18 10.350 10.350 10.350 10.350 10.350 10.350 10.220 9.497 9.070 8.682 8.296 7.902 7.487 7.047 6.572 6.052 5.472 4.809 4.030 3.038 1.467 0.000 0.000 0.000 0.000
   19 10.351 10.351 10.351 10.351 10.351 10.351 10.191 9.482 9.053 8.664 8.279 7.887 7.477 7.037 6.570 6.060 5.491 4.849 4.096 3.156 1.763 0.000 0.000 0.000 0.000
   20 10.352 10.352 10.352 10.352 10.352 10.352 10.190 9.474 9.043 8.651 8.265 7.871 7.463 7.032 6.565 6.058 5.502 4.874 4.144 3.236 1.937 0.000 0.000 0.000 0.000
   21 10.353 10.353 10.353 10.353 10.353 10.353 10.222 9.473 9.037 8.642 8.257 7.863 7.453 7.021 6.560 6.056 5.503 4.883 4.161 3.273 2.024 0.000 0.000 0.000 0.000
   22 10.354 10.354 10.354 10.354 10.354 10.354 10.354 9.481 9.039 8.641 8.251 7.857 7.447 7.013 6.549 6.048 5.495 4.871 4.153 3.269 2.024 0.000 0.000 0.000 0.000
   23 10.356 10.356 10.356 10.356 10.356 10.356 10.356 9.497 9.045 8.644 8.252 7.853 7.439 7.001 6.538 6.033 5.474 4.846 4.120 3.220 1.937 0.000 0.000 0.000 0.000
   24 10.357 10.357 10.357 10.357 10.357 10.357 10.357 9.521 9.061 8.652 8.256 7.855 7.436 6.996 6.523 6.010 5.444 4.805 4.064 3.132 1.764 0.000 0.000 0.000 0.000
   25 10.358 10.358 10.358 10.358 10.358 10.358 10.358 9.554 9.081 8.667 8.265 7.859 7.434 6.989 6.508 5.985 5.409 4.753 3.977 3.001 1.477 0.000 0.000 0.000 0.000
   26 10.360 10.360 10.360 10.360 10.360 10.360 10.360 9.592 9.108 8.687 8.281 7.866 7.439 6.980 6.493 5.954 5.361 4.684 3.874 2.834 1.042 0.000 0.000 0.000 0.000
   27 10.361 10.361 10.361 10.361 10.361 10.361 10.361 9.636 9.137 8.710 8.298 7.878 7.441 6.979 6.478 5.930 5.314 4.604 3.749 2.616 0.000 0.000 0.000 0.000 0.000
   28 10.361 10.361 10.361 10.361 10.361 10.361 10.361 9.680 9.166 8.733 8.315 7.893 7.449 6.979 6.466 5.902 5.265 4.524 3.616 2.363 0.000 0.000 0.000 0.000 0.000
   29 10.362 10.362 10.362 10.362 10.362 10.362 10.362 9.721 9.194 8.757 8.337 7.909 7.462 6.981 6.459 5.879 5.216 4.446 3.477 2.076 0.000 0.000 0.000 0.000 0.000
   30 10.362 10.362 10.362 10.362 10.362 10.362 10.362 9.754 9.219 8.779 8.357 7.926 7.474 6.988 6.457 5.862 5.182 4.376 3.351 1.764 0.000 0.000 0.000 0.000 0.000
   31 10.361 10.361 10.361 10.361 10.361 10.361 10.361 9.776 9.235 8.795 8.373 7.940 7.486 6.997 6.458 5.853 5.156 4.321 3.243 1.508 0.000 0.000 0.000 0.000 0.000
   32 10.361 10.361 10.361 10.361 10.361 10.361 10.361 9.783 9.243 8.805 8.383 7.952 7.497 7.003 6.461 5.850 5.146 4.294 3.181 1.280 0.000 0.000 0.000 0.000 0.000
   33 10.360 10.360 10.360 10.360 10.360 10.360 10.360 9.775 9.242 8.808 8.390 7.959 7.505 7.013 6.471 5.860 5.153 4.294 3.166 1.201 0.000 0.000 0.000 0.000 0.000
   34 10.359 10.359 10.359 10.359 10.359 10.359 10.359 9.752 9.233 8.802 8.386 7.962 7.508 7.022 6.482 5.874 5.171 4.318 3.206 1.268 0.000 0.000 0.000 0.000 0.000
   35 10.357 10.357 10.357 10.357 10.357 10.357 10.357 9.721 9.217 8.793 8.379 7.957 7.510 7.027 6.493 5.895 5.201 4.367 3.288 1.508 0.000 0.000 0.000 0.000 0.000
   36 10.355 10.355 10.355 10.355 10.355 10.355 10.355 9.682 9.195 8.777 8.371 7.953 7.511 7.034 6.509 5.916 5.243 4.434 3.404 1.806 0.000 0.000 0.000 0.000 0.000
   37 10.354 10.354 10.354 10.354 10.354 10.354 10.354 9.639 9.170 8.759 8.357 7.944 7.510 7.040 6.524 5.947 5.287 4.510 3.537 2.104 0.000 0.000 0.000 0.000 0.000
   38 10.352 10.352 10.352 10.352 10.352 10.352 10.352 9.596 9.143 8.740 8.344 7.938 7.506 7.047 6.539 5.979 5.342 4.593 3.670 2.381 0.000 0.000 0.000 0.000 0.000
   39 10.350 10.350 10.350 10.350 10.350 10.350 10.350 9.555 9.118 8.722 8.330 7.931 7.509 7.053 6.557 6.012 5.395 4.675 3.805 2.625 0.000 0.000 0.000 0.000 0.000
   40 10.348 10.348 10.348 10.348 10.348 10.348 10.348 9.517 9.091 8.704 8.318 7.924 7.509 7.061 6.577 6.041 5.445 4.753 3.921 2.837 0.797 0.000 0.000 0.000 0.000
   41 10.346 10.346 10.346 10.346 10.346 10.346 10.119 9.484 9.069 8.687 8.308 7.918 7.508 7.068 6.596 6.072 5.490 4.823 4.028 3.016 1.368 0.000 0.000 0.000 0.000
   42 10.345 10.345 10.345 10.345 10.345 10.345 10.028 9.453 9.049 8.673 8.300 7.915 7.510 7.078 6.611 6.101 5.531 4.886 4.122 3.170 1.726 0.000 0.000 0.000 0.000
   43 10.343 10.343 10.343 10.343 10.343 10.343 9.967 9.429 9.033 8.663 8.292 7.911 7.511 7.087 6.629 6.125 5.569 4.938 4.200 3.284 1.972 0.000 0.000 0.000 0.000
   44 10.342 10.342 10.342 10.342 10.342 10.342 9.924 9.411 9.020 8.654 8.287 7.908 7.513 7.095 6.640 6.148 5.602 4.982 4.263 3.379 2.151 0.000 0.000 0.000 0.000
   45 10.341 10.341 10.341 10.341 10.341 10.341 9.892 9.397 9.012 8.647 8.282 7.908 7.518 7.100 6.651 6.162 5.623 5.013 4.314 3.450 2.273 0.000 0.000 0.000 0.000
   46 10.340 10.340 10.340 10.340 10.340 10.340 9.872 9.388 9.005 8.643 8.282 7.908 7.518 7.105 6.659 6.174 5.641 5.039 4.339 3.491 2.348 0.000 0.000 0.000 0.000
   47 10.340 10.340 10.340 10.340 10.340 10.340 9.862 9.382 9.003 8.643 8.282 7.911 7.523 7.108 6.661 6.179 5.646 5.047 4.355 3.512 2.381 0.000 0.000 0.000 0.000
   48 10.340 10.340 10.340 10.340 10.340 10.340 9.861 9.384 9.004 8.643 8.284 7.913 7.523 7.110 6.666 6.181 5.645 5.046 4.354 3.510 2.372 0.000 0.000 0.000 0.000
   49 10.340 10.340 10.340 10.340 10.340 10.340 9.869 9.388 9.008 8.649 8.286 7.914 7.524 7.108 6.662 6.177 5.641 5.035 4.335 3.479 2.319 0.000 0.000 0.000 0.000
   50 10.340 10.340 10.340 10.340 10.340 10.340 9.886 9.399 9.016 8.655 8.294 7.918 7.528 7.107 6.657 6.166 5.623 5.010 4.295 3.423 2.212 0.000 0.000 0.000 0.000
   51 10.341 10.341 10.341 10.341 10.341 10.341 9.915 9.414 9.028 8.665 8.300 7.923 7.526 7.105 6.650 6.152 5.603 4.975 4.241 3.342 2.055 0.000 0.000 0.000 0.000
   52 10.342 10.342 10.342 10.342 10.342 10.342 9.953 9.435 9.042 8.677 8.308 7.929 7.530 7.103 6.640 6.132 5.570 4.928 4.171 3.227 1.822 0.000 0.000 0.000 0.000
   53 10.343 10.343 10.343 10.343 10.343 10.343 10.009 9.459 9.061 8.691 8.318 7.937 7.532 7.097 6.628 6.111 5.532 4.872 4.082 3.081 1.532 0.000 0.000 0.000 0.000
   54 10.345 10.345 10.345 10.345 10.345 10.345 10.083 9.486 9.082 8.709 8.331 7.944 7.534 7.094 6.616 6.083 5.487 4.802 3.977 2.905 1.007 0.000 0.000 0.000 0.000
   55 10.346 10.346 10.346 10.346 10.346 10.346 10.202 9.520 9.105 8.727 8.346 7.954 7.537 7.088 6.601 6.056 5.443 4.730 3.860 2.688 0.000 0.000 0.000 0.000 0.000
   56 10.348 10.348 10.348 10.348 10.348 10.348 10.348 9.554 9.129 8.744 8.361 7.964 7.542 7.086 6.584 6.029 5.393 4.651 3.728 2.447 0.000 0.000 0.000 0.000 0.000
   57 10.349 10.349 10.349 10.349 10.349 10.349 10.349 9.590 9.154 8.762 8.372 7.971 7.546 7.082 6.571 6.001 5.345 4.574 3.594 2.169 0.000 0.000 0.000 0.000 0.000
   58 10.351 10.351 10.351 10.351 10.351 10.351 10.351 9.625 9.176 8.778 8.384 7.978 7.546 7.076 6.557 5.974 5.305 4.499 3.469 1.891 0.000 0.000 0.000 0.000 0.000
   59 10.352 10.352 10.352 10.352 10.352 10.352 10.352 9.655 9.195 8.792 8.394 7.984 7.547 7.069 6.546 5.951 5.264 4.437 3.366 1.630 0.000 0.000 0.000 0.000 0.000
   60 10.354 10.354 10.354 10.354 10.354 10.354 10.354 9.679 9.206 8.797 8.398 7.980 7.541 7.063 6.532 5.930 5.237 4.395 3.297 1.453 0.000 0.000 0.000 0.000 0.000
   61 10.355 10.355 10.355 10.355 10.355 10.355 10.355 9.695 9.214 8.798 8.394 7.977 7.535 7.052 6.518 5.916 5.220 4.378 3.276 1.428 0.000 0.000 0.000 0.000 0.000
   62 10.356 10.356 10.356 10.356 10.356 10.356 10.356 9.700 9.210 8.792 8.386 7.967 7.522 7.039 6.508 5.910 5.217 4.386 3.315 1.567 0.000 0.000 0.000 0.000 0.000
   63 10.357 10.357 10.357 10.357 10.357 10.357 10.357 9.694 9.201 8.781 8.369 7.950 7.505 7.024 6.496 5.907 5.228 4.422 3.392 1.806 0.000 0.000 0.000 0.000 0.000
   64 10.358 10.358 10.358 10.358 10.358 10.358 10.358 9.677 9.184 8.761 8.351 7.929 7.487 7.012 6.490 5.910 5.251 4.477 3.505 2.083 0.000 0.000 0.000 0.000 0.000
