Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 9.844 9.844 9.844 9.844 9.844 9.844 9.210 8.840 8.503 8.166 7.817 7.443 7.041 6.601 6.111 5.559 4.923 4.159 3.191 1.680 0.000 0.000 0.000 0.000 0.000
    1 9.844 9.844 9.844 9.844 9.844 9.844 9.204 8.839 8.506 8.172 7.821 7.451 7.049 6.612 6.121 5.573 4.937 4.177 3.208 1.710 0.000 0.000 0.000 0.000 0.000
    2 9.844 9.844 9.844 9.844 9.844 9.844 9.192 8.832 8.502 8.169 7.822 7.454 7.057 6.622 6.138 5.593 4.966 4.224 3.279 1.865 0.000 0.000 0.000 0.000 0.000
    3 9.844 9.844 9.844 9.844 9.844 9.746 9.173 8.820 8.493 8.163 7.819 7.456 7.061 6.632 6.156 5.624 5.011 4.290 3.394 2.104 0.000 0.000 0.000 0.000 0.000
    4 9.845 9.845 9.845 9.845 9.845 9.653 9.150 8.805 8.481 8.153 7.813 7.452 7.065 6.641 6.174 5.657 5.064 4.376 3.529 2.372 0.000 0.000 0.000 0.000 0.000
    5 9.845 9.845 9.845 9.845 9.845 9.596 9.127 8.787 8.465 8.140 7.804 7.446 7.063 6.650 6.195 5.694 5.124 4.468 3.677 2.637 0.541 0.000 0.000 0.000 0.000
    6 9.845 9.845 9.845 9.845 9.845 9.544 9.103 8.769 8.450 8.127 7.795 7.444 7.066 6.661 6.221 5.729 5.187 4.559 3.818 2.878 1.374 0.000 0.000 0.000 0.000
    7 9.845 9.845 9.845 9.845 9.845 9.502 9.080 8.748 8.433 8.115 7.785 7.438 7.068 6.671 6.239 5.766 5.237 4.645 3.942 3.078 1.820 0.000 0.000 0.000 0.000
    8 9.845 9.845 9.845 9.845 9.845 9.468 9.061 8.733 8.421 8.104 7.778 7.433 7.068 6.682 6.259 5.799 5.286 4.712 4.051 3.235 2.125 0.000 0.000 0.000 0.000
    9 9.846 9.846 9.846 9.846 9.846 9.444 9.046 8.722 8.410 8.096 7.772 7.432 7.072 6.686 6.274 5.823 5.325 4.768 4.126 3.354 2.333 0.000 0.000 0.000 0.000
   10 9.846 9.846 9.846 9.846 9.846 9.430 9.035 8.712 8.403 8.091 7.767 7.429 7.072 6.694 6.283 5.838 5.346 4.804 4.176 3.428 2.454 0.527 0.000 0.000 0.000
   11 9.846 9.846 9.846 9.846 9.846 9.424 9.031 8.707 8.396 8.086 7.765 7.429 7.072 6.691 6.285 5.844 5.358 4.817 4.196 3.461 2.512 0.774 0.000 0.000 0.000
   12 9.846 9.846 9.846 9.846 9.846 9.429 9.034 8.709 8.397 8.085 7.761 7.426 7.068 6.687 6.282 5.837 5.352 4.810 4.186 3.450 2.493 0.710 0.000 0.000 0.000
   13 9.846 9.846 9.846 9.846 9.846 9.445 9.041 8.713 8.399 8.086 7.762 7.424 7.064 6.681 6.269 5.822 5.329 4.780 4.149 3.393 2.410 0.172 0.000 0.000 0.000
   14 9.845 9.845 9.845 9.845 9.845 9.471 9.055 8.723 8.407 8.090 7.762 7.420 7.057 6.668 6.251 5.794 5.292 4.728 4.082 3.298 2.244 0.000 0.000 0.000 0.000
   15 9.845 9.845 9.845 9.845 9.845 9.512 9.075 8.737 8.417 8.096 7.764 7.417 7.049 6.655 6.227 5.760 5.244 4.659 3.983 3.151 1.986 0.000 0.000 0.000 0.000
   16 9.845 9.845 9.845 9.845 9.845 9.568 9.099 8.755 8.432 8.105 7.771 7.417 7.043 6.638 6.197 5.718 5.182 4.572 3.858 2.958 1.598 0.000 0.000 0.000 0.000
   17 9.845 9.845 9.845 9.845 9.845 9.637 9.129 8.776 8.448 8.118 7.775 7.417 7.034 6.621 6.169 5.671 5.112 4.470 3.706 2.710 0.959 0.000 0.000 0.000 0.000
   18 9.844 9.844 9.844 9.844 9.844 9.803 9.161 8.798 8.465 8.132 7.783 7.420 7.028 6.604 6.140 5.620 5.037 4.360 3.535 2.419 0.000 0.000 0.000 0.000 0.000
   19 9.844 9.844 9.844 9.844 9.844 9.844 9.194 8.822 8.483 8.143 7.792 7.423 7.023 6.589 6.110 5.571 4.962 4.245 3.352 2.071 0.000 0.000 0.000 0.000 0.000
   20 9.844 9.844 9.844 9.844 9.844 9.844 9.225 8.842 8.499 8.155 7.800 7.423 7.016 6.573 6.083 5.529 4.892 4.136 3.175 1.685 0.000 0.000 0.000 0.000 0.000
   21 9.843 9.843 9.843 9.843 9.843 9.843 9.253 8.859 8.510 8.164 7.805 7.422 7.009 6.561 6.060 5.492 4.836 4.048 3.018 1.286 0.000 0.000 0.000 0.000 0.000
   22 9.843 9.843 9.843 9.843 9.843 9.843 9.275 8.871 8.516 8.165 7.802 7.419 7.002 6.548 6.041 5.465 4.791 3.982 2.910 0.935 0.000 0.000 0.000 0.000 0.000
   23 9.843 9.843 9.843 9.843 9.843 9.843 9.289 8.876 8.517 8.163 7.797 7.410 6.992 6.533 6.023 5.446 4.770 3.953 2.870 0.794 0.000 0.000 0.000 0.000 0.000
   24 9.843 9.843 9.843 9.843 9.843 9.843 9.295 8.873 8.511 8.155 7.788 7.398 6.981 6.522 6.014 5.434 4.768 3.958 2.894 0.948 0.000 0.000 0.000 0.000 0.000
   25 9.843 9.843 9.843 9.843 9.843 9.843 9.290 8.865 8.500 8.142 7.773 7.385 6.968 6.512 6.007 5.437 4.784 3.995 2.977 1.257 0.000 0.000 0.000 0.000 0.000
   26 9.843 9.843 9.843 9.843 9.843 9.843 9.277 8.852 8.485 8.127 7.758 7.370 6.955 6.504 6.009 5.451 4.815 4.055 3.090 1.591 0.000 0.000 0.000 0.000 0.000
