Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 10.506 10.506 10.506 10.506 10.506 10.506 10.506 9.950 9.428 9.001 8.591 8.167 7.722 7.242 6.711 6.112 5.419 4.584 3.509 1.794 0.000 0.000 0.000 0.000 0.000
    1 10.504 10.504 10.504 10.504 10.504 10.504 10.504 9.935 9.424 9.001 8.593 8.171 7.731 7.251 6.720 6.122 5.432 4.597 3.522 1.807 0.000 0.000 0.000 0.000 0.000
    2 10.503 10.503 10.503 10.503 10.503 10.503 10.503 9.905 9.408 8.992 8.584 8.169 7.729 7.254 6.729 6.137 5.454 4.637 3.592 1.974 0.000 0.000 0.000 0.000 0.000
    3 10.502 10.502 10.502 10.502 10.502 10.502 10.502 9.868 9.386 8.975 8.573 8.161 7.726 7.254 6.737 6.155 5.491 4.703 3.704 2.243 0.000 0.000 0.000 0.000 0.000
    4 10.501 10.501 10.501 10.501 10.501 10.501 10.501 9.825 9.358 8.953 8.555 8.147 7.715 7.253 6.746 6.179 5.535 4.779 3.845 2.540 0.000 0.000 0.000 0.000 0.000
    5 10.501 10.501 10.501 10.501 10.501 10.501 10.501 9.779 9.327 8.926 8.534 8.131 7.706 7.250 6.754 6.205 5.586 4.869 3.992 2.827 0.000 0.000 0.000 0.000 0.000
    6 10.500 10.500 10.500 10.500 10.500 10.500 10.500 9.735 9.294 8.900 8.511 8.114 7.697 7.251 6.767 6.235 5.635 4.954 4.134 3.081 1.327 0.000 0.000 0.000 0.000
    7 10.499 10.499 10.499 10.499 10.499 10.499 10.499 9.694 9.265 8.877 8.491 8.099 7.687 7.249 6.780 6.263 5.684 5.031 4.263 3.299 1.860 0.000 0.000 0.000 0.000
    8 10.499 10.499 10.499 10.499 10.499 10.499 10.367 9.662 9.238 8.853 8.475 8.088 7.680 7.251 6.788 6.286 5.727 5.100 4.366 3.470 2.208 0.000 0.000 0.000 0.000
    9 10.499 10.499 10.499 10.499 10.499 10.499 10.268 9.636 9.218 8.836 8.463 8.078 7.676 7.255 6.800 6.305 5.763 5.149 4.446 3.594 2.438 0.000 0.000 0.000 0.000
   10 10.499 10.499 10.499 10.499 10.499 10.499 10.223 9.619 9.206 8.826 8.453 8.070 7.675 7.252 6.805 6.317 5.784 5.185 4.497 3.673 2.581 0.000 0.000 0.000 0.000
   11 10.499 10.499 10.499 10.499 10.499 10.499 10.208 9.613 9.201 8.821 8.448 8.068 7.670 7.252 6.806 6.323 5.791 5.199 4.522 3.706 2.639 0.359 0.000 0.000 0.000
   12 10.500 10.500 10.500 10.500 10.500 10.500 10.222 9.617 9.202 8.821 8.448 8.067 7.670 7.249 6.800 6.317 5.788 5.193 4.512 3.696 2.625 0.218 0.000 0.000 0.000
   13 10.501 10.501 10.501 10.501 10.501 10.501 10.271 9.632 9.211 8.829 8.450 8.067 7.667 7.246 6.794 6.305 5.769 5.167 4.475 3.643 2.534 0.000 0.000 0.000 0.000
   14 10.501 10.501 10.501 10.501 10.501 10.501 10.388 9.656 9.229 8.843 8.462 8.072 7.667 7.240 6.783 6.285 5.735 5.122 4.407 3.540 2.358 0.000 0.000 0.000 0.000
   15 10.502 10.502 10.502 10.502 10.502 10.502 10.502 9.692 9.253 8.859 8.473 8.079 7.669 7.234 6.765 6.257 5.691 5.053 4.308 3.392 2.079 0.000 0.000 0.000 0.000
   16 10.503 10.503 10.503 10.503 10.503 10.503 10.503 9.738 9.284 8.885 8.493 8.092 7.672 7.229 6.748 6.222 5.639 4.973 4.186 3.194 1.653 0.000 0.000 0.000 0.000
   17 10.505 10.505 10.505 10.505 10.505 10.505 10.505 9.792 9.321 8.912 8.512 8.107 7.680 7.226 6.730 6.185 5.579 4.877 4.033 2.937 0.902 0.000 0.000 0.000 0.000
   18 10.506 10.506 10.506 10.506 10.506 10.506 10.506 9.852 9.362 8.942 8.536 8.121 7.689 7.222 6.711 6.150 5.514 4.772 3.864 2.628 0.000 0.000 0.000 0.000 0.000
   19 10.508 10.508 10.508 10.508 10.508 10.508 10.508 9.919 9.400 8.973 8.561 8.140 7.698 7.220 6.701 6.115 5.455 4.667 3.687 2.258 0.000 0.000 0.000 0.000 0.000
   20 10.509 10.509 10.509 10.509 10.509 10.509 10.509 9.988 9.439 9.001 8.582 8.154 7.707 7.218 6.684 6.086 5.396 4.568 3.505 1.842 0.000 0.000 0.000 0.000 0.000
   21 10.510 10.510 10.510 10.510 10.510 10.510 10.510 10.052 9.470 9.025 8.598 8.168 7.711 7.219 6.674 6.060 5.350 4.483 3.355 1.410 0.000 0.000 0.000 0.000 0.000
   22 10.512 10.512 10.512 10.512 10.512 10.512 10.512 10.107 9.495 9.041 8.610 8.171 7.714 7.214 6.663 6.039 5.312 4.428 3.250 1.047 0.000 0.000 0.000 0.000 0.000
   23 10.513 10.513 10.513 10.513 10.513 10.513 10.513 10.145 9.505 9.045 8.610 8.170 7.706 7.204 6.652 6.023 5.296 4.404 3.215 0.930 0.000 0.000 0.000 0.000 0.000
   24 10.515 10.515 10.515 10.515 10.515 10.515 10.515 10.159 9.506 9.041 8.602 8.160 7.696 7.194 6.639 6.019 5.292 4.411 3.249 1.130 0.000 0.000 0.000 0.000 0.000
   25 10.516 10.516 10.516 10.516 10.516 10.516 10.516 10.150 9.495 9.027 8.588 8.144 7.682 7.182 6.631 6.017 5.307 4.447 3.342 1.482 0.000 0.000 0.000 0.000 0.000
   26 10.517 10.517 10.517 10.517 10.517 10.517 10.517 10.118 9.474 9.007 8.568 8.126 7.664 7.168 6.625 6.024 5.330 4.510 3.462 1.843 0.000 0.000 0.000 0.000 0.000
   27 10.517 10.517 10.517 10.517 10.517 10.517 10.517 10.073 9.448 8.983 8.546 8.104 7.647 7.158 6.628 6.036 5.366 4.581 3.598 2.172 0.000 0.000 0.000 0.000 0.000
   28 10.518 10.518 10.518 10.518 10.518 10.518 10.518 10.025 9.420 8.959 8.522 8.087 7.632 7.152 6.627 6.053 5.407 4.651 3.728 2.455 0.000 0.000 0.000 0.000 0.000
   29 10.518 10.518 10.518 10.518 10.518 10.518 10.518 9.974 9.389 8.933 8.503 8.070 7.620 7.145 6.635 6.071 5.444 4.720 3.850 2.678 0.000 0.000 0.000 0.000 0.000
   30 10.518 10.518 10.518 10.518 10.518 10.518 10.518 9.929 9.364 8.913 8.487 8.056 7.614 7.145 6.643 6.095 5.485 4.783 3.947 2.863 0.823 0.000 0.000 0.000 0.000
   31 10.517 10.517 10.517 10.517 10.517 10.517 10.517 9.889 9.339 8.896 8.471 8.050 7.610 7.146 6.653 6.114 5.518 4.834 4.028 3.000 1.288 0.000 0.000 0.000 0.000
   32 10.516 10.516 10.516 10.516 10.516 10.516 10.516 9.857 9.322 8.882 8.464 8.044 7.610 7.154 6.664 6.131 5.545 4.879 4.092 3.096 1.542 0.000 0.000 0.000 0.000
   33 10.515 10.515 10.515 10.515 10.515 10.515 10.515 9.831 9.309 8.873 8.459 8.042 7.612 7.159 6.672 6.145 5.566 4.906 4.135 3.163 1.685 0.000 0.000 0.000 0.000
   34 10.514 10.514 10.514 10.514 10.514 10.514 10.514 9.813 9.300 8.871 8.459 8.044 7.617 7.166 6.685 6.159 5.580 4.928 4.156 3.196 1.744 0.000 0.000 0.000 0.000
   35 10.513 10.513 10.513 10.513 10.513 10.513 10.513 9.800 9.297 8.870 8.462 8.050 7.625 7.175 6.694 6.167 5.588 4.936 4.164 3.200 1.748 0.000 0.000 0.000 0.000
   36 10.511 10.511 10.511 10.511 10.511 10.511 10.511 9.793 9.298 8.875 8.469 8.059 7.632 7.184 6.703 6.177 5.591 4.935 4.155 3.184 1.685 0.000 0.000 0.000 0.000
   37 10.509 10.509 10.509 10.509 10.509 10.509 10.509 9.790 9.301 8.882 8.478 8.070 7.643 7.192 6.708 6.178 5.592 4.922 4.135 3.139 1.568 0.000 0.000 0.000 0.000
   38 10.508 10.508 10.508 10.508 10.508 10.508 10.508 9.789 9.307 8.891 8.489 8.081 7.654 7.203 6.716 6.183 5.587 4.910 4.104 3.076 1.390 0.000 0.000 0.000 0.000
   39 10.506 10.506 10.506 10.506 10.506 10.506 10.506 9.791 9.315 8.901 8.501 8.093 7.668 7.215 6.725 6.186 5.583 4.891 4.070 2.998 1.142 0.000 0.000 0.000 0.000
   40 10.504 10.504 10.504 10.504 10.504 10.504 10.504 9.792 9.323 8.912 8.515 8.109 7.682 7.226 6.733 6.188 5.578 4.876 4.024 2.912 0.758 0.000 0.000 0.000 0.000
   41 10.502 10.502 10.502 10.502 10.502 10.502 10.502 9.795 9.331 8.924 8.526 8.122 7.695 7.236 6.740 6.192 5.573 4.852 3.982 2.814 0.000 0.000 0.000 0.000 0.000
   42 10.501 10.501 10.501 10.501 10.501 10.501 10.501 9.798 9.337 8.934 8.538 8.137 7.707 7.251 6.752 6.194 5.568 4.834 3.937 2.716 0.000 0.000 0.000 0.000 0.000
   43 10.499 10.499 10.499 10.499 10.499 10.499 10.499 9.799 9.344 8.944 8.551 8.147 7.723 7.261 6.759 6.198 5.562 4.817 3.893 2.625 0.000 0.000 0.000 0.000 0.000
